time,New York,pts.away,score,pts.home,Brooklyn
4:20.0,,,86-105,2,J. Jack makes 2-pt shot from 2 ft
4:00.0,T. Wear misses 3-pt shot from 24 ft,,86-105,,
3:59.0,Offensive rebound by C. Early,,86-105,,
3:58.0,C. Early misses 2-pt shot at rim,,86-105,,
3:57.0,,,86-105,,Defensive rebound by B. Lopez
3:51.0,,,86-105,,J. Johnson misses 3-pt shot from 23 ft
3:50.0,Defensive rebound by J. Smith,,86-105,,
3:48.0,Shooting foul by B. Lopez (drawn by C. Early),,86-105,,
3:48.0,C. Early makes 2-pt shot at rim (assist by J. Smith),2,88-105,,
3:48.0,,,88-105,,M. Plumlee enters the game for B. Lopez
3:48.0,,,88-105,,B. Bogdanovic enters the game for J. Johnson
3:48.0,Q. Acy enters the game for J. Smith,,88-105,,
3:48.0,C. Early makes free throw 1 of 1,1,89-105,,
3:33.0,,,89-105,,A. Anderson misses 2-pt shot from 21 ft
3:32.0,Defensive rebound by Team,,89-105,,
3:32.0,,,89-105,,Loose ball foul by M. Plumlee (drawn by Q. Acy)
3:17.0,C. Early misses 2-pt shot from 18 ft,,89-105,,
3:16.0,,,89-105,,Defensive rebound by M. Plumlee
2:55.0,,,89-105,,B. Bogdanovic misses 3-pt shot from 23 ft
2:54.0,Defensive rebound by S. Larkin,,89-105,,
2:47.0,C. Early makes 3-pt shot from 22 ft (assist by J. Smith),3,92-105,,
2:27.0,,,92-108,3,M. Teletovic makes 3-pt shot from 25 ft (assist by J. Jack)
2:13.0,Offensive foul by Q. Acy,,92-108,,
2:13.0,Turnover by Q. Acy (offensive foul),,92-108,,
2:13.0,New York full timeout,,92-108,,
2:13.0,,,92-108,,J. Jordan enters the game for M. Plumlee
2:13.0,,,92-108,,A. Kirilenko enters the game for M. Teletovic
2:13.0,,,92-108,,S. Karasev enters the game for A. Anderson
1:51.0,,,92-108,,B. Bogdanovic misses 2-pt shot from 16 ft
1:49.0,Defensive rebound by Q. Acy,,92-108,,
1:43.0,J. Smith makes 2-pt shot from 1 ft,2,94-108,,
1:24.0,,,94-108,,Turnover by J. Jordan (traveling)
1:11.0,,,94-108,,Personal foul by J. Jordan (drawn by Q. Acy)
1:11.0,Q. Acy makes free throw 1 of 2,1,95-108,,
1:11.0,Q. Acy misses free throw 2 of 2,,95-108,,
1:10.0,,,95-108,,Defensive rebound by A. Kirilenko
0:50.0,,,95-108,,Turnover by J. Jordan (lost ball; steal by C. Early)
0:44.0,Turnover by Q. Acy (lost ball; steal by J. Jordan),,95-108,,
0:39.0,,,95-108,,Turnover by B. Bogdanovic (lost ball; steal by J. Smith)
0:35.0,,,95-108,,Violation by J. Jordan (kicked ball)
0:28.0,T. Wear misses 2-pt shot from 9 ft,,95-108,,
0:27.0,Offensive rebound by Q. Acy,,95-108,,
0:26.0,Q. Acy makes 2-pt shot from 1 ft,2,97-108,,
0:05.0,,,97-110,2,J. Jack makes 2-pt shot from 8 ft
0:00.0,J. Smith makes 2-pt shot from 2 ft,2,99-110,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
