time,LA Lakers,pts.away,score,pts.home,Golden State
4:39.0,Turnover by K. Bryant (lost ball),,95-110,,
4:35.0,,,95-110,,Shooting foul by W. Johnson (drawn by K. Thompson)
4:35.0,,,95-110,,K. Thompson misses free throw 1 of 2
4:35.0,,,95-110,,Offensive rebound by Team
4:35.0,,,95-111,1,K. Thompson makes free throw 2 of 2
4:15.0,J. Hill misses 2-pt shot from 18 ft,,95-111,,
4:14.0,Offensive rebound by C. Boozer,,95-111,,
4:13.0,C. Boozer makes 2-pt shot from 5 ft,2,97-111,,
3:56.0,,,97-111,,Offensive foul by A. Bogut
3:56.0,,,97-111,,Turnover by A. Bogut (offensive foul)
3:38.0,J. Lin misses 2-pt shot from 20 ft,,97-111,,
3:36.0,,,97-111,,Defensive rebound by A. Iguodala
3:14.0,,,97-111,,A. Iguodala misses 3-pt shot from 26 ft
3:13.0,,,97-111,,Offensive rebound by A. Bogut
3:13.0,,,97-111,,A. Bogut misses 2-pt shot from 1 ft
3:11.0,Defensive rebound by J. Lin,,97-111,,
3:04.0,Turnover by J. Lin (lost ball; steal by S. Curry),,97-111,,
3:00.0,,,97-113,2,K. Thompson makes 2-pt shot at rim
2:54.0,C. Boozer makes 2-pt shot from 2 ft,2,99-113,,
2:54.0,Shooting foul by A. Iguodala (drawn by C. Boozer),,99-113,,
2:54.0,,,99-113,,Golden State full timeout
2:54.0,C. Boozer makes free throw 1 of 1,1,100-113,,
2:38.0,,,100-113,,D. Green misses 2-pt shot from 2 ft
2:36.0,,,100-113,,Offensive rebound by A. Bogut
2:36.0,,,100-113,,Shooting foul by J. Lin (drawn by S. Curry)
2:36.0,,,100-114,1,S. Curry makes free throw 1 of 2
2:36.0,,,100-115,1,S. Curry makes free throw 2 of 2
2:27.0,K. Bryant misses 2-pt shot from 14 ft,,100-115,,
2:24.0,,,100-115,,Defensive rebound by S. Curry
2:15.0,,,100-117,2,S. Curry makes 2-pt shot from 12 ft
2:02.0,Turnover by J. Hill (bad pass; steal by S. Curry),,100-117,,
1:55.0,,,100-120,3,K. Thompson makes 3-pt shot from 22 ft (assist by S. Curry)
1:49.0,C. Boozer misses 2-pt shot from 4 ft (block by A. Bogut),,100-120,,
1:47.0,,,100-120,,Defensive rebound by K. Thompson
1:45.0,,,100-120,,Shooting foul by W. Johnson (drawn by K. Thompson)
1:45.0,,,100-121,1,K. Thompson makes free throw 1 of 2
1:45.0,R. Price enters the game for W. Johnson,,100-121,,
1:45.0,J. Clarkson enters the game for C. Boozer,,100-121,,
1:45.0,R. Sacre enters the game for J. Hill,,100-121,,
1:45.0,W. Ellington enters the game for K. Bryant,,100-121,,
1:45.0,E. Davis enters the game for J. Lin,,100-121,,
1:45.0,,,100-121,,S. Livingston enters the game for A. Bogut
1:45.0,,,100-121,,L. Barbosa enters the game for S. Curry
1:45.0,,,100-121,,H. Barnes enters the game for A. Iguodala
1:45.0,,,100-122,1,K. Thompson makes free throw 2 of 2
1:43.0,,,100-122,,Personal take foul by S. Livingston (drawn by R. Price)
1:43.0,R. Price misses free throw 1 of 2,,100-122,,
1:43.0,Offensive rebound by Team,,100-122,,
1:43.0,,,100-122,,J. Holiday enters the game for K. Thompson
1:43.0,R. Price makes free throw 2 of 2,1,101-122,,
1:29.0,,,101-122,,Turnover by L. Barbosa (bad pass; steal by R. Price)
1:22.0,J. Clarkson makes 3-pt shot from 24 ft (assist by R. Price),3,104-122,,
1:22.0,Violation by Team (delay of game),,104-122,,
1:00.0,,,104-124,2,L. Barbosa makes 2-pt shot from 1 ft (assist by H. Barnes)
0:44.0,J. Clarkson misses 2-pt shot from 12 ft,,104-124,,
0:43.0,,,104-124,,Defensive rebound by S. Livingston
0:40.0,Personal take foul by R. Price (drawn by L. Barbosa),,104-124,,
0:40.0,,,104-124,,L. Barbosa misses free throw 1 of 2
0:40.0,,,104-124,,Offensive rebound by Team
0:40.0,,,104-125,1,L. Barbosa makes free throw 2 of 2
0:31.0,Turnover by W. Ellington (lost ball),,104-125,,
0:23.0,,,104-125,,Turnover by L. Barbosa (bad pass; steal by J. Clarkson)
0:16.0,J. Clarkson misses 2-pt shot at rim (block by S. Livingston),,104-125,,
0:16.0,,,104-125,,Defensive rebound by Team
0:16.0,Loose ball foul by R. Price (drawn by H. Barnes),,104-125,,
0:16.0,,,104-126,1,H. Barnes makes free throw 1 of 2
0:16.0,,,104-127,1,H. Barnes makes free throw 2 of 2
0:06.0,J. Clarkson misses 2-pt shot from 11 ft,,104-127,,
0:06.0,Offensive rebound by J. Clarkson,,104-127,,
0:05.0,Turnover by J. Clarkson (traveling),,104-127,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
