time,LA Clippers,pts.away,score,pts.home,Golden State
1:02.0,,,98-119,,Personal foul by S. Livingston (drawn by C. Douglas-Roberts)
1:02.0,C. Douglas-Roberts makes free throw 1 of 2,1,99-119,,
1:02.0,C. Douglas-Roberts makes free throw 2 of 2,1,100-119,,
0:52.0,,,100-119,,Turnover by D. Green (lost ball; steal by H. Turkoglu)
0:47.0,C. Douglas-Roberts makes 2-pt shot at rim,2,102-119,,
0:37.0,,,102-119,,Shooting foul by J. Cunningham (drawn by D. Green)
0:37.0,,,102-120,1,D. Green makes free throw 1 of 2
0:37.0,,,102-121,1,D. Green makes free throw 2 of 2
0:33.0,Turnover by H. Turkoglu (lost ball; steal by L. Barbosa),,102-121,,
0:26.0,,,102-121,,Turnover by H. Barnes (lost ball; steal by J. Farmar)
0:23.0,J. Cunningham makes 2-pt shot at rim (assist by J. Farmar),2,104-121,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
