time,New York,pts.away,score,pts.home,Chicago
1:59.0,C. Aldrich misses 2-pt shot from 4 ft,,93-98,,
1:58.0,Offensive rebound by A. Stoudemire,,93-98,,
1:49.0,J. Calderon makes 2-pt shot from 18 ft,2,95-98,,
1:28.0,,,95-98,,J. Butler misses 3-pt shot from 25 ft
1:26.0,Defensive rebound by C. Aldrich,,95-98,,
1:06.0,A. Stoudemire makes 2-pt shot from 15 ft (assist by T. Hardaway),2,97-98,,
0:53.0,,,97-100,2,P. Gasol makes 2-pt shot from 2 ft (assist by A. Brooks)
0:53.0,New York full timeout,,97-100,,
0:38.0,T. Hardaway misses 3-pt shot from 22 ft,,97-100,,
0:37.0,,,97-100,,Defensive rebound by P. Gasol
0:16.0,,,97-100,,J. Butler misses 2-pt shot from 15 ft
0:14.0,,,97-100,,Offensive rebound by J. Noah
0:11.0,Personal take foul by S. Larkin (drawn by A. Brooks),,97-100,,
0:11.0,,,97-101,1,A. Brooks makes free throw 1 of 2
0:11.0,,,97-101,,A. Brooks misses free throw 2 of 2
0:11.0,,,97-101,,Offensive rebound by P. Gasol
0:10.0,Personal foul by T. Hardaway (drawn by P. Gasol),,97-101,,
0:10.0,,,97-102,1,P. Gasol makes free throw 1 of 2
0:10.0,,,97-103,1,P. Gasol makes free throw 2 of 2
0:10.0,New York full timeout,,97-103,,
0:01.0,T. Hardaway misses 2-pt shot from 21 ft,,97-103,,
0:00.0,Offensive rebound by C. Aldrich,,97-103,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
