time,Portland,pts.away,score,pts.home,Memphis
1:14.0,,,90-95,,M. Gasol misses 2-pt shot from 20 ft
1:12.0,Defensive rebound by W. Matthews,,90-95,,
1:06.0,D. Lillard makes 3-pt shot from 25 ft,3,93-95,,
0:53.0,Personal foul by W. Matthews (drawn by B. Udrih),,93-95,,
0:53.0,Official timeout,,93-95,,
0:38.0,,,93-97,2,B. Udrih makes 2-pt shot from 19 ft (assist by M. Gasol)
0:38.0,Portland full timeout,,93-97,,
0:38.0,,,93-97,,T. Allen enters the game for B. Udrih
0:32.0,W. Matthews misses 3-pt shot from 27 ft,,93-97,,
0:31.0,,,93-97,,Defensive rebound by Z. Randolph
0:30.0,Personal take foul by L. Aldridge (drawn by Z. Randolph),,93-97,,
0:30.0,,,93-98,1,Z. Randolph makes free throw 1 of 2
0:30.0,,,93-99,1,Z. Randolph makes free throw 2 of 2
0:30.0,Portland full timeout,,93-99,,
0:30.0,S. Blake enters the game for C. Kaman,,93-99,,
0:27.0,D. Lillard makes 3-pt shot from 27 ft (assist by S. Blake),3,96-99,,
0:27.0,,,96-99,,Memphis full timeout
0:27.0,,,96-99,,B. Udrih enters the game for T. Allen
0:27.0,C. Kaman enters the game for S. Blake,,96-99,,
0:09.0,,,96-101,2,B. Udrih makes 2-pt shot from 21 ft
0:09.0,Portland full timeout,,96-101,,
0:09.0,,,96-101,,T. Allen enters the game for B. Udrih
0:09.0,S. Blake enters the game for C. Kaman,,96-101,,
0:05.0,S. Blake misses 3-pt shot from 26 ft,,96-101,,
0:02.0,Offensive rebound by L. Aldridge,,96-101,,
0:02.0,L. Aldridge makes 2-pt shot at rim,2,98-101,,
0:01.0,Personal take foul by S. Blake (drawn by C. Lee),,98-101,,
0:01.0,,,98-101,,C. Lee misses free throw 1 of 2
0:01.0,,,98-101,,Offensive rebound by Team
0:01.0,C. Kaman enters the game for S. Blake,,98-101,,
0:01.0,,,98-102,1,C. Lee makes free throw 2 of 2
0:00.0,W. Matthews misses 3-pt shot from 40 ft,,98-102,,
0:00.0,Offensive rebound by Team,,98-102,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
