time,Utah,pts.away,score,pts.home,New Orleans
2:31.0,,,92-87,,Personal foul by T. Evans (drawn by G. Hayward)
2:22.0,D. Favors misses 2-pt shot from 2 ft,,92-87,,
2:21.0,,,92-87,,Defensive rebound by T. Evans
2:07.0,,,92-87,,A. Ajinca misses 2-pt shot from 6 ft
2:06.0,,,92-87,,Offensive rebound by O. Asik
2:05.0,,,92-87,,Shooting foul by E. Kanter (drawn by O. Asik)
2:05.0,,,92-88,1,O. Asik makes free throw 1 of 2
2:05.0,,,92-88,,D. Cunningham enters the game for L. Babbitt
2:05.0,,,92-89,1,O. Asik makes free throw 2 of 2
1:52.0,Turnover by E. Kanter (lost ball; steal by D. Cunningham),,92-89,,
1:48.0,,,92-91,2,E. Gordon makes 2-pt shot from 1 ft (assist by D. Cunningham)
1:33.0,E. Kanter misses 2-pt shot from 1 ft (block by D. Cunningham),,92-91,,
1:31.0,,,92-91,,Defensive rebound by T. Evans
1:26.0,,,92-91,,T. Evans misses 2-pt shot from 6 ft
1:25.0,Defensive rebound by Team,,92-91,,
1:10.0,G. Hayward misses 2-pt shot from 5 ft,,92-91,,
1:09.0,Offensive rebound by G. Hayward,,92-91,,
1:09.0,G. Hayward makes 2-pt shot from 5 ft,2,94-91,,
1:09.0,,,94-91,,New Orleans full timeout
1:09.0,,,94-91,,L. Babbitt enters the game for D. Cunningham
0:58.0,,,94-91,,Turnover by E. Gordon (bad pass; steal by D. Favors)
0:38.0,G. Hayward makes 2-pt shot from 18 ft,2,96-91,,
0:28.0,,,96-91,,L. Babbitt misses 2-pt shot from 5 ft
0:28.0,,,96-91,,Offensive rebound by Team
0:28.0,Loose ball foul by E. Kanter (drawn by O. Asik),,96-91,,
0:28.0,,,96-91,,New Orleans full timeout
0:21.0,,,96-91,,L. Babbitt misses 2-pt shot from 2 ft
0:19.0,,,96-91,,Offensive rebound by L. Babbitt
0:19.0,,,96-91,,L. Babbitt misses 2-pt shot from 3 ft
0:18.0,,,96-91,,Offensive rebound by L. Babbitt
0:17.0,,,96-93,2,L. Babbitt makes 2-pt shot from 1 ft
0:16.0,,,96-93,,Personal take foul by E. Gordon (drawn by G. Hayward)
0:16.0,G. Hayward makes free throw 1 of 2,1,97-93,,
0:16.0,R. Gobert enters the game for E. Kanter,,97-93,,
0:16.0,G. Hayward makes free throw 2 of 2,1,98-93,,
0:16.0,,,98-93,,New Orleans full timeout
0:11.0,,,98-96,3,E. Gordon makes 3-pt shot from 25 ft (assist by T. Evans)
0:08.0,,,98-96,,Personal take foul by L. Babbitt (drawn by G. Hayward)
0:08.0,G. Hayward makes free throw 1 of 2,1,99-96,,
0:08.0,T. Booker enters the game for D. Favors,,99-96,,
0:08.0,,,99-96,,J. Fredette enters the game for A. Ajinca
0:08.0,G. Hayward makes free throw 2 of 2,1,100-96,,
0:03.0,,,100-96,,J. Fredette misses 2-pt shot from 9 ft
0:01.0,,,100-96,,Offensive rebound by L. Babbitt
0:01.0,,,100-96,,L. Babbitt misses 2-pt shot from 1 ft
0:00.0,Defensive rebound by G. Hayward,,100-96,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
