time,Detroit,pts.away,score,pts.home,Toronto
1:58.0,,,99-103,,Shooting foul by K. Caldwell-Pope (drawn by D. DeRozan)
1:58.0,,,99-104,1,D. DeRozan makes free throw 1 of 2
1:58.0,,,99-105,1,D. DeRozan makes free throw 2 of 2
1:42.0,J. Meeks misses 3-pt shot from 24 ft,,99-105,,
1:41.0,,,99-105,,Defensive rebound by P. Patterson
1:23.0,,,99-107,2,D. DeRozan makes 2-pt shot from 11 ft
1:23.0,Detroit full timeout,,99-107,,
1:15.0,K. Caldwell-Pope makes 3-pt shot from 23 ft (assist by G. Monroe),3,102-107,,
1:02.0,,,102-107,,Offensive foul by A. Johnson
1:02.0,,,102-107,,Turnover by A. Johnson (offensive foul)
0:53.0,Shooting foul by K. Lowry (drawn by D. Augustin),,102-107,,
0:53.0,D. Augustin makes free throw 1 of 2,1,103-107,,
0:53.0,D. Augustin makes free throw 2 of 2,1,104-107,,
0:39.0,Personal foul by G. Monroe (drawn by A. Johnson),,104-107,,
0:39.0,,,104-108,1,A. Johnson makes free throw 1 of 2
0:39.0,,,104-109,1,A. Johnson makes free throw 2 of 2
0:39.0,Detroit full timeout,,104-109,,
0:34.0,J. Meeks misses 3-pt shot from 24 ft,,104-109,,
0:32.0,Offensive rebound by Team,,104-109,,
0:30.0,G. Monroe misses 2-pt shot from 2 ft,,104-109,,
0:28.0,,,104-109,,Defensive rebound by D. DeRozan
0:27.0,Personal foul by J. Meeks (drawn by D. DeRozan),,104-109,,
0:27.0,,,104-109,,D. DeRozan misses free throw 1 of 2
0:27.0,,,104-109,,Offensive rebound by Team
0:27.0,,,104-110,1,D. DeRozan makes free throw 2 of 2
0:20.0,D. Augustin makes 2-pt shot from 1 ft (assist by J. Meeks),2,106-110,,
0:17.0,Personal foul by J. Meeks (drawn by K. Lowry),,106-110,,
0:17.0,,,106-111,1,K. Lowry makes free throw 1 of 2
0:17.0,,,106-112,1,K. Lowry makes free throw 2 of 2
0:17.0,Detroit full timeout,,106-112,,
0:15.0,K. Caldwell-Pope makes 3-pt shot from 24 ft,3,109-112,,
0:15.0,Shooting foul by K. Lowry (drawn by K. Caldwell-Pope),,109-112,,
0:15.0,K. Caldwell-Pope makes free throw 1 of 1,1,110-112,,
0:11.0,Personal foul by K. Caldwell-Pope (drawn by T. Ross),,110-112,,
0:11.0,,,110-113,1,T. Ross makes free throw 1 of 2
0:11.0,,,110-114,1,T. Ross makes free throw 2 of 2
0:05.0,K. Caldwell-Pope misses 3-pt shot from 29 ft,,110-114,,
0:04.0,Offensive rebound by G. Monroe,,110-114,,
0:01.0,K. Caldwell-Pope misses 3-pt shot from 25 ft,,110-114,,
0:00.0,,,110-114,,Defensive rebound by T. Ross
0:00.0,End of 4th quarter,,,,End of 4th quarter
