time,Dallas,pts.away,score,pts.home,Golden State
6:57.0,,,70-94,,S. Livingston misses 2-pt shot from 11 ft
6:55.0,,,70-94,,Offensive rebound by F. Ezeli
6:54.0,,,70-96,2,F. Ezeli makes 2-pt shot from 4 ft
6:35.0,A. Aminu makes 2-pt shot from 1 ft (assist by R. Rondo),2,72-96,,
6:25.0,,,72-98,2,F. Ezeli makes 2-pt shot at rim (assist by S. Curry)
6:25.0,Dallas full timeout,,72-98,,
6:25.0,R. Felton enters the game for M. Ellis,,72-98,,
6:25.0,B. James enters the game for R. Rondo,,72-98,,
6:25.0,D. Powell enters the game for C. Villanueva,,72-98,,
6:25.0,J. Barea enters the game for A. Stoudemire,,72-98,,
6:25.0,,,72-98,,L. Barbosa enters the game for S. Curry
6:08.0,D. Powell misses 2-pt shot from 18 ft,,72-98,,
6:06.0,Offensive rebound by Team,,72-98,,
5:58.0,,,72-98,,Personal foul by A. Iguodala (drawn by A. Aminu)
5:58.0,A. Aminu makes free throw 1 of 2,1,73-98,,
5:58.0,A. Aminu misses free throw 2 of 2,,73-98,,
5:57.0,,,73-98,,Defensive rebound by H. Barnes
5:40.0,,,73-98,,F. Ezeli misses 2-pt shot from 1 ft
5:40.0,Defensive rebound by A. Aminu,,73-98,,
5:25.0,D. Powell misses 3-pt shot from 24 ft,,73-98,,
5:24.0,,,73-98,,Defensive rebound by L. Barbosa
5:13.0,,,73-100,2,F. Ezeli makes 2-pt shot at rim (assist by L. Barbosa)
4:57.0,J. Barea makes 3-pt shot from 25 ft (assist by D. Powell),3,76-100,,
4:42.0,,,76-100,,L. Barbosa misses 2-pt shot from 18 ft
4:40.0,Defensive rebound by R. Felton,,76-100,,
4:31.0,R. Felton makes 2-pt shot from 17 ft,2,78-100,,
4:13.0,,,78-100,,Turnover by H. Barnes (bad pass; steal by A. Aminu)
4:08.0,A. Aminu makes 2-pt shot from 2 ft,2,80-100,,
3:57.0,,,80-100,,Golden State full timeout
3:57.0,,,80-100,,M. Speights enters the game for H. Barnes
3:57.0,,,80-100,,J. Holiday enters the game for A. Iguodala
3:57.0,,,80-100,,B. Rush enters the game for F. Ezeli
3:47.0,,,80-100,,J. Holiday misses 2-pt shot from 1 ft
3:46.0,Defensive rebound by B. James,,80-100,,
3:24.0,A. Aminu misses 3-pt shot from 25 ft,,80-100,,
3:23.0,,,80-100,,Defensive rebound by S. Livingston
3:13.0,,,80-100,,M. Speights misses 2-pt shot from 18 ft
3:11.0,Defensive rebound by B. James,,80-100,,
3:04.0,Turnover by R. Felton (bad pass),,80-100,,
2:46.0,,,80-102,2,M. Speights makes 2-pt shot from 15 ft (assist by J. Holiday)
2:34.0,J. Barea makes 2-pt shot from 10 ft,2,82-102,,
2:16.0,,,82-102,,B. Rush misses 3-pt shot from 24 ft
2:15.0,Defensive rebound by D. Powell,,82-102,,
2:08.0,Turnover by D. Powell (traveling),,82-102,,
2:08.0,G. Smith enters the game for A. Aminu,,82-102,,
1:53.0,,,82-104,2,M. Speights makes 2-pt shot from 18 ft (assist by S. Livingston)
1:28.0,J. Barea makes 2-pt shot from 11 ft,2,84-104,,
1:14.0,,,84-104,,M. Speights misses 2-pt shot from 20 ft
1:13.0,Defensive rebound by R. Felton,,84-104,,
1:07.0,R. Felton makes 3-pt shot from 25 ft,3,87-104,,
1:03.0,,,87-104,,Turnover by S. Livingston (bad pass; steal by R. Felton)
0:58.0,B. James makes 2-pt shot from 1 ft (assist by R. Felton),2,89-104,,
0:34.0,,,89-104,,L. Barbosa misses 2-pt shot from 10 ft
0:33.0,Defensive rebound by D. Powell,,89-104,,
0:23.0,D. Powell misses 3-pt shot from 25 ft,,89-104,,
0:22.0,,,89-104,,Defensive rebound by B. Rush
0:00.0,End of 4th quarter,,,,End of 4th quarter
