time,Houston,pts.away,score,pts.home,LA Clippers
8:07.0,J. Harden misses 2-pt shot from 16 ft,,86-83,,
8:05.0,Offensive rebound by T. Jones,,86-83,,
8:05.0,T. Jones makes 2-pt shot from 2 ft,2,88-83,,
7:51.0,,,88-83,,Offensive foul by J. Redick
7:51.0,,,88-83,,Turnover by J. Redick (offensive foul)
7:39.0,Shooting foul by G. Davis (drawn by T. Jones),,88-83,,
7:39.0,T. Jones misses free throw 1 of 2,,88-83,,
7:39.0,Offensive rebound by Team,,88-83,,
7:39.0,T. Jones makes free throw 2 of 2,1,89-83,,
7:25.0,,,89-83,,Turnover by N. Robinson (bad pass; steal by C. Brewer)
7:19.0,J. Harden misses 2-pt shot from 1 ft,,89-83,,
7:18.0,Offensive rebound by T. Jones,,89-83,,
7:18.0,T. Jones makes 2-pt shot from 1 ft,2,91-83,,
7:15.0,,,91-83,,LA Clippers full timeout
7:15.0,,,91-83,,C. Paul enters the game for A. Rivers
7:15.0,,,91-83,,M. Barnes enters the game for N. Robinson
7:15.0,,,91-83,,D. Jordan enters the game for G. Davis
7:05.0,Personal foul by T. Jones (drawn by B. Griffin),,91-83,,
6:53.0,,,91-83,,J. Redick misses 3-pt shot from 25 ft
6:52.0,Defensive rebound by J. Harden,,91-83,,
6:49.0,C. Brewer makes 2-pt shot at rim (assist by J. Harden),2,93-83,,
6:47.0,,,93-83,,Technical foul by B. Griffin
6:47.0,Technical foul by C. Brewer,,93-83,,
6:34.0,,,93-85,2,B. Griffin makes 2-pt shot at rim (assist by J. Redick)
6:07.0,D. Motiejunas misses 2-pt shot from 11 ft,,93-85,,
6:04.0,,,93-85,,Defensive rebound by B. Griffin
6:04.0,Personal foul by J. Harden (drawn by J. Redick),,93-85,,
5:55.0,,,93-87,2,C. Paul makes 2-pt shot from 14 ft
5:29.0,Turnover by C. Brewer (bad pass; steal by M. Barnes),,93-87,,
5:24.0,Personal foul by C. Brewer (drawn by B. Griffin),,93-87,,
5:24.0,,,93-88,1,B. Griffin makes free throw 1 of 2
5:24.0,T. Ariza enters the game for C. Brewer,,93-88,,
5:24.0,,,93-89,1,B. Griffin makes free throw 2 of 2
5:11.0,Turnover by J. Harden (bad pass),,93-89,,
4:52.0,,,93-89,,B. Griffin misses 2-pt shot from 3 ft
4:48.0,Defensive rebound by J. Harden,,93-89,,
4:47.0,J. Harden makes 2-pt shot from 7 ft,2,95-89,,
4:47.0,Shooting foul by B. Griffin (drawn by J. Harden),,95-89,,
4:47.0,J. Harden makes free throw 1 of 1,1,96-89,,
4:36.0,Personal foul by P. Beverley (drawn by C. Paul),,96-89,,
4:36.0,,,96-90,1,C. Paul makes free throw 1 of 2
4:36.0,,,96-91,1,C. Paul makes free throw 2 of 2
4:12.0,J. Harden misses 2-pt shot from 12 ft,,96-91,,
4:10.0,,,96-91,,Defensive rebound by B. Griffin
3:56.0,,,96-93,2,C. Paul makes 2-pt shot from 4 ft
3:40.0,D. Motiejunas misses 2-pt shot from 15 ft,,96-93,,
3:39.0,,,96-93,,Defensive rebound by C. Paul
3:35.0,,,96-93,,Offensive charge foul by M. Barnes
3:35.0,,,96-93,,Turnover by M. Barnes (offensive foul)
3:24.0,P. Beverley misses 3-pt shot from 25 ft,,96-93,,
3:21.0,,,96-93,,Defensive rebound by D. Jordan
3:05.0,,,96-96,3,C. Paul makes 3-pt shot from 26 ft
2:37.0,P. Beverley misses 3-pt shot from 27 ft,,96-96,,
2:35.0,,,96-96,,Defensive rebound by D. Jordan
2:16.0,,,96-96,,B. Griffin misses 2-pt shot from 3 ft
2:15.0,Defensive rebound by J. Harden,,96-96,,
2:13.0,Official timeout,,96-96,,
1:55.0,T. Jones makes 3-pt shot from 26 ft (assist by T. Ariza),3,99-96,,
1:35.0,,,99-98,2,M. Barnes makes 2-pt shot from 2 ft (assist by J. Redick)
1:35.0,,,99-98,,Shooting foul by T. Ariza (drawn by M. Barnes)
1:35.0,,,99-98,,M. Barnes misses free throw 1 of 1
1:34.0,Defensive rebound by T. Jones,,99-98,,
1:09.0,D. Motiejunas misses 2-pt shot from 3 ft,,99-98,,
1:06.0,Offensive rebound by T. Jones,,99-98,,
1:06.0,T. Jones misses 2-pt shot from 1 ft,,99-98,,
1:04.0,,,99-98,,Defensive rebound by B. Griffin
0:55.0,,,99-98,,C. Paul misses 2-pt shot from 2 ft
0:53.0,Defensive rebound by T. Ariza,,99-98,,
0:33.0,J. Harden misses 2-pt shot from 12 ft,,99-98,,
0:32.0,Offensive rebound by D. Motiejunas,,99-98,,
0:31.0,,,99-98,,Personal foul by C. Paul (drawn by J. Harden)
0:31.0,Houston full timeout,,99-98,,
0:31.0,J. Terry enters the game for D. Motiejunas,,99-98,,
0:15.0,Turnover by T. Ariza (bad pass; steal by B. Griffin),,99-98,,
0:12.0,,,99-98,,Offensive charge foul by B. Griffin
0:12.0,,,99-98,,Turnover by B. Griffin (offensive foul)
0:12.0,Houston full timeout,,99-98,,
0:12.0,C. Brewer enters the game for T. Jones,,99-98,,
0:12.0,Houston full timeout,,99-98,,
0:09.0,,,99-98,,Personal foul by D. Jordan (drawn by J. Harden)
0:09.0,J. Harden makes free throw 1 of 2,1,100-98,,
0:09.0,T. Jones enters the game for C. Brewer,,100-98,,
0:09.0,D. Motiejunas enters the game for J. Terry,,100-98,,
0:09.0,J. Harden misses free throw 2 of 2,,100-98,,
0:08.0,,,100-98,,Defensive rebound by D. Jordan
0:08.0,,,100-98,,LA Clippers full timeout
0:01.0,,,100-98,,C. Paul misses 2-pt shot from 4 ft
0:00.0,,,100-98,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
