time,New Orleans,pts.away,score,pts.home,Memphis
6:16.0,,,68-74,,Defensive rebound by T. Prince
6:13.0,,,68-76,2,T. Prince makes 2-pt shot at rim (assist by B. Udrih)
6:12.0,New Orleans full timeout,,68-76,,
5:49.0,Shooting foul by Z. Randolph (drawn by O. Asik),,68-76,,
5:49.0,O. Asik makes free throw 1 of 2,1,69-76,,
5:49.0,O. Asik makes free throw 2 of 2,1,70-76,,
5:35.0,,,70-76,,Shooting foul by E. Gordon (drawn by Z. Randolph)
5:35.0,,,70-77,1,Z. Randolph makes free throw 1 of 2
5:35.0,,,70-78,1,Z. Randolph makes free throw 2 of 2
5:14.0,A. Davis makes 2-pt shot from 21 ft (assist by J. Holiday),2,72-78,,
4:54.0,,,72-78,,T. Prince misses 2-pt shot from 15 ft
4:53.0,Defensive rebound by E. Gordon,,72-78,,
4:47.0,Turnover by T. Evans (bad pass; steal by Z. Randolph),,72-78,,
4:33.0,,,72-81,3,Q. Pondexter makes 3-pt shot from 25 ft (assist by B. Udrih)
4:14.0,Shooting foul by B. Udrih (drawn by T. Evans),,72-81,,
4:14.0,T. Evans makes free throw 1 of 2,1,73-81,,
4:14.0,,,73-81,,M. Conley enters the game for B. Udrih
4:14.0,,,73-81,,T. Allen enters the game for T. Prince
4:14.0,T. Evans makes free throw 2 of 2,1,74-81,,
3:57.0,,,74-81,,Z. Randolph misses 2-pt shot from 2 ft
3:56.0,Defensive rebound by O. Asik,,74-81,,
3:56.0,,,74-81,,Loose ball foul by T. Allen (drawn by O. Asik)
3:56.0,O. Asik misses free throw 1 of 2,,74-81,,
3:56.0,Offensive rebound by Team,,74-81,,
3:56.0,O. Asik makes free throw 2 of 2,1,75-81,,
3:36.0,,,75-83,2,T. Allen makes 2-pt shot from 1 ft (assist by Z. Randolph)
3:16.0,T. Evans misses 2-pt shot from 19 ft,,75-83,,
3:14.0,,,75-83,,Defensive rebound by Z. Randolph
3:05.0,,,75-83,,M. Conley misses 2-pt shot from 17 ft
3:04.0,Defensive rebound by E. Gordon,,75-83,,
3:00.0,,,75-83,,Violation by T. Allen (kicked ball)
3:00.0,R. Anderson enters the game for O. Asik,,75-83,,
2:48.0,R. Anderson misses 3-pt shot from 28 ft,,75-83,,
2:47.0,,,75-83,,Defensive rebound by T. Allen
2:34.0,,,75-83,,Z. Randolph misses 2-pt shot from 6 ft
2:34.0,,,75-83,,Offensive rebound by Team
2:34.0,Loose ball foul by R. Anderson (drawn by M. Gasol),,75-83,,
2:34.0,,,75-83,,Memphis full timeout
2:34.0,,,75-84,1,M. Gasol makes free throw 1 of 2
2:34.0,,,75-85,1,M. Gasol makes free throw 2 of 2
2:19.0,T. Evans misses 2-pt shot from 2 ft,,75-85,,
2:18.0,Offensive rebound by E. Gordon,,75-85,,
2:17.0,E. Gordon makes 2-pt shot at rim,2,77-85,,
1:58.0,,,77-87,2,M. Conley makes 2-pt shot from 1 ft
1:44.0,E. Gordon makes 2-pt shot at rim (assist by J. Holiday),2,79-87,,
1:22.0,,,79-87,,M. Conley misses 2-pt shot from 19 ft
1:20.0,,,79-87,,Offensive rebound by M. Gasol
1:08.0,,,79-89,2,Z. Randolph makes 2-pt shot at rim (assist by T. Allen)
0:51.0,R. Anderson misses 3-pt shot from 26 ft,,79-89,,
0:49.0,,,79-89,,Defensive rebound by Q. Pondexter
0:38.0,Personal take foul by E. Gordon (drawn by M. Conley),,79-89,,
0:38.0,,,79-90,1,M. Conley makes free throw 1 of 2
0:38.0,,,79-90,,T. Prince enters the game for Z. Randolph
0:38.0,,,79-91,1,M. Conley makes free throw 2 of 2
0:38.0,New Orleans full timeout,,79-91,,
0:34.0,T. Evans misses 3-pt shot from 24 ft,,79-91,,
0:33.0,Offensive rebound by E. Gordon,,79-91,,
0:30.0,E. Gordon misses 3-pt shot from 25 ft,,79-91,,
0:29.0,Offensive rebound by R. Anderson,,79-91,,
0:28.0,R. Anderson misses 2-pt shot from 1 ft,,79-91,,
0:26.0,Offensive rebound by R. Anderson,,79-91,,
0:26.0,R. Anderson misses 2-pt shot at rim,,79-91,,
0:24.0,,,79-91,,Defensive rebound by M. Gasol
0:22.0,Personal take foul by J. Holiday (drawn by T. Allen),,79-91,,
0:22.0,,,79-92,1,T. Allen makes free throw 1 of 2
0:22.0,,,79-92,,J. Adams enters the game for M. Conley
0:22.0,,,79-92,,B. Udrih enters the game for M. Gasol
0:22.0,,,79-93,1,T. Allen makes free throw 2 of 2
0:18.0,T. Evans makes 2-pt shot at rim,2,81-93,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
