time,Indiana,pts.away,score,pts.home,Miami
0:53.0,,,85-88,2,M. Chalmers makes 2-pt shot from 2 ft
0:53.0,Indiana full timeout,,85-88,,
0:53.0,,,85-88,,U. Haslem enters the game for C. Bosh
0:32.0,G. Hill misses 3-pt shot from 25 ft,,85-88,,
0:31.0,,,85-88,,Defensive rebound by L. Deng
0:24.0,,,85-88,,Miami full timeout
0:24.0,S. Hill enters the game for D. Sloan,,85-88,,
0:24.0,,,85-88,,C. Bosh enters the game for U. Haslem
0:12.0,,,85-88,,Turnover by C. Bosh (lost ball)
0:12.0,Indiana full timeout,,85-88,,
0:12.0,,,85-88,,U. Haslem enters the game for C. Bosh
0:12.0,C. Watson enters the game for S. Hill,,85-88,,
0:12.0,D. Rudez enters the game for I. Mahinmi,,85-88,,
0:12.0,,,85-88,,N. Cole enters the game for C. Andersen
0:07.0,G. Hill makes 2-pt shot from 1 ft,2,87-88,,
0:07.0,Personal foul by G. Hill (drawn by D. Wade),,87-88,,
0:07.0,,,87-88,,D. Wade misses free throw 1 of 2
0:07.0,,,87-88,,Offensive rebound by Team
0:07.0,I. Mahinmi enters the game for C. Watson,,87-88,,
0:07.0,,,87-89,1,D. Wade makes free throw 2 of 2
0:07.0,Indiana full timeout,,87-89,,
0:07.0,C. Watson enters the game for I. Mahinmi,,87-89,,
0:01.0,C. Watson misses 2-pt shot from 20 ft,,87-89,,
0:00.0,Offensive rebound by Team,,87-89,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
