time,Charlotte,pts.away,score,pts.home,New York
1:24.0,,,93-95,2,C. Anthony makes 2-pt shot from 15 ft
1:23.0,Charlotte full timeout,,93-95,,
1:01.0,Turnover by L. Stephenson (bad pass; steal by I. Shumpert),,93-95,,
0:38.0,,,93-95,,C. Anthony misses 2-pt shot from 14 ft
0:37.0,,,93-95,,Offensive rebound by Team
0:37.0,,,93-95,,Turnover by Team (shot clock)
0:37.0,Charlotte full timeout,,93-95,,
0:37.0,,,93-95,,New York full timeout
0:37.0,G. Henderson enters the game for G. Neal,,93-95,,
0:37.0,,,93-95,,A. Stoudemire enters the game for S. Dalembert
0:21.0,,,93-95,,I. Shumpert misses 2-pt shot from 21 ft
0:19.0,Defensive rebound by K. Walker,,93-95,,
0:17.0,Charlotte full timeout,,93-95,,
0:17.0,,,93-95,,S. Dalembert enters the game for A. Stoudemire
0:17.0,G. Neal enters the game for G. Henderson,,93-95,,
0:12.0,,,93-95,,Personal foul by P. Prigioni (drawn by K. Walker)
0:03.0,K. Walker misses 2-pt shot from 15 ft,,93-95,,
0:02.0,,,93-95,,Defensive rebound by C. Anthony
0:01.0,Personal foul by K. Walker (drawn by C. Anthony),,93-95,,
0:01.0,,,93-95,,C. Anthony misses free throw 1 of 2
0:01.0,,,93-95,,Offensive rebound by Team
0:01.0,,,93-96,1,C. Anthony makes free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
