time,Denver,pts.away,score,pts.home,Sacramento
3:06.0,Shooting foul by B. McLemore (drawn by A. Afflalo),,115-95,,
3:06.0,A. Afflalo makes free throw 1 of 1,1,116-95,,
2:51.0,,,116-97,2,D. Cousins makes 2-pt shot from 3 ft
2:32.0,Shooting foul by B. McLemore (drawn by A. Afflalo),,116-97,,
2:32.0,A. Afflalo makes free throw 1 of 2,1,117-97,,
2:32.0,,,117-97,,N. Stauskas enters the game for R. Gay
2:32.0,,,117-97,,R. Hollins enters the game for D. Cousins
2:32.0,,,117-97,,D. Williams enters the game for D. Collison
2:32.0,A. Afflalo makes free throw 2 of 2,1,118-97,,
2:10.0,,,118-99,2,B. McLemore makes 2-pt shot from 4 ft (assist by R. McCallum)
1:46.0,A. Gee misses 3-pt shot from 24 ft,,118-99,,
1:46.0,,,118-99,,Defensive rebound by B. McLemore
1:41.0,,,118-101,2,N. Stauskas makes 2-pt shot from 2 ft (assist by B. McLemore)
1:41.0,,,118-101,,Shooting foul by J. Nurkic (drawn by N. Stauskas)
1:41.0,E. Green enters the game for T. Lawson,,118-101,,
1:41.0,G. Harris enters the game for A. Gee,,118-101,,
1:41.0,,,118-102,1,N. Stauskas makes free throw 1 of 1
1:23.0,J. Nurkic misses 2-pt shot from 5 ft,,118-102,,
1:23.0,,,118-102,,Defensive rebound by R. Hollins
1:16.0,,,118-102,,R. McCallum misses 2-pt shot from 2 ft (block by J. Nurkic)
1:15.0,,,118-102,,Offensive rebound by R. Hollins
1:15.0,,,118-102,,Shooting foul by J. Nurkic (drawn by R. Hollins)
1:15.0,A. Gee enters the game for J. Nurkic,,118-102,,
1:15.0,,,118-103,1,R. Hollins makes free throw 1 of 2
1:15.0,,,118-104,1,R. Hollins makes free throw 2 of 2
0:51.0,E. Green misses 2-pt shot from 16 ft,,118-104,,
0:50.0,,,118-104,,Defensive rebound by D. Williams
0:40.0,,,118-104,,R. McCallum misses 2-pt shot from 9 ft
0:39.0,,,118-104,,Offensive rebound by R. Hollins
0:38.0,,,118-106,2,R. Hollins makes 2-pt shot from 2 ft
0:13.0,A. Afflalo misses 3-pt shot from 23 ft,,118-106,,
0:13.0,,,118-106,,Defensive rebound by N. Stauskas
0:06.0,,,118-106,,B. McLemore misses 3-pt shot from 23 ft
0:05.0,,,118-106,,Offensive rebound by R. Hollins
0:03.0,,,118-106,,R. Hollins misses 2-pt shot from 2 ft
0:03.0,,,118-106,,Offensive rebound by R. Hollins
0:03.0,,,118-108,2,R. Hollins makes 2-pt shot from 2 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
