time,Cleveland,pts.away,score,pts.home,Boston
2:45.0,,,95-92,3,E. Turner makes 3-pt shot from 25 ft (assist by J. Crowder)
2:19.0,K. Irving misses 2-pt shot from 7 ft,,95-92,,
2:18.0,Offensive rebound by T. Thompson,,95-92,,
2:13.0,K. Love makes 3-pt shot from 23 ft (assist by K. Irving),3,98-92,,
1:56.0,,,98-92,,J. Jerebko misses 2-pt shot from 3 ft (block by T. Thompson)
1:55.0,,,98-92,,Offensive rebound by Team
1:52.0,,,98-92,,Offensive foul by J. Crowder
1:52.0,,,98-92,,Turnover by J. Crowder (offensive foul)
1:32.0,J. Smith misses 3-pt shot from 26 ft,,98-92,,
1:31.0,,,98-92,,Defensive rebound by J. Jerebko
1:15.0,,,98-92,,E. Turner misses 2-pt shot from 2 ft (block by L. James)
1:14.0,,,98-92,,Offensive rebound by J. Crowder
1:14.0,,,98-92,,Shooting foul by T. Thompson (drawn by J. Crowder)
1:14.0,,,98-93,1,J. Crowder makes free throw 1 of 2
1:14.0,,,98-93,,B. Bass enters the game for J. Jerebko
1:14.0,,,98-93,,J. Crowder misses free throw 2 of 2
1:13.0,Defensive rebound by J. Smith,,98-93,,
1:12.0,Cleveland full timeout,,98-93,,
0:52.0,L. James misses 2-pt shot from 18 ft,,98-93,,
0:50.0,Offensive rebound by T. Thompson,,98-93,,
0:27.0,K. Love makes 3-pt shot from 25 ft (assist by L. James),3,101-93,,
0:27.0,,,101-93,,Boston full timeout
0:27.0,,,101-93,,I. Thomas enters the game for B. Bass
0:27.0,I. Shumpert enters the game for K. Love,,101-93,,
0:19.0,,,101-95,2,A. Bradley makes 2-pt shot from 2 ft (assist by E. Turner)
0:18.0,,,101-95,,Personal take foul by E. Turner (drawn by K. Irving)
0:18.0,,,101-95,,B. Bass enters the game for T. Zeller
0:18.0,,,101-95,,M. Smart enters the game for I. Thomas
0:18.0,K. Love enters the game for T. Thompson,,101-95,,
0:14.0,,,101-95,,Personal take foul by A. Bradley (drawn by K. Irving)
0:14.0,K. Irving makes free throw 1 of 2,1,102-95,,
0:14.0,T. Thompson enters the game for K. Love,,102-95,,
0:14.0,,,102-95,,I. Thomas enters the game for E. Turner
0:14.0,,,102-95,,J. Sullinger enters the game for B. Bass
0:14.0,,,102-95,,T. Zeller enters the game for J. Crowder
0:14.0,,,102-95,,L. Datome enters the game for M. Smart
0:14.0,K. Irving makes free throw 2 of 2,1,103-95,,
0:06.0,,,103-95,,Turnover by J. Sullinger (lost ball)
0:00.0,End of 4th quarter,,,,End of 4th quarter
