time,Houston,pts.away,score,pts.home,Memphis
3:10.0,,,100-91,,M. Conley misses 2-pt shot from 14 ft
3:09.0,,,100-91,,Offensive rebound by V. Carter
3:07.0,,,100-93,2,M. Gasol makes 2-pt shot at rim (assist by V. Carter)
2:47.0,T. Ariza misses 2-pt shot from 20 ft,,100-93,,
2:46.0,,,100-93,,Defensive rebound by M. Conley
2:41.0,,,100-95,2,M. Gasol makes 2-pt shot from 4 ft (assist by M. Conley)
2:41.0,,,100-95,,Shooting foul by T. Ariza (drawn by M. Gasol)
2:41.0,,,100-95,,Memphis full timeout
2:41.0,P. Beverley enters the game for D. Motiejunas,,100-95,,
2:41.0,D. Howard enters the game for C. Brewer,,100-95,,
2:41.0,J. Smith enters the game for J. Terry,,100-95,,
2:41.0,,,100-96,1,M. Gasol makes free throw 1 of 1
2:28.0,J. Smith misses 2-pt shot from 7 ft,,100-96,,
2:26.0,,,100-96,,Defensive rebound by C. Lee
2:13.0,,,100-98,2,T. Allen makes 2-pt shot from 1 ft (assist by M. Gasol)
1:52.0,Offensive charge foul by T. Ariza,,100-98,,
1:52.0,Turnover by T. Ariza (offensive foul),,100-98,,
1:33.0,,,100-101,3,V. Carter makes 3-pt shot from 25 ft (assist by C. Lee)
1:15.0,J. Smith makes 2-pt shot at rim,2,102-101,,
0:59.0,,,102-101,,Turnover by V. Carter (bad pass; steal by T. Ariza)
0:56.0,,,102-101,,Personal foul by T. Allen (drawn by J. Harden)
0:39.0,J. Smith misses 2-pt shot from 1 ft,,102-101,,
0:38.0,,,102-101,,Defensive rebound by M. Gasol
0:29.0,,,102-104,3,V. Carter makes 3-pt shot from 28 ft (assist by C. Lee)
0:29.0,Houston full timeout,,102-104,,
0:29.0,,,102-104,,T. Prince enters the game for V. Carter
0:29.0,J. Terry enters the game for J. Smith,,102-104,,
0:16.0,J. Harden makes 2-pt shot at rim,2,104-104,,
0:16.0,,,104-104,,Memphis full timeout
0:16.0,,,104-104,,V. Carter enters the game for T. Allen
0:16.0,C. Brewer enters the game for J. Terry,,104-104,,
0:01.0,,,104-104,,V. Carter misses 2-pt shot from 1 ft
0:01.0,,,104-104,,Offensive rebound by Team
0:00.0,,,104-104,,M. Gasol misses 2-pt shot from 16 ft
0:00.0,,,104-104,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: M. Gasol vs. D. Howard (J. Smith gains possession),,,,Jump ball: M. Gasol vs. D. Howard (J. Smith gains possession)
4:39.0,Shooting foul by V. Carter (drawn by D. Howard),,104-104,,
4:39.0,Houston full timeout,,104-104,,
4:39.0,D. Howard makes free throw 1 of 2,1,105-104,,
4:39.0,D. Howard makes free throw 2 of 2,1,106-104,,
4:20.0,,,106-104,,M. Conley misses 3-pt shot from 24 ft
4:19.0,Defensive rebound by T. Ariza,,106-104,,
4:00.0,J. Smith misses 2-pt shot from 6 ft,,106-104,,
3:57.0,,,106-104,,Defensive rebound by M. Gasol
3:48.0,,,106-104,,M. Gasol misses 2-pt shot from 5 ft
3:45.0,Defensive rebound by Team,,106-104,,
3:45.0,,,106-104,,Loose ball foul by V. Carter (drawn by P. Beverley)
3:33.0,T. Ariza makes 3-pt shot from 24 ft (assist by J. Harden),3,109-104,,
3:15.0,,,109-104,,V. Carter misses 3-pt shot from 25 ft (block by J. Harden)
3:14.0,Defensive rebound by D. Howard,,109-104,,
2:55.0,T. Ariza misses 2-pt shot from 1 ft,,109-104,,
2:54.0,,,109-104,,Defensive rebound by M. Gasol
2:46.0,,,109-107,3,M. Conley makes 3-pt shot from 22 ft (assist by T. Allen)
2:21.0,Shooting foul by T. Allen (drawn by J. Harden),,109-107,,
2:21.0,J. Harden makes free throw 1 of 2,1,110-107,,
2:21.0,J. Harden makes free throw 2 of 2,1,111-107,,
2:13.0,Personal foul by D. Howard (drawn by M. Gasol),,111-107,,
2:06.0,,,111-107,,Turnover by T. Allen (bad pass)
2:06.0,Houston full timeout,,111-107,,
1:52.0,T. Ariza misses 3-pt shot from 24 ft,,111-107,,
1:51.0,,,111-107,,Defensive rebound by M. Conley
1:51.0,Personal foul by P. Beverley (drawn by M. Conley),,111-107,,
1:40.0,,,111-109,2,T. Allen makes 2-pt shot from 1 ft (assist by M. Conley)
1:18.0,J. Harden misses 2-pt shot from 17 ft,,111-109,,
1:16.0,Offensive rebound by J. Smith,,111-109,,
1:13.0,T. Ariza misses 3-pt shot from 25 ft,,111-109,,
1:12.0,Offensive rebound by J. Smith,,111-109,,
1:10.0,,,111-109,,Personal foul by V. Carter (drawn by J. Smith)
1:10.0,J. Smith makes free throw 1 of 2,1,112-109,,
1:10.0,J. Smith makes free throw 2 of 2,1,113-109,,
0:58.0,,,113-109,,Shooting foul by J. Smith (drawn by T. Allen)
0:58.0,,,113-110,1,T. Allen makes free throw 1 of 2
0:58.0,,,113-110,,T. Prince enters the game for V. Carter
0:58.0,,,113-111,1,T. Allen makes free throw 2 of 2
0:39.0,J. Smith misses 2-pt shot from 7 ft (block by M. Gasol),,113-111,,
0:34.0,,,113-111,,Defensive rebound by T. Allen
0:25.0,,,113-111,,T. Allen misses 2-pt shot from 1 ft (block by J. Harden)
0:23.0,,,113-111,,Offensive rebound by T. Allen
0:21.0,,,113-111,,T. Allen misses 2-pt shot from 2 ft
0:19.0,Defensive rebound by D. Howard,,113-111,,
0:19.0,,,113-111,,Personal take foul by T. Allen (drawn by D. Howard)
0:19.0,,,113-111,,K. Koufos enters the game for T. Allen
0:19.0,D. Howard makes free throw 1 of 2,1,114-111,,
0:19.0,D. Howard makes free throw 2 of 2,1,115-111,,
0:19.0,,,115-111,,Memphis full timeout
0:19.0,,,115-111,,V. Carter enters the game for K. Koufos
0:08.0,,,115-111,,V. Carter misses 2-pt shot from 20 ft
0:07.0,Defensive rebound by P. Beverley,,115-111,,
0:01.0,J. Harden makes 2-pt shot at rim (assist by J. Smith),2,117-111,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
