time,Orlando,pts.away,score,pts.home,Atlanta
1:16.0,,,86-89,,Turnover by P. Millsap (offensive foul)
1:16.0,,,86-89,,Offensive charge foul by P. Millsap
1:06.0,N. Vucevic misses 2-pt shot from 9 ft,,86-89,,
1:04.0,,,86-89,,Defensive rebound by A. Horford
0:44.0,,,86-91,2,J. Teague makes 2-pt shot from 11 ft
0:44.0,Orlando full timeout,,86-91,,
0:44.0,C. Frye enters the game for W. Green,,86-91,,
0:39.0,C. Frye misses 3-pt shot from 24 ft,,86-91,,
0:38.0,,,86-91,,Defensive rebound by A. Horford
0:19.0,,,86-91,,J. Teague misses 2-pt shot from 16 ft
0:19.0,,,86-91,,Offensive rebound by A. Horford
0:19.0,,,86-93,2,A. Horford makes 2-pt shot at rim
0:19.0,Orlando full timeout,,86-93,,
0:19.0,W. Green enters the game for E. Payton,,86-93,,
0:15.0,V. Oladipo makes 2-pt shot from 2 ft (assist by W. Green),2,88-93,,
0:13.0,Personal take foul by C. Frye (drawn by K. Korver),,88-93,,
0:13.0,E. Payton enters the game for C. Frye,,88-93,,
0:13.0,,,88-94,1,K. Korver makes free throw 1 of 2
0:13.0,,,88-95,1,K. Korver makes free throw 2 of 2
0:01.0,N. Vucevic misses 2-pt shot from 10 ft,,88-95,,
0:01.0,,,88-95,,Defensive rebound by D. Carroll
0:00.0,End of 4th quarter,,,,End of 4th quarter
