time,Detroit,pts.away,score,pts.home,Boston
4:27.0,K. Caldwell-Pope misses 2-pt shot from 5 ft,,68-80,,
4:26.0,Offensive rebound by A. Drummond,,68-80,,
4:26.0,A. Drummond misses 2-pt shot at rim,,68-80,,
4:25.0,Offensive rebound by B. Jennings,,68-80,,
4:23.0,K. Caldwell-Pope makes 3-pt shot from 25 ft (assist by B. Jennings),3,71-80,,
4:20.0,,,71-80,,Boston full timeout
4:20.0,,,71-80,,R. Rondo enters the game for P. Pressey
4:05.0,,,71-80,,Shooting foul by K. Caldwell-Pope (drawn by J. Green)
4:05.0,,,71-81,1,J. Green makes free throw 1 of 2
4:05.0,,,71-82,1,J. Green makes free throw 2 of 2
3:39.0,G. Monroe misses 2-pt shot from 6 ft,,71-82,,
3:38.0,Offensive rebound by A. Drummond,,71-82,,
3:38.0,A. Drummond makes 2-pt shot at rim,2,73-82,,
3:28.0,Personal foul by G. Monroe (drawn by J. Green),,73-82,,
3:28.0,,,73-83,1,J. Green makes free throw 1 of 2
3:28.0,,,73-84,1,J. Green makes free throw 2 of 2
3:13.0,G. Monroe makes 2-pt shot from 3 ft,2,75-84,,
3:13.0,Shooting foul by B. Bass (drawn by G. Monroe),,75-84,,
3:13.0,G. Monroe makes free throw 1 of 1,1,76-84,,
2:58.0,,,76-84,,E. Turner misses 3-pt shot from 25 ft
2:57.0,,,76-84,,Offensive rebound by R. Rondo
2:49.0,,,76-84,,B. Bass misses 2-pt shot from 18 ft
2:48.0,Defensive rebound by G. Monroe,,76-84,,
2:34.0,G. Monroe makes 2-pt shot from 3 ft,2,78-84,,
2:14.0,,,78-84,,Turnover by J. Green (lost ball; steal by A. Drummond)
2:01.0,Shooting foul by R. Rondo (drawn by G. Monroe),,78-84,,
2:01.0,Official timeout,,78-84,,
2:01.0,,,78-84,,J. Sullinger enters the game for B. Bass
2:01.0,,,78-84,,K. Olynyk enters the game for T. Zeller
2:01.0,G. Monroe makes free throw 1 of 2,1,79-84,,
2:01.0,G. Monroe makes free throw 2 of 2,1,80-84,,
1:49.0,,,80-84,,K. Olynyk misses 2-pt shot from 2 ft (block by G. Monroe)
1:48.0,Defensive rebound by Team,,80-84,,
1:48.0,,,80-84,,B. Bass enters the game for J. Sullinger
1:48.0,,,80-84,,T. Zeller enters the game for K. Olynyk
1:48.0,,,80-84,,A. Bradley enters the game for E. Turner
1:31.0,G. Monroe makes 2-pt shot from 4 ft,2,82-84,,
1:08.0,,,82-84,,Shooting foul by C. Butler (drawn by J. Green)
1:08.0,,,82-85,1,J. Green makes free throw 1 of 2
1:08.0,,,82-85,,J. Sullinger enters the game for B. Bass
1:08.0,,,82-86,1,J. Green makes free throw 2 of 2
0:52.0,G. Monroe makes 2-pt shot from 4 ft,2,84-86,,
0:29.0,,,84-86,,Turnover by R. Rondo (lost ball; steal by A. Drummond)
0:24.0,B. Jennings misses 2-pt shot from 2 ft,,84-86,,
0:23.0,Offensive rebound by Team,,84-86,,
0:23.0,,,84-86,,Loose ball foul by J. Sullinger (drawn by A. Drummond)
0:23.0,A. Drummond misses free throw 1 of 2,,84-86,,
0:23.0,Offensive rebound by Team,,84-86,,
0:23.0,,,84-86,,E. Turner enters the game for R. Rondo
0:23.0,A. Drummond makes free throw 2 of 2,1,85-86,,
0:19.0,Personal take foul by B. Jennings (drawn by E. Turner),,85-86,,
0:19.0,,,85-87,1,E. Turner makes free throw 1 of 2
0:19.0,,,85-88,1,E. Turner makes free throw 2 of 2
0:19.0,Detroit full timeout,,85-88,,
0:15.0,C. Butler makes 3-pt shot from 24 ft,3,88-88,,
0:14.0,,,88-88,,Boston full timeout
0:14.0,,,88-88,,R. Rondo enters the game for T. Zeller
0:14.0,,,88-88,,K. Olynyk enters the game for A. Bradley
0:01.0,,,88-88,,J. Green misses 2-pt shot from 2 ft (block by A. Drummond)
0:00.0,Defensive rebound by K. Caldwell-Pope,,88-88,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: A. Drummond vs. J. Green (J. Sullinger gains possession),,,,Jump ball: A. Drummond vs. J. Green (J. Sullinger gains possession)
4:45.0,,,88-91,3,J. Sullinger makes 3-pt shot from 24 ft (assist by R. Rondo)
4:15.0,Turnover by G. Monroe (lost ball; steal by R. Rondo),,88-91,,
4:09.0,,,88-94,3,J. Green makes 3-pt shot from 23 ft (assist by R. Rondo)
3:50.0,,,88-94,,Personal foul by J. Sullinger (drawn by G. Monroe)
3:36.0,B. Jennings misses 3-pt shot from 25 ft,,88-94,,
3:34.0,,,88-94,,Defensive rebound by J. Sullinger
3:23.0,,,88-94,,E. Turner misses 2-pt shot from 1 ft (block by A. Drummond)
3:21.0,,,88-94,,Offensive rebound by E. Turner
3:20.0,,,88-96,2,E. Turner makes 2-pt shot from 1 ft
3:18.0,Detroit full timeout,,88-96,,
3:01.0,C. Butler misses 3-pt shot from 25 ft (block by J. Green),,88-96,,
3:00.0,Offensive rebound by G. Monroe,,88-96,,
3:00.0,Shooting foul by J. Sullinger (drawn by G. Monroe),,88-96,,
3:00.0,G. Monroe makes free throw 1 of 2,1,89-96,,
3:00.0,G. Monroe makes free throw 2 of 2,1,90-96,,
2:36.0,,,90-96,,R. Rondo misses 2-pt shot from 20 ft
2:34.0,Defensive rebound by K. Caldwell-Pope,,90-96,,
2:15.0,G. Monroe makes 2-pt shot from 1 ft,2,92-96,,
1:59.0,,,92-99,3,J. Sullinger makes 3-pt shot from 24 ft (assist by E. Turner)
1:38.0,K. Caldwell-Pope misses 3-pt shot from 24 ft,,92-99,,
1:37.0,,,92-99,,Defensive rebound by J. Green
1:23.0,Personal foul by A. Drummond (drawn by J. Sullinger),,92-99,,
1:23.0,,,92-99,,Boston full timeout
1:18.0,,,92-101,2,J. Sullinger makes 2-pt shot from 20 ft (assist by E. Turner)
1:18.0,Detroit full timeout,,92-101,,
1:10.0,K. Caldwell-Pope makes 2-pt shot from 8 ft,2,94-101,,
0:54.0,,,94-103,2,K. Olynyk makes 2-pt shot from 3 ft (assist by J. Sullinger)
0:53.0,Detroit full timeout,,94-103,,
0:49.0,B. Jennings misses 2-pt shot from 2 ft,,94-103,,
0:49.0,Offensive rebound by A. Drummond,,94-103,,
0:49.0,A. Drummond makes 2-pt shot from 1 ft,2,96-103,,
0:42.0,,,96-103,,Turnover by E. Turner (traveling)
0:37.0,Offensive foul by A. Drummond,,96-103,,
0:37.0,Turnover by A. Drummond (offensive foul),,96-103,,
0:37.0,,,96-103,,B. Bass enters the game for R. Rondo
0:37.0,Personal foul by K. Caldwell-Pope (drawn by E. Turner),,96-103,,
0:37.0,,,96-103,,E. Turner misses free throw 1 of 2
0:37.0,,,96-103,,Offensive rebound by Team
0:37.0,,,96-103,,R. Rondo enters the game for B. Bass
0:37.0,,,96-104,1,E. Turner makes free throw 2 of 2
0:30.0,A. Drummond makes 2-pt shot from 2 ft (assist by B. Jennings),2,98-104,,
0:30.0,Shooting foul by J. Sullinger (drawn by A. Drummond),,98-104,,
0:30.0,A. Drummond makes free throw 1 of 1,1,99-104,,
0:30.0,,,99-104,,Boston full timeout
0:28.0,Personal take foul by A. Drummond (drawn by K. Olynyk),,99-104,,
0:28.0,,,99-104,,K. Olynyk misses free throw 1 of 2
0:28.0,,,99-104,,Offensive rebound by Team
0:28.0,,,99-104,,B. Bass enters the game for J. Sullinger
0:28.0,,,99-105,1,K. Olynyk makes free throw 2 of 2
0:19.0,K. Caldwell-Pope makes 3-pt shot from 24 ft (assist by B. Jennings),3,102-105,,
0:19.0,,,102-105,,Boston full timeout
0:13.0,Personal take foul by C. Butler (drawn by J. Green),,102-105,,
0:13.0,,,102-106,1,J. Green makes free throw 1 of 2
0:13.0,,,102-106,,J. Sullinger enters the game for B. Bass
0:13.0,,,102-107,1,J. Green makes free throw 2 of 2
0:02.0,K. Caldwell-Pope misses 3-pt shot from 23 ft,,102-107,,
0:01.0,,,102-107,,Defensive rebound by Team
0:00.0,Personal take foul by A. Drummond (drawn by J. Sullinger),,102-107,,
0:00.0,K. Singler enters the game for A. Drummond,,102-107,,
0:00.0,,,102-108,1,J. Sullinger makes free throw 1 of 2
0:00.0,,,102-109,1,J. Sullinger makes free throw 2 of 2
0:00.0,End of 1st overtime,,,,End of 1st overtime
