time,Minnesota,pts.away,score,pts.home,Houston
1:58.0,C. Budinger misses 2-pt shot from 5 ft (block by J. Terry),,103-118,,
1:58.0,Offensive rebound by Team,,103-118,,
1:58.0,,,103-118,,N. Johnson enters the game for J. Harden
1:58.0,,,103-118,,K. McDaniels enters the game for D. Howard
1:54.0,L. Brown misses 2-pt shot from 14 ft,,103-118,,
1:52.0,,,103-118,,Defensive rebound by J. Smith
1:43.0,,,103-118,,T. Ariza misses 3-pt shot from 25 ft
1:42.0,Defensive rebound by C. Budinger,,103-118,,
1:36.0,G. Dieng makes 2-pt shot at rim (assist by Z. LaVine),2,105-118,,
1:22.0,,,105-118,,K. McDaniels misses 2-pt shot from 18 ft
1:20.0,Defensive rebound by G. Dieng,,105-118,,
1:17.0,A. Wiggins makes 2-pt shot from 2 ft (assist by Z. LaVine),2,107-118,,
1:17.0,Shooting foul by K. McDaniels (drawn by A. Wiggins),,107-118,,
1:17.0,S. Kilpatrick enters the game for L. Brown,,107-118,,
1:17.0,J. Hamilton enters the game for G. Dieng,,107-118,,
1:17.0,A. Wiggins makes free throw 1 of 1,1,108-118,,
0:59.0,,,108-120,2,J. Terry makes 2-pt shot from 4 ft
0:50.0,A. Wiggins misses 3-pt shot from 25 ft,,108-120,,
0:47.0,Offensive rebound by J. Hamilton,,108-120,,
0:44.0,S. Kilpatrick misses 3-pt shot from 24 ft,,108-120,,
0:43.0,Offensive rebound by A. Wiggins,,108-120,,
0:41.0,A. Wiggins misses 2-pt shot from 2 ft (block by J. Smith),,108-120,,
0:39.0,,,108-120,,Defensive rebound by T. Ariza
0:35.0,,,108-120,,N. Johnson misses 2-pt shot from 3 ft
0:31.0,Defensive rebound by Z. LaVine,,108-120,,
0:29.0,C. Budinger makes 2-pt shot at rim (assist by Z. LaVine),2,110-120,,
0:05.0,,,110-120,,Turnover by Team (shot clock)
0:00.0,J. Hamilton misses 3-pt shot from 24 ft,,110-120,,
0:00.0,Offensive rebound by Team,,110-120,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
