time,Toronto,pts.away,score,pts.home,Boston
3:33.0,L. Williams enters the game for J. Johnson,,100-94,,
3:33.0,P. Patterson enters the game for G. Vasquez,,100-94,,
3:09.0,D. DeRozan misses 2-pt shot from 19 ft,,100-94,,
3:08.0,,,100-94,,Defensive rebound by J. Sullinger
2:57.0,,,100-97,3,K. Olynyk makes 3-pt shot from 25 ft (assist by R. Rondo)
2:34.0,K. Lowry makes 2-pt shot at rim,2,102-97,,
2:21.0,,,102-99,2,J. Green makes 2-pt shot from 1 ft
2:00.0,P. Patterson makes 3-pt shot from 23 ft (assist by D. DeRozan),3,105-99,,
1:45.0,,,105-102,3,J. Green makes 3-pt shot from 25 ft (assist by R. Rondo)
1:22.0,P. Patterson misses 3-pt shot from 23 ft,,105-102,,
1:21.0,,,105-102,,Defensive rebound by R. Rondo
1:10.0,,,105-105,3,M. Smart makes 3-pt shot from 24 ft (assist by R. Rondo)
1:10.0,Toronto full timeout,,105-105,,
1:10.0,T. Hansbrough enters the game for C. Hayes,,105-105,,
0:56.0,K. Lowry misses 2-pt shot at rim,,105-105,,
0:56.0,,,105-105,,Defensive rebound by M. Smart
0:37.0,,,105-105,,Turnover by M. Smart (lost ball; steal by K. Lowry)
0:33.0,Shooting foul by K. Olynyk (drawn by D. DeRozan),,105-105,,
0:33.0,D. DeRozan makes 2-pt shot at rim (assist by K. Lowry),2,107-105,,
0:33.0,J. Johnson enters the game for L. Williams,,107-105,,
0:33.0,D. DeRozan makes free throw 1 of 1,1,108-105,,
0:33.0,,,108-105,,Boston full timeout
0:33.0,,,108-105,,A. Bradley enters the game for M. Smart
0:29.0,,,108-105,,Shooting foul by K. Lowry (drawn by R. Rondo)
0:29.0,,,108-106,1,R. Rondo makes free throw 1 of 2
0:29.0,,,108-106,,M. Smart enters the game for K. Olynyk
0:29.0,,,108-107,1,R. Rondo makes free throw 2 of 2
0:08.0,K. Lowry makes 2-pt shot from 18 ft,2,110-107,,
0:08.0,,,110-107,,Boston full timeout
0:08.0,,,110-107,,K. Olynyk enters the game for M. Smart
0:03.0,,,110-107,,J. Green misses 3-pt shot from 26 ft
0:01.0,,,110-107,,Offensive rebound by J. Sullinger
0:00.0,End of 4th quarter,,,,End of 4th quarter
