time,Phoenix,pts.away,score,pts.home,LA Clippers
3:48.0,Defensive rebound by Team,,103-107,,
3:48.0,,,103-107,,Loose ball foul by D. Jordan (drawn by M. Morris)
3:48.0,M. Morris makes free throw 1 of 2,1,104-107,,
3:48.0,M. Morris makes free throw 2 of 2,1,105-107,,
3:32.0,,,105-107,,Shooting foul by A. Len (drawn by B. Griffin)
3:32.0,P. Tucker enters the game for A. Len,,105-107,,
3:32.0,,,105-108,1,B. Griffin makes free throw 1 of 2
3:32.0,,,105-109,1,B. Griffin makes free throw 2 of 2
3:19.0,M. Morris misses 3-pt shot from 25 ft,,105-109,,
3:17.0,,,105-109,,Defensive rebound by C. Paul
2:55.0,,,105-109,,C. Paul misses 2-pt shot from 4 ft
2:54.0,,,105-109,,Offensive rebound by D. Jordan
2:48.0,Personal foul by P. Tucker (drawn by B. Griffin),,105-109,,
2:48.0,,,105-109,,B. Griffin misses free throw 1 of 2
2:48.0,,,105-109,,Offensive rebound by Team
2:48.0,,,105-110,1,B. Griffin makes free throw 2 of 2
2:42.0,,,105-110,,Personal foul by M. Barnes (drawn by G. Green)
2:42.0,G. Green misses free throw 1 of 2,,105-110,,
2:42.0,Offensive rebound by Team,,105-110,,
2:42.0,G. Green makes free throw 2 of 2,1,106-110,,
2:20.0,,,106-110,,C. Paul misses 3-pt shot from 26 ft
2:18.0,Defensive rebound by E. Bledsoe,,106-110,,
2:12.0,P. Tucker misses 3-pt shot from 23 ft,,106-110,,
2:11.0,,,106-110,,Defensive rebound by Team
2:11.0,,,106-110,,LA Clippers full timeout
2:10.0,,,106-110,,Turnover by D. Jordan (bad pass)
2:00.0,E. Bledsoe makes 3-pt shot from 25 ft (assist by G. Dragic),3,109-110,,
1:42.0,,,109-112,2,C. Paul makes 2-pt shot from 16 ft
1:25.0,M. Morris misses 3-pt shot from 25 ft,,109-112,,
1:23.0,,,109-112,,Defensive rebound by J. Redick
1:05.0,,,109-112,,C. Paul misses 2-pt shot from 20 ft
1:04.0,Defensive rebound by E. Bledsoe,,109-112,,
1:03.0,Phoenix full timeout,,109-112,,
0:49.0,M. Morris makes 2-pt shot from 8 ft,2,111-112,,
0:30.0,,,111-112,,M. Barnes misses 2-pt shot from 3 ft (block by M. Morris)
0:28.0,Defensive rebound by M. Morris,,111-112,,
0:28.0,,,111-112,,Away from play foul by M. Barnes (drawn by M. Morris)
0:28.0,G. Green makes free throw 1 of 1,1,112-112,,
0:28.0,Phoenix full timeout,,112-112,,
0:09.0,E. Bledsoe misses 3-pt shot from 26 ft,,112-112,,
0:05.0,,,112-112,,Defensive rebound by Team
0:05.0,,,112-112,,LA Clippers full timeout
0:05.0,,,112-112,,S. Hawes enters the game for D. Jordan
0:00.0,,,112-112,,C. Paul misses 2-pt shot from 3 ft (block by E. Bledsoe)
0:00.0,,,112-112,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: G. Green vs. D. Jordan (C. Paul gains possession),,,,Jump ball: G. Green vs. D. Jordan (C. Paul gains possession)
4:34.0,,,112-112,,C. Paul misses 3-pt shot from 24 ft
4:30.0,,,112-112,,Offensive rebound by D. Jordan
4:20.0,,,112-112,,B. Griffin misses 2-pt shot from 20 ft
4:18.0,Defensive rebound by E. Bledsoe,,112-112,,
4:13.0,E. Bledsoe misses 2-pt shot from 3 ft,,112-112,,
4:13.0,Offensive rebound by G. Dragic,,112-112,,
4:13.0,G. Dragic misses 2-pt shot from 2 ft,,112-112,,
4:10.0,,,112-112,,Defensive rebound by C. Paul
4:03.0,,,112-112,,J. Redick misses 3-pt shot from 23 ft
4:02.0,Defensive rebound by G. Green,,112-112,,
4:01.0,,,112-112,,Personal foul by C. Paul (drawn by G. Green)
3:32.0,P. Tucker makes 2-pt shot from 20 ft (assist by E. Bledsoe),2,114-112,,
3:15.0,,,114-114,2,B. Griffin makes 2-pt shot from 16 ft
3:05.0,Offensive foul by P. Tucker,,114-114,,
3:05.0,Turnover by P. Tucker (offensive foul),,114-114,,
2:51.0,,,114-116,2,B. Griffin makes 2-pt shot from 18 ft (assist by J. Redick)
2:26.0,G. Green misses 3-pt shot from 26 ft,,114-116,,
2:25.0,,,114-116,,Defensive rebound by C. Paul
2:13.0,,,114-116,,Turnover by C. Paul (bad pass; steal by M. Morris)
1:57.0,M. Morris makes 3-pt shot from 26 ft (assist by E. Bledsoe),3,117-116,,
1:48.0,,,117-116,,Turnover by C. Paul (bad pass)
1:25.0,E. Bledsoe misses 2-pt shot from 1 ft,,117-116,,
1:23.0,Offensive rebound by M. Morris,,117-116,,
1:23.0,M. Morris misses 2-pt shot from 2 ft,,117-116,,
1:23.0,,,117-116,,Defensive rebound by Team
1:04.0,,,117-116,,J. Redick misses 2-pt shot from 15 ft
1:02.0,Defensive rebound by G. Dragic,,117-116,,
0:44.0,M. Morris makes 3-pt shot from 24 ft (assist by G. Dragic),3,120-116,,
0:44.0,,,120-116,,LA Clippers full timeout
0:44.0,,,120-116,,S. Hawes enters the game for D. Jordan
0:35.0,,,120-116,,B. Griffin misses 2-pt shot from 10 ft
0:34.0,,,120-116,,Offensive rebound by Team
0:34.0,,,120-116,,LA Clippers full timeout
0:34.0,Jump ball: M. Barnes vs. P. Tucker (J. Redick gains possession),,,,Jump ball: M. Barnes vs. P. Tucker (J. Redick gains possession)
0:30.0,Violation by E. Bledsoe (def goaltending),,120-116,,
0:30.0,,,120-118,2,J. Redick makes 2-pt shot from 1 ft
0:08.0,G. Dragic misses 2-pt shot from 11 ft,,120-118,,
0:07.0,Offensive rebound by G. Green,,120-118,,
0:05.0,Turnover by Team (shot clock),,120-118,,
0:05.0,,,120-118,,LA Clippers full timeout
0:05.0,,,120-118,,D. Jordan enters the game for S. Hawes
0:03.0,Personal foul by P. Tucker (drawn by B. Griffin),,120-118,,
0:01.0,,,120-121,3,B. Griffin makes 3-pt shot from 25 ft
0:00.0,End of 1st overtime,,,,End of 1st overtime
