time,Dallas,pts.away,score,pts.home,LA Lakers
2:07.0,Offensive rebound by R. Rondo,,95-91,,
2:07.0,Dallas full timeout,,95-91,,
2:04.0,M. Ellis makes 3-pt shot from 25 ft (assist by D. Nowitzki),3,98-91,,
1:49.0,,,98-91,,J. Clarkson misses 2-pt shot from 16 ft
1:48.0,Defensive rebound by Team,,98-91,,
1:33.0,R. Rondo misses 2-pt shot from 20 ft,,98-91,,
1:32.0,,,98-91,,Defensive rebound by W. Johnson
1:24.0,,,98-91,,Turnover by W. Johnson (bad pass; steal by D. Nowitzki)
1:08.0,M. Ellis makes 2-pt shot from 20 ft,2,100-91,,
1:08.0,,,100-91,,LA Lakers full timeout
1:08.0,A. Aminu enters the game for D. Nowitzki,,100-91,,
1:02.0,,,100-91,,W. Ellington misses 3-pt shot from 25 ft
1:01.0,Defensive rebound by A. Aminu,,100-91,,
0:57.0,Dallas full timeout,,100-91,,
0:38.0,M. Ellis misses 3-pt shot from 32 ft,,100-91,,
0:35.0,,,100-91,,Defensive rebound by Team
0:28.0,,,100-91,,Turnover by J. Clarkson (lost ball; steal by A. Aminu)
0:03.0,Turnover by Team (shot clock),,100-91,,
0:00.0,,,100-93,2,W. Ellington makes 2-pt shot at rim (assist by J. Clarkson)
0:00.0,End of 4th quarter,,,,End of 4th quarter
