time,Cleveland,pts.away,score,pts.home,Detroit
1:00.0,,,93-83,,K. Caldwell-Pope misses 3-pt shot from 26 ft
0:59.0,,,93-83,,Offensive rebound by A. Tolliver
0:54.0,,,93-83,,Shooting foul by J. Smith (drawn by A. Tolliver)
0:54.0,,,93-84,1,A. Tolliver makes free throw 1 of 3
0:54.0,,,93-85,1,A. Tolliver makes free throw 2 of 3
0:54.0,,,93-86,1,A. Tolliver makes free throw 3 of 3
0:54.0,Cleveland full timeout,,93-86,,
0:54.0,K. Love enters the game for T. Thompson,,93-86,,
0:54.0,M. Dellavedova enters the game for I. Shumpert,,93-86,,
0:52.0,,,93-86,,Personal foul by D. Augustin (drawn by K. Irving)
0:48.0,,,93-86,,Personal foul by A. Tolliver (drawn by K. Irving)
0:48.0,K. Irving makes free throw 1 of 2,1,94-86,,
0:48.0,T. Thompson enters the game for K. Love,,94-86,,
0:48.0,I. Shumpert enters the game for J. Smith,,94-86,,
0:48.0,K. Irving makes free throw 2 of 2,1,95-86,,
0:48.0,,,95-86,,Detroit full timeout
0:44.0,,,95-89,3,K. Caldwell-Pope makes 3-pt shot from 24 ft (assist by A. Tolliver)
0:39.0,,,95-89,,Personal foul by K. Caldwell-Pope (drawn by K. Irving)
0:39.0,K. Irving makes free throw 1 of 2,1,96-89,,
0:39.0,K. Irving makes free throw 2 of 2,1,97-89,,
0:26.0,,,97-91,2,D. Augustin makes 2-pt shot at rim
0:22.0,,,97-91,,Personal foul by A. Tolliver (drawn by L. James)
0:22.0,L. James makes free throw 1 of 2,1,98-91,,
0:22.0,L. James makes free throw 2 of 2,1,99-91,,
0:15.0,,,99-93,2,A. Drummond makes 2-pt shot at rim (assist by A. Tolliver)
0:14.0,,,99-93,,Personal foul by J. Meeks (drawn by L. James)
0:14.0,L. James makes free throw 1 of 2,1,100-93,,
0:14.0,L. James makes free throw 2 of 2,1,101-93,,
0:05.0,,,101-93,,A. Drummond misses 2-pt shot at rim (block by I. Shumpert)
0:05.0,,,101-93,,Offensive rebound by A. Drummond
0:05.0,,,101-95,2,A. Drummond makes 2-pt shot at rim
0:04.0,,,101-95,,Personal foul by A. Drummond (drawn by K. Irving)
0:04.0,K. Irving makes free throw 1 of 2,1,102-95,,
0:04.0,K. Irving makes free throw 2 of 2,1,103-95,,
0:02.0,,,103-95,,D. Augustin misses 3-pt shot from 36 ft
0:00.0,,,103-95,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
