time,New Orleans,pts.away,score,pts.home,Oklahoma City
3:20.0,A. Davis misses 2-pt shot from 19 ft,,101-100,,
3:20.0,,,101-100,,Defensive rebound by A. Roberson
3:12.0,,,101-100,,K. Durant misses 3-pt shot from 23 ft
3:11.0,Defensive rebound by O. Asik,,101-100,,
3:05.0,New Orleans full timeout,,101-100,,
3:05.0,R. Anderson enters the game for O. Asik,,101-100,,
3:01.0,Shooting foul by S. Ibaka (drawn by R. Anderson),,101-100,,
3:01.0,,,101-100,,A. Morrow enters the game for S. Ibaka
3:01.0,R. Anderson makes free throw 1 of 2,1,102-100,,
3:01.0,R. Anderson makes free throw 2 of 2,1,103-100,,
2:51.0,,,103-100,,R. Westbrook misses 2-pt shot from 1 ft
2:50.0,,,103-100,,Offensive rebound by K. Durant
2:50.0,,,103-100,,K. Durant misses 2-pt shot from 2 ft
2:49.0,Defensive rebound by A. Davis,,103-100,,
2:36.0,T. Evans makes 2-pt shot from 1 ft,2,105-100,,
2:28.0,,,105-100,,Oklahoma City full timeout
2:25.0,,,105-100,,R. Westbrook misses 2-pt shot at rim
2:23.0,Defensive rebound by Team,,105-100,,
2:10.0,A. Davis makes 2-pt shot at rim (assist by T. Evans),2,107-100,,
1:55.0,,,107-100,,R. Westbrook misses 2-pt shot from 1 ft
1:53.0,,,107-100,,Offensive rebound by S. Adams
1:53.0,,,107-102,2,S. Adams makes 2-pt shot from 1 ft
1:38.0,T. Evans misses 3-pt shot from 25 ft,,107-102,,
1:35.0,Offensive rebound by A. Davis,,107-102,,
1:35.0,Turnover by A. Davis (bad pass),,107-102,,
1:35.0,O. Asik enters the game for R. Anderson,,107-102,,
1:35.0,D. Cunningham enters the game for E. Gordon,,107-102,,
1:31.0,,,107-105,3,K. Durant makes 3-pt shot from 24 ft (assist by R. Westbrook)
1:17.0,New Orleans full timeout,,107-105,,
1:17.0,R. Anderson enters the game for D. Cunningham,,107-105,,
1:17.0,E. Gordon enters the game for O. Asik,,107-105,,
1:11.0,,,107-105,,Violation by R. Westbrook (def goaltending)
1:11.0,R. Anderson makes 2-pt shot from 1 ft,2,109-105,,
1:03.0,,,109-108,3,K. Durant makes 3-pt shot from 24 ft (assist by R. Westbrook)
0:50.0,Shooting foul by A. Roberson (drawn by R. Anderson),,109-108,,
0:50.0,R. Anderson misses free throw 1 of 3,,109-108,,
0:50.0,Offensive rebound by Team,,109-108,,
0:50.0,R. Anderson makes free throw 2 of 3,1,110-108,,
0:50.0,D. Cunningham enters the game for E. Gordon,,110-108,,
0:50.0,R. Anderson makes free throw 3 of 3,1,111-108,,
0:41.0,,,111-108,,K. Durant misses 3-pt shot from 24 ft
0:40.0,,,111-108,,Offensive rebound by Team
0:34.0,,,111-108,,K. Durant misses 3-pt shot from 24 ft
0:32.0,,,111-108,,Offensive rebound by R. Westbrook
0:22.0,,,111-110,2,A. Roberson makes 2-pt shot from 2 ft (assist by A. Morrow)
0:18.0,,,111-110,,Personal take foul by R. Westbrook (drawn by T. Evans)
0:18.0,T. Evans misses free throw 1 of 2,,111-110,,
0:18.0,Offensive rebound by Team,,111-110,,
0:18.0,,,111-110,,K. Perkins enters the game for A. Morrow
0:18.0,T. Evans misses free throw 2 of 2,,111-110,,
0:17.0,,,111-110,,Defensive rebound by R. Westbrook
0:17.0,,,111-110,,Oklahoma City full timeout
0:17.0,,,111-110,,R. Jackson enters the game for A. Roberson
0:17.0,,,111-110,,A. Morrow enters the game for K. Perkins
0:17.0,O. Asik enters the game for R. Anderson,,111-110,,
0:10.0,,,111-110,,K. Durant misses 2-pt shot from 19 ft
0:09.0,Defensive rebound by T. Evans,,111-110,,
0:07.0,Turnover by T. Evans (bad pass; steal by K. Durant),,111-110,,
0:04.0,,,111-110,,K. Durant misses 2-pt shot from 6 ft
0:03.0,Defensive rebound by A. Davis,,111-110,,
0:03.0,,,111-110,,Personal take foul by R. Westbrook (drawn by A. Davis)
0:03.0,A. Davis makes free throw 1 of 2,1,112-110,,
0:03.0,,,112-110,,K. Perkins enters the game for A. Morrow
0:03.0,A. Davis makes free throw 2 of 2,1,113-110,,
0:03.0,,,113-110,,Oklahoma City full timeout
0:03.0,E. Gordon enters the game for O. Asik,,113-110,,
0:03.0,,,113-110,,A. Morrow enters the game for K. Perkins
0:01.0,,,113-110,,Shooting foul by Q. Pondexter (drawn by R. Westbrook)
0:01.0,,,113-111,1,R. Westbrook makes free throw 1 of 3
0:01.0,,,113-112,1,R. Westbrook makes free throw 2 of 3
0:01.0,O. Asik enters the game for D. Cunningham,,113-112,,
0:01.0,,,113-112,,K. Perkins enters the game for R. Jackson
0:01.0,,,113-113,1,R. Westbrook makes free throw 3 of 3
0:01.0,New Orleans full timeout,,113-113,,
0:01.0,,,113-113,,A. Roberson enters the game for K. Perkins
0:01.0,,,113-113,,P. Jones enters the game for A. Morrow
0:01.0,R. Anderson enters the game for O. Asik,,113-113,,
0:00.0,A. Davis makes 3-pt shot from 29 ft (assist by T. Evans),3,116-113,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
