time,LA Clippers,pts.away,score,pts.home,Memphis
4:36.0,J. Crawford misses 2-pt shot from 4 ft,,86-103,,
4:33.0,,,86-103,,Defensive rebound by M. Gasol
4:27.0,,,86-103,,Turnover by M. Conley (lost ball; steal by C. Paul)
4:23.0,J. Crawford makes 2-pt shot from 1 ft (assist by J. Farmar),2,88-103,,
3:57.0,,,88-105,2,M. Gasol makes 2-pt shot from 1 ft
3:41.0,Offensive charge foul by G. Davis,,88-105,,
3:41.0,Turnover by G. Davis (offensive foul),,88-105,,
3:41.0,D. Jordan enters the game for S. Hawes,,88-105,,
3:41.0,B. Griffin enters the game for G. Davis,,88-105,,
3:22.0,,,88-105,,M. Gasol misses 2-pt shot from 12 ft
3:21.0,,,88-105,,Offensive rebound by N. Calathes
3:06.0,,,88-105,,J. Leuer misses 3-pt shot from 25 ft
3:05.0,,,88-105,,Offensive rebound by Team
3:05.0,Jump ball: M. Gasol vs. B. Griffin,,,,Jump ball: M. Gasol vs. B. Griffin
2:46.0,,,88-105,,C. Lee misses 3-pt shot from 26 ft
2:45.0,,,88-105,,Offensive rebound by Team
2:45.0,Loose ball foul by J. Farmar (drawn by M. Conley),,88-105,,
2:45.0,Official timeout,,88-105,,
2:45.0,R. Bullock enters the game for B. Griffin,,88-105,,
2:45.0,J. Cunningham enters the game for D. Jordan,,88-105,,
2:45.0,E. Udoh enters the game for C. Paul,,88-105,,
2:45.0,S. Hawes enters the game for J. Crawford,,88-105,,
2:36.0,,,88-105,,Turnover by C. Lee (palming)
2:36.0,,,88-105,,B. Udrih enters the game for M. Conley
2:35.0,,,88-105,,Personal take foul by B. Udrih (drawn by J. Farmar)
2:35.0,,,88-105,,J. Stokes enters the game for M. Gasol
2:29.0,,,88-105,,Violation by N. Calathes (kicked ball)
2:10.0,J. Farmar misses 3-pt shot from 26 ft,,88-105,,
2:08.0,Offensive rebound by S. Hawes,,88-105,,
2:07.0,,,88-105,,Violation by J. Leuer (def goaltending)
2:07.0,S. Hawes makes 2-pt shot from 1 ft,2,90-105,,
1:41.0,,,90-105,,C. Lee misses 2-pt shot from 7 ft
1:38.0,Defensive rebound by S. Hawes,,90-105,,
1:28.0,,,90-105,,Personal block foul by J. Stokes (drawn by S. Hawes)
1:28.0,S. Hawes misses free throw 1 of 2,,90-105,,
1:28.0,Offensive rebound by Team,,90-105,,
1:28.0,S. Hawes makes free throw 2 of 2,1,91-105,,
1:06.0,,,91-105,,Turnover by J. Stokes (offensive foul)
1:06.0,,,91-105,,Offensive foul by J. Stokes
1:00.0,R. Bullock misses 2-pt shot from 21 ft,,91-105,,
0:59.0,,,91-105,,Defensive rebound by B. Udrih
0:50.0,,,91-107,2,J. Leuer makes 2-pt shot at rim
0:38.0,R. Bullock misses 3-pt shot from 23 ft,,91-107,,
0:36.0,,,91-107,,Defensive rebound by J. Leuer
0:18.0,,,91-107,,J. Leuer misses 2-pt shot from 14 ft
0:16.0,Defensive rebound by J. Farmar,,91-107,,
0:08.0,J. Cunningham misses 3-pt shot from 25 ft,,91-107,,
0:06.0,,,91-107,,Defensive rebound by J. Stokes
0:00.0,End of 4th quarter,,,,End of 4th quarter
