time,Denver,pts.away,score,pts.home,Oklahoma City
3:42.0,T. Lawson makes free throw 1 of 1,1,83-88,,
3:42.0,,,83-88,,Oklahoma City full timeout
3:26.0,,,83-88,,S. Adams misses 2-pt shot from 10 ft
3:25.0,Defensive rebound by A. Gee,,83-88,,
3:19.0,Turnover by T. Lawson (traveling),,83-88,,
3:02.0,,,83-88,,S. Ibaka misses 3-pt shot from 24 ft
3:01.0,Defensive rebound by A. Afflalo,,83-88,,
2:53.0,R. Foye makes 2-pt shot at rim,2,85-88,,
2:28.0,,,85-91,3,S. Ibaka makes 3-pt shot from 23 ft (assist by S. Telfair)
2:26.0,Denver full timeout,,85-91,,
2:26.0,W. Chandler enters the game for R. Foye,,85-91,,
2:14.0,T. Lawson makes 2-pt shot from 15 ft,2,87-91,,
1:49.0,,,87-91,,A. Roberson misses 3-pt shot from 24 ft (block by A. Gee)
1:49.0,,,87-91,,Offensive rebound by Team
1:46.0,,,87-94,3,P. Jones makes 3-pt shot from 25 ft (assist by A. Roberson)
1:36.0,A. Afflalo misses 3-pt shot from 23 ft,,87-94,,
1:34.0,,,87-94,,Defensive rebound by S. Telfair
1:27.0,,,87-94,,A. Roberson misses 2-pt shot from 1 ft (block by W. Chandler)
1:27.0,,,87-94,,Offensive rebound by A. Roberson
1:27.0,,,87-96,2,A. Roberson makes 2-pt shot from 1 ft
1:27.0,Denver full timeout,,87-96,,
1:27.0,,,87-96,,L. Thomas enters the game for S. Adams
1:21.0,W. Chandler makes 2-pt shot from 1 ft,2,89-96,,
1:01.0,,,89-98,2,L. Thomas makes 2-pt shot from 14 ft (assist by S. Telfair)
0:56.0,W. Chandler misses 3-pt shot from 24 ft,,89-98,,
0:55.0,,,89-98,,Defensive rebound by S. Telfair
0:37.0,,,89-98,,S. Ibaka misses 3-pt shot from 24 ft
0:36.0,Defensive rebound by A. Gee,,89-98,,
0:27.0,J. McGee makes 2-pt shot at rim (assist by A. Afflalo),2,91-98,,
0:23.0,Personal take foul by A. Afflalo (drawn by S. Telfair),,91-98,,
0:19.0,Personal take foul by A. Afflalo (drawn by L. Thomas),,91-98,,
0:19.0,,,91-99,1,L. Thomas makes free throw 1 of 2
0:19.0,,,91-100,1,L. Thomas makes free throw 2 of 2
0:19.0,Denver full timeout,,91-100,,
0:14.0,A. Afflalo misses 3-pt shot from 24 ft,,91-100,,
0:13.0,,,91-100,,Defensive rebound by A. Roberson
0:12.0,Personal take foul by W. Chandler (drawn by A. Roberson),,91-100,,
0:12.0,,,91-101,1,A. Roberson makes free throw 1 of 2
0:12.0,,,91-102,1,A. Roberson makes free throw 2 of 2
0:05.0,T. Lawson misses 3-pt shot from 24 ft,,91-102,,
0:03.0,,,91-102,,Defensive rebound by A. Roberson
0:00.0,End of 4th quarter,,,,End of 4th quarter
