time,Minnesota,pts.away,score,pts.home,Utah
0:12.0,L. Brown enters the game for S. Kilpatrick,,96-96,,
0:01.0,,,96-96,,T. Burke misses 3-pt shot from 22 ft
0:00.0,,,96-96,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:55.0,Jump ball: G. Dieng vs. R. Gobert (D. Favors gains possession),,,,Jump ball: G. Dieng vs. R. Gobert (D. Favors gains possession)
4:45.0,,,96-96,,D. Favors misses 2-pt shot from 17 ft
4:43.0,Defensive rebound by G. Dieng,,96-96,,
4:25.0,G. Dieng misses 2-pt shot from 16 ft (block by R. Gobert),,96-96,,
4:25.0,Offensive rebound by Team,,96-96,,
4:25.0,Shooting foul by D. Favors (drawn by L. Brown),,96-96,,
4:25.0,L. Brown misses free throw 1 of 2,,96-96,,
4:25.0,Offensive rebound by Team,,96-96,,
4:25.0,L. Brown makes free throw 2 of 2,1,97-96,,
4:18.0,Personal foul by G. Dieng (drawn by D. Favors),,97-96,,
4:05.0,,,97-96,,Turnover by E. Millsap (bad pass; steal by A. Wiggins)
4:02.0,Turnover by A. Wiggins (bad pass),,97-96,,
3:52.0,Personal foul by L. Brown (drawn by T. Burke),,97-96,,
3:45.0,,,97-96,,T. Burke misses 2-pt shot from 15 ft
3:44.0,,,97-96,,Offensive rebound by D. Exum
3:35.0,Personal foul by L. Brown (drawn by R. Gobert),,97-96,,
3:24.0,,,97-96,,Shooting foul by C. Budinger (drawn by D. Favors)
3:24.0,,,97-97,1,D. Favors makes free throw 1 of 2
3:24.0,,,97-97,,J. Ingles enters the game for D. Exum
3:24.0,,,97-97,,D. Favors misses free throw 2 of 2
3:23.0,Defensive rebound by C. Budinger,,97-97,,
3:08.0,C. Budinger misses 2-pt shot from 6 ft,,97-97,,
3:07.0,Offensive rebound by G. Dieng,,97-97,,
3:07.0,G. Dieng makes 2-pt shot from 1 ft,2,99-97,,
2:55.0,,,99-97,,Offensive foul by J. Ingles
2:55.0,,,99-97,,Turnover by J. Ingles (offensive foul)
2:39.0,C. Budinger makes 3-pt shot from 23 ft (assist by A. Wiggins),3,102-97,,
2:38.0,,,102-97,,Utah full timeout
2:24.0,,,102-97,,Shooting foul by G. Dieng (drawn by D. Favors)
2:24.0,,,102-97,,D. Favors misses free throw 1 of 2
2:24.0,,,102-97,,Offensive rebound by Team
2:24.0,,,102-98,1,D. Favors makes free throw 2 of 2
2:08.0,A. Wiggins misses 2-pt shot from 7 ft,,102-98,,
2:07.0,Offensive rebound by G. Dieng,,102-98,,
2:04.0,,,102-98,,Personal foul by D. Favors (drawn by G. Dieng)
1:57.0,Turnover by G. Dieng (traveling),,102-98,,
1:44.0,,,102-98,,T. Burke misses 2-pt shot from 18 ft
1:44.0,,,102-98,,Offensive rebound by Team
1:35.0,,,102-98,,D. Favors misses 2-pt shot from 3 ft
1:34.0,Defensive rebound by Team,,102-98,,
1:13.0,Z. LaVine misses 2-pt shot from 1 ft,,102-98,,
1:12.0,,,102-98,,Defensive rebound by D. Favors
1:01.0,,,102-98,,E. Millsap misses 2-pt shot from 1 ft
1:01.0,,,102-98,,Offensive rebound by R. Gobert
1:01.0,,,102-100,2,R. Gobert makes 2-pt shot from 1 ft
1:01.0,Minnesota full timeout,,102-100,,
1:01.0,S. Kilpatrick enters the game for L. Brown,,102-100,,
0:51.0,Turnover by Z. LaVine (lost ball; steal by E. Millsap),,102-100,,
0:44.0,,,102-100,,T. Burke misses 3-pt shot from 24 ft
0:40.0,Defensive rebound by C. Budinger,,102-100,,
0:17.0,Shooting foul by R. Gobert (drawn by G. Dieng),,102-100,,
0:17.0,G. Dieng misses free throw 1 of 2,,102-100,,
0:17.0,Offensive rebound by Team,,102-100,,
0:17.0,G. Dieng makes free throw 2 of 2,1,103-100,,
0:17.0,,,103-100,,Utah full timeout
0:17.0,L. Brown enters the game for S. Kilpatrick,,103-100,,
0:11.0,Personal foul by C. Budinger (drawn by T. Burke),,103-100,,
0:11.0,,,103-101,1,T. Burke makes free throw 1 of 2
0:11.0,A. Payne enters the game for L. Brown,,103-101,,
0:11.0,,,103-102,1,T. Burke makes free throw 2 of 2
0:11.0,Minnesota full timeout,,103-102,,
0:11.0,S. Kilpatrick enters the game for A. Payne,,103-102,,
0:11.0,,,103-102,,T. Booker enters the game for T. Burke
0:11.0,,,103-102,,Personal foul by J. Ingles (drawn by S. Kilpatrick)
0:11.0,S. Kilpatrick makes free throw 1 of 2,1,104-102,,
0:11.0,S. Kilpatrick makes free throw 2 of 2,1,105-102,,
0:11.0,,,105-102,,Utah full timeout
0:11.0,L. Brown enters the game for S. Kilpatrick,,105-102,,
0:11.0,,,105-102,,D. Exum enters the game for T. Booker
0:11.0,,,105-102,,T. Burke enters the game for R. Gobert
0:06.0,,,105-104,2,T. Burke makes 2-pt shot from 2 ft
0:05.0,,,105-104,,Personal take foul by E. Millsap (drawn by Z. LaVine)
0:05.0,Z. LaVine misses free throw 1 of 2,,105-104,,
0:05.0,Offensive rebound by Team,,105-104,,
0:05.0,,,105-104,,T. Booker enters the game for E. Millsap
0:05.0,Z. LaVine makes free throw 2 of 2,1,106-104,,
0:02.0,,,106-104,,T. Burke misses 3-pt shot from 32 ft
0:00.0,,,106-104,,Offensive rebound by Team
0:00.0,End of 1st overtime,,,,End of 1st overtime
