time,Atlanta,pts.away,score,pts.home,Boston
1:38.0,P. Antic misses 3-pt shot from 24 ft,,105-86,,
1:36.0,,,105-86,,Defensive rebound by K. Olynyk
1:35.0,Personal foul by J. Teague (drawn by P. Pressey),,105-86,,
1:35.0,D. Schroder enters the game for P. Antic,,105-86,,
1:35.0,A. Payne enters the game for J. Teague,,105-86,,
1:35.0,M. Muscala enters the game for M. Scott,,105-86,,
1:21.0,,,105-88,2,J. Young makes 2-pt shot from 1 ft (assist by P. Pressey)
1:00.0,D. Schroder misses 3-pt shot from 24 ft,,105-88,,
0:58.0,,,105-88,,Defensive rebound by Team
0:46.0,,,105-88,,J. Young misses 3-pt shot from 24 ft
0:45.0,,,105-88,,Offensive rebound by M. Smart
0:40.0,,,105-88,,J. Young misses 3-pt shot from 24 ft
0:39.0,Defensive rebound by Team,,105-88,,
0:26.0,A. Payne misses 2-pt shot from 6 ft,,105-88,,
0:25.0,,,105-88,,Defensive rebound by K. Olynyk
0:19.0,,,105-91,3,J. Young makes 3-pt shot from 22 ft (assist by P. Pressey)
0:00.0,End of 4th quarter,,,,End of 4th quarter
