time,Phoenix,pts.away,score,pts.home,Houston
5:19.0,Jump ball: N. Johnson vs. M. Morris (P. Tucker gains possession),,,,Jump ball: N. Johnson vs. M. Morris (P. Tucker gains possession)
5:08.0,E. Bledsoe misses 2-pt shot from 20 ft,,80-90,,
5:07.0,,,80-90,,Defensive rebound by D. Motiejunas
5:07.0,Loose ball foul by M. Morris (drawn by N. Johnson),,80-90,,
5:07.0,,,80-91,1,N. Johnson makes free throw 1 of 2
5:07.0,,,80-92,1,N. Johnson makes free throw 2 of 2
4:55.0,E. Bledsoe makes 2-pt shot from 2 ft,2,82-92,,
4:41.0,,,82-92,,J. Terry misses 2-pt shot from 3 ft (block by G. Dragic)
4:39.0,Defensive rebound by M. Morris,,82-92,,
4:35.0,P. Tucker misses 2-pt shot from 1 ft,,82-92,,
4:34.0,Offensive rebound by P. Tucker,,82-92,,
4:32.0,P. Tucker makes 2-pt shot at rim,2,84-92,,
4:31.0,,,84-92,,Houston full timeout
4:31.0,,,84-92,,P. Beverley enters the game for N. Johnson
4:09.0,,,84-92,,J. Harden misses 3-pt shot from 24 ft
4:07.0,,,84-92,,Offensive rebound by T. Ariza
4:05.0,,,84-92,,Turnover by T. Ariza (lost ball; steal by M. Morris)
4:05.0,Jump ball: T. Ariza vs. M. Morris (E. Bledsoe gains possession),,,,Jump ball: T. Ariza vs. M. Morris (E. Bledsoe gains possession)
3:59.0,Turnover by P. Tucker (lost ball; steal by J. Harden),,84-92,,
3:43.0,,,84-92,,Turnover by J. Harden (lost ball; steal by M. Morris)
3:37.0,E. Bledsoe misses 2-pt shot from 3 ft,,84-92,,
3:36.0,,,84-92,,Defensive rebound by D. Motiejunas
3:30.0,,,84-92,,J. Harden misses 3-pt shot from 25 ft
3:28.0,Defensive rebound by M. Morris,,84-92,,
3:20.0,,,84-92,,Personal foul by D. Motiejunas (drawn by M. Morris)
3:20.0,M. Morris misses free throw 1 of 2,,84-92,,
3:20.0,Offensive rebound by Team,,84-92,,
3:20.0,M. Morris makes free throw 2 of 2,1,85-92,,
3:00.0,,,85-92,,P. Beverley misses 2-pt shot from 5 ft
2:58.0,Defensive rebound by M. Morris,,85-92,,
2:50.0,M. Morris misses 2-pt shot from 4 ft (block by D. Motiejunas),,85-92,,
2:50.0,,,85-92,,Defensive rebound by D. Motiejunas
2:30.0,,,85-95,3,P. Beverley makes 3-pt shot from 24 ft (assist by J. Harden)
2:29.0,Phoenix full timeout,,85-95,,
2:14.0,G. Dragic misses 3-pt shot from 24 ft,,85-95,,
2:13.0,Offensive rebound by P. Tucker,,85-95,,
2:10.0,P. Tucker misses 3-pt shot from 23 ft,,85-95,,
2:07.0,Offensive rebound by M. Morris,,85-95,,
2:05.0,M. Morris misses 2-pt shot from 2 ft,,85-95,,
2:04.0,Offensive rebound by P. Tucker,,85-95,,
2:02.0,P. Tucker makes 2-pt shot at rim,2,87-95,,
1:38.0,,,87-95,,D. Motiejunas misses 2-pt shot from 8 ft
1:36.0,Defensive rebound by M. Morris,,87-95,,
1:33.0,Shooting foul by J. Harden (drawn by G. Dragic),,87-95,,
1:33.0,G. Dragic misses free throw 1 of 2,,87-95,,
1:33.0,Offensive rebound by Team,,87-95,,
1:33.0,G. Dragic makes free throw 2 of 2,1,88-95,,
1:13.0,,,88-95,,T. Ariza misses 3-pt shot from 23 ft
1:12.0,,,88-95,,Offensive rebound by P. Beverley
0:50.0,,,88-95,,J. Harden misses 3-pt shot from 25 ft
0:48.0,,,88-95,,Offensive rebound by P. Beverley
0:44.0,,,88-95,,Shooting foul by M. Morris (drawn by D. Motiejunas)
0:44.0,G. Green enters the game for M. Morris,,88-95,,
0:44.0,,,88-95,,D. Motiejunas misses free throw 1 of 2
0:44.0,,,88-95,,Offensive rebound by Team
0:44.0,,,88-96,1,D. Motiejunas makes free throw 2 of 2
0:34.0,M. Morris makes 3-pt shot from 25 ft,3,91-96,,
0:30.0,Personal foul by E. Bledsoe (drawn by P. Beverley),,91-96,,
0:30.0,,,91-96,,P. Beverley misses free throw 1 of 2
0:30.0,,,91-96,,Offensive rebound by Team
0:30.0,,,91-96,,N. Johnson enters the game for J. Terry
0:30.0,,,91-97,1,P. Beverley makes free throw 2 of 2
0:30.0,Phoenix full timeout,,91-97,,
0:30.0,,,91-97,,J. Terry enters the game for D. Motiejunas
0:25.0,E. Bledsoe misses 2-pt shot from 2 ft,,91-97,,
0:22.0,Offensive rebound by P. Tucker,,91-97,,
0:22.0,P. Tucker makes 2-pt shot from 1 ft,2,93-97,,
0:21.0,Personal take foul by E. Bledsoe (drawn by P. Beverley),,93-97,,
0:21.0,,,93-98,1,P. Beverley makes free throw 1 of 2
0:21.0,,,93-98,,P. Beverley misses free throw 2 of 2
0:21.0,Defensive rebound by P. Tucker,,93-98,,
0:15.0,G. Dragic misses 2-pt shot from 1 ft,,93-98,,
0:13.0,,,93-98,,Defensive rebound by P. Beverley
0:12.0,Personal take foul by P. Tucker (drawn by P. Beverley),,93-98,,
0:12.0,,,93-99,1,P. Beverley makes free throw 1 of 2
0:12.0,,,93-100,1,P. Beverley makes free throw 2 of 2
0:08.0,E. Bledsoe makes 2-pt shot at rim,2,95-100,,
0:04.0,Personal foul by G. Green (drawn by N. Johnson),,95-100,,
0:04.0,,,95-100,,N. Johnson misses free throw 1 of 2
0:04.0,,,95-100,,Offensive rebound by Team
0:04.0,,,95-100,,T. Black enters the game for P. Beverley
0:04.0,,,95-100,,N. Johnson misses free throw 2 of 2
0:03.0,Defensive rebound by E. Bledsoe,,95-100,,
0:02.0,Phoenix full timeout,,95-100,,
0:02.0,,,95-100,,D. Motiejunas enters the game for J. Harden
0:01.0,Turnover by P. Tucker (bad pass),,95-100,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
