time,Atlanta,pts.away,score,pts.home,Indiana
2:42.0,T. Sefolosha enters the game for J. Teague,,106-86,,
2:42.0,M. Scott enters the game for P. Antic,,106-86,,
2:42.0,,,106-86,,D. Sloan enters the game for R. Stuckey
2:42.0,,,106-86,,S. Hill enters the game for C. Watson
2:29.0,,,106-86,,C. Copeland misses 3-pt shot from 27 ft
2:28.0,Defensive rebound by K. Bazemore,,106-86,,
2:16.0,Turnover by T. Sefolosha (bad pass),,106-86,,
2:04.0,,,106-86,,S. Whittington misses 2-pt shot from 3 ft (block by M. Muscala)
2:03.0,,,106-86,,Offensive rebound by S. Whittington
1:58.0,,,106-88,2,C. Miles makes 2-pt shot from 16 ft
1:40.0,Turnover by M. Scott (bad pass; steal by S. Hill),,106-88,,
1:33.0,,,106-88,,Shooting foul by M. Muscala (drawn by S. Whittington)
1:33.0,,,106-90,2,S. Whittington makes 2-pt shot from 5 ft (assist by D. Sloan)
1:33.0,,,106-91,1,S. Whittington makes free throw 1 of 1
1:11.0,K. Bazemore misses 2-pt shot from 11 ft (block by C. Copeland),,106-91,,
1:10.0,,,106-91,,Defensive rebound by S. Hill
1:03.0,,,106-91,,Shooting foul by K. Bazemore (drawn by C. Copeland)
1:03.0,,,106-92,1,C. Copeland makes free throw 1 of 2
1:03.0,,,106-92,,C. Copeland misses free throw 2 of 2
1:03.0,Defensive rebound by T. Sefolosha,,106-92,,
0:43.0,T. Sefolosha makes 2-pt shot at rim (assist by M. Scott),2,108-92,,
0:35.0,,,108-92,,D. Sloan misses 3-pt shot from 25 ft
0:34.0,Defensive rebound by K. Bazemore,,108-92,,
0:15.0,Turnover by M. Scott (bad pass; steal by D. Sloan),,108-92,,
0:06.0,,,108-92,,S. Whittington misses 3-pt shot from 26 ft
0:05.0,Defensive rebound by K. Bazemore,,108-92,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
