time,Toronto,pts.away,score,pts.home,New York
3:36.0,K. Lowry makes free throw 1 of 2,1,83-79,,
3:36.0,K. Lowry makes free throw 2 of 2,1,84-79,,
3:22.0,,,84-81,2,A. Stoudemire makes 2-pt shot at rim (assist by J. Calderon)
3:07.0,Turnover by K. Lowry (bad pass; steal by A. Stoudemire),,84-81,,
3:06.0,,,84-81,,New York full timeout
2:54.0,,,84-84,3,C. Anthony makes 3-pt shot from 24 ft (assist by J. Calderon)
2:38.0,T. Ross makes 2-pt shot from 11 ft,2,86-84,,
2:20.0,,,86-84,,Turnover by A. Stoudemire (lost ball)
2:05.0,K. Lowry misses 2-pt shot from 20 ft,,86-84,,
2:04.0,Offensive rebound by J. Valanciunas,,86-84,,
2:04.0,J. Valanciunas misses 2-pt shot at rim,,86-84,,
2:03.0,,,86-84,,Defensive rebound by A. Stoudemire
1:44.0,,,86-84,,J. Calderon misses 2-pt shot from 18 ft
1:43.0,Defensive rebound by T. Ross,,86-84,,
1:35.0,Turnover by J. Valanciunas (lost ball; steal by C. Anthony),,86-84,,
1:14.0,,,86-84,,C. Anthony misses 2-pt shot from 18 ft
1:13.0,Defensive rebound by K. Lowry,,86-84,,
1:10.0,Toronto full timeout,,86-84,,
1:10.0,,,86-84,,S. Dalembert enters the game for A. Stoudemire
0:54.0,K. Lowry misses 3-pt shot from 25 ft,,86-84,,
0:53.0,,,86-84,,Defensive rebound by T. Hardaway
0:46.0,,,86-84,,New York full timeout
0:46.0,,,86-84,,A. Stoudemire enters the game for S. Dalembert
0:38.0,,,86-84,,C. Anthony misses 2-pt shot from 18 ft
0:36.0,,,86-84,,Offensive rebound by Team
0:29.0,,,86-86,2,C. Anthony makes 2-pt shot from 1 ft
0:29.0,Toronto full timeout,,86-86,,
0:29.0,A. Johnson enters the game for J. Valanciunas,,86-86,,
0:29.0,,,86-86,,Q. Acy enters the game for A. Stoudemire
0:05.0,L. Williams misses 3-pt shot from 25 ft,,86-86,,
0:04.0,Offensive rebound by P. Patterson,,86-86,,
0:03.0,Toronto full timeout,,86-86,,
0:03.0,G. Vasquez enters the game for P. Patterson,,86-86,,
0:03.0,,,86-86,,S. Dalembert enters the game for Q. Acy
0:01.0,K. Lowry misses 2-pt shot from 5 ft,,86-86,,
0:00.0,Offensive rebound by Team,,86-86,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: A. Johnson vs. A. Stoudemire (J. Calderon gains possession),,,,Jump ball: A. Johnson vs. A. Stoudemire (J. Calderon gains possession)
4:37.0,,,86-86,,A. Stoudemire misses 2-pt shot from 4 ft
4:36.0,Defensive rebound by A. Johnson,,86-86,,
4:22.0,P. Patterson makes 3-pt shot from 22 ft (assist by A. Johnson),3,89-86,,
3:57.0,,,89-86,,C. Anthony misses 2-pt shot from 19 ft
3:56.0,,,89-86,,Offensive rebound by A. Stoudemire
3:55.0,,,89-86,,Shooting foul by K. Lowry (drawn by A. Stoudemire)
3:55.0,,,89-87,1,A. Stoudemire makes free throw 1 of 2
3:55.0,,,89-87,,A. Stoudemire misses free throw 2 of 2
3:54.0,Defensive rebound by A. Johnson,,89-87,,
3:33.0,K. Lowry makes 2-pt shot from 20 ft,2,91-87,,
3:07.0,,,91-87,,Turnover by T. Hardaway (lost ball; steal by T. Ross)
3:02.0,L. Williams misses 3-pt shot from 25 ft,,91-87,,
3:01.0,,,91-87,,Defensive rebound by C. Anthony
3:00.0,,,91-87,,New York full timeout
3:00.0,,,91-87,,S. Larkin enters the game for T. Hardaway
2:50.0,,,91-87,,Offensive foul by C. Anthony
2:50.0,,,91-87,,Turnover by C. Anthony (offensive foul)
2:31.0,Turnover by K. Lowry (traveling),,91-87,,
2:18.0,,,91-87,,Shooting foul by A. Johnson (drawn by A. Stoudemire)
2:18.0,,,91-88,1,A. Stoudemire makes free throw 1 of 2
2:18.0,,,91-88,,A. Stoudemire misses free throw 2 of 2
2:17.0,Defensive rebound by A. Johnson,,91-88,,
2:00.0,K. Lowry makes 2-pt shot from 16 ft,2,93-88,,
1:37.0,,,93-88,,C. Anthony misses 3-pt shot from 25 ft
1:36.0,,,93-88,,Offensive rebound by A. Stoudemire
1:27.0,,,93-88,,C. Anthony misses 3-pt shot from 25 ft
1:26.0,Defensive rebound by A. Johnson,,93-88,,
1:06.0,A. Johnson makes 2-pt shot at rim (assist by K. Lowry),2,95-88,,
1:05.0,,,95-88,,New York full timeout
1:05.0,,,95-88,,T. Hardaway enters the game for S. Larkin
0:49.0,Offensive foul by K. Lowry,,95-88,,
0:49.0,Turnover by K. Lowry (offensive foul),,95-88,,
0:42.0,,,95-88,,J. Calderon misses 3-pt shot from 25 ft
0:41.0,,,95-88,,Offensive rebound by A. Stoudemire
0:32.0,,,95-88,,J. Calderon misses 2-pt shot from 2 ft (block by A. Johnson)
0:31.0,Defensive rebound by A. Johnson,,95-88,,
0:11.0,K. Lowry misses 2-pt shot from 20 ft,,95-88,,
0:09.0,,,95-88,,Defensive rebound by T. Hardaway
0:05.0,,,95-90,2,T. Hardaway makes 2-pt shot at rim
0:03.0,Turnover by T. Ross (bad pass; steal by P. Prigioni),,95-90,,
0:01.0,,,95-90,,T. Hardaway misses 3-pt shot from 23 ft
0:00.0,,,95-90,,Offensive rebound by C. Anthony
0:00.0,End of 1st overtime,,,,End of 1st overtime
