time,Memphis,pts.away,score,pts.home,LA Clippers
2:24.0,,,83-89,,B. Griffin misses 2-pt shot from 19 ft
2:22.0,,,83-89,,Offensive rebound by D. Jordan
2:22.0,,,83-89,,Shooting foul by J. Green (drawn by B. Griffin)
2:22.0,,,83-90,1,B. Griffin makes free throw 1 of 2
2:22.0,,,83-91,1,B. Griffin makes free throw 2 of 2
1:57.0,B. Udrih misses 2-pt shot from 14 ft,,83-91,,
1:54.0,,,83-91,,Defensive rebound by D. Jordan
1:37.0,,,83-91,,Turnover by B. Griffin (offensive foul)
1:37.0,,,83-91,,Offensive foul by B. Griffin
1:37.0,V. Carter enters the game for K. Koufos,,83-91,,
1:26.0,,,83-91,,Personal foul by C. Paul (drawn by V. Carter)
1:24.0,,,83-91,,Personal foul by M. Barnes (drawn by V. Carter)
1:24.0,V. Carter misses free throw 1 of 2,,83-91,,
1:24.0,Offensive rebound by Team,,83-91,,
1:24.0,V. Carter makes free throw 2 of 2,1,84-91,,
1:06.0,,,84-91,,C. Paul misses 2-pt shot from 17 ft
1:05.0,Defensive rebound by Z. Randolph,,84-91,,
0:59.0,Shooting foul by M. Barnes (drawn by V. Carter),,84-91,,
0:59.0,V. Carter makes free throw 1 of 2,1,85-91,,
0:59.0,V. Carter makes free throw 2 of 2,1,86-91,,
0:37.0,,,86-91,,J. Redick misses 3-pt shot from 25 ft
0:37.0,,,86-91,,Offensive rebound by B. Griffin
0:37.0,,,86-91,,B. Griffin misses 2-pt shot from 2 ft
0:36.0,,,86-91,,Offensive rebound by B. Griffin
0:36.0,,,86-91,,B. Griffin misses 2-pt shot from 1 ft
0:34.0,Defensive rebound by Team,,86-91,,
0:34.0,Memphis full timeout,,86-91,,
0:24.0,Z. Randolph misses 2-pt shot from 2 ft (block by J. Redick),,86-91,,
0:22.0,Offensive rebound by Z. Randolph,,86-91,,
0:21.0,Z. Randolph misses 2-pt shot from 1 ft,,86-91,,
0:21.0,,,86-91,,Defensive rebound by D. Jordan
0:21.0,Personal foul by J. Green (drawn by D. Jordan),,86-91,,
0:21.0,,,86-92,1,D. Jordan makes free throw 1 of 2
0:21.0,,,86-93,1,D. Jordan makes free throw 2 of 2
0:14.0,J. Green misses 3-pt shot from 26 ft,,86-93,,
0:13.0,,,86-93,,Defensive rebound by M. Barnes
0:13.0,Personal block foul by V. Carter (drawn by M. Barnes),,86-93,,
0:13.0,,,86-93,,M. Barnes misses free throw 1 of 2
0:13.0,,,86-93,,Offensive rebound by Team
0:13.0,,,86-94,1,M. Barnes makes free throw 2 of 2
0:09.0,J. Green misses 3-pt shot from 30 ft,,86-94,,
0:07.0,,,86-94,,Defensive rebound by B. Griffin
0:00.0,End of 4th quarter,,,,End of 4th quarter
