time,Denver,pts.away,score,pts.home,New Orleans
2:10.0,,,93-94,2,T. Evans makes 2-pt shot from 2 ft
2:10.0,Denver full timeout,,93-94,,
1:51.0,J. Nelson makes 2-pt shot from 20 ft (assist by T. Lawson),2,95-94,,
1:35.0,,,95-97,3,E. Gordon makes 3-pt shot from 24 ft (assist by T. Evans)
1:19.0,J. Nelson misses 2-pt shot from 3 ft (block by T. Evans),,95-97,,
1:18.0,,,95-97,,Defensive rebound by T. Evans
1:10.0,,,95-97,,A. Davis misses 2-pt shot from 2 ft (block by K. Faried)
1:09.0,,,95-97,,Offensive rebound by D. Cunningham
1:08.0,,,95-97,,D. Cunningham misses 2-pt shot from 1 ft (block by W. Barton)
1:07.0,Defensive rebound by J. Nelson,,95-97,,
1:04.0,Denver full timeout,,95-97,,
0:56.0,K. Faried makes 2-pt shot from 1 ft (assist by T. Lawson),2,97-97,,
0:44.0,,,97-99,2,A. Davis makes 2-pt shot from 3 ft
0:29.0,J. Nelson makes 2-pt shot from 4 ft,2,99-99,,
0:29.0,,,99-99,,New Orleans full timeout
0:12.0,,,99-101,2,A. Davis makes 2-pt shot from 20 ft
0:12.0,Denver full timeout,,99-101,,
0:04.0,K. Faried makes 2-pt shot from 1 ft (assist by T. Lawson),2,101-101,,
0:04.0,,,101-101,,New Orleans full timeout
0:04.0,,,101-101,,L. Babbitt enters the game for D. Cunningham
0:03.0,Personal foul by K. Faried (drawn by A. Davis),,101-101,,
0:03.0,,,101-101,,New Orleans full timeout
0:00.0,,,101-101,,A. Davis misses 2-pt shot from 20 ft
0:00.0,,,101-101,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: A. Davis vs. K. Faried (E. Gordon gains possession),,,,Jump ball: A. Davis vs. K. Faried (E. Gordon gains possession)
4:39.0,,,101-103,2,A. Davis makes 2-pt shot from 1 ft (assist by T. Evans)
4:21.0,J. Nelson makes 3-pt shot from 24 ft,3,104-103,,
4:03.0,,,104-105,2,A. Davis makes 2-pt shot from 19 ft (assist by E. Gordon)
3:42.0,J. Nelson misses 3-pt shot from 24 ft,,104-105,,
3:40.0,,,104-105,,Defensive rebound by T. Evans
3:31.0,,,104-105,,Turnover by T. Evans (bad pass; steal by J. Nelson)
3:25.0,T. Lawson misses 3-pt shot from 24 ft,,104-105,,
3:24.0,,,104-105,,Defensive rebound by T. Evans
3:02.0,,,104-105,,N. Cole misses 3-pt shot from 24 ft
3:00.0,Defensive rebound by W. Barton,,104-105,,
2:41.0,W. Barton misses 3-pt shot from 24 ft,,104-105,,
2:40.0,,,104-105,,Defensive rebound by A. Davis
2:23.0,,,104-107,2,A. Davis makes 2-pt shot from 17 ft (assist by N. Cole)
2:07.0,J. Nelson misses 2-pt shot from 5 ft (block by A. Davis),,104-107,,
2:05.0,Offensive rebound by K. Faried,,104-107,,
1:42.0,T. Lawson misses 2-pt shot from 2 ft,,104-107,,
1:41.0,,,104-107,,Defensive rebound by A. Davis
1:21.0,,,104-107,,T. Evans misses 2-pt shot from 2 ft
1:19.0,,,104-107,,Offensive rebound by T. Evans
1:18.0,,,104-107,,Turnover by Team (shot clock)
0:56.0,K. Faried makes 2-pt shot from 2 ft (assist by J. Nelson),2,106-107,,
0:40.0,,,106-107,,A. Davis misses 2-pt shot from 11 ft
0:38.0,,,106-107,,Offensive rebound by Team
0:38.0,,,106-107,,New Orleans full timeout
0:14.0,,,106-109,2,E. Gordon makes 2-pt shot from 4 ft (assist by T. Evans)
0:14.0,Denver full timeout,,106-109,,
0:14.0,Denver full timeout,,106-109,,
0:09.0,W. Barton makes 3-pt shot from 26 ft (assist by D. Gallinari),3,109-109,,
0:09.0,,,109-109,,New Orleans full timeout
0:09.0,,,109-109,,Q. Pondexter enters the game for D. Cunningham
0:09.0,G. Harris enters the game for K. Faried,,109-109,,
0:01.0,,,109-109,,T. Evans misses 2-pt shot from 3 ft
0:00.0,Defensive rebound by J. Nelson,,109-109,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
5:00.0,Start of 2nd overtime,,,,Start of 2nd overtime
5:00.0,Jump ball: A. Davis vs. K. Faried (D. Cunningham gains possession),,,,Jump ball: A. Davis vs. K. Faried (D. Cunningham gains possession)
4:50.0,Personal foul by D. Gallinari (drawn by A. Davis),,109-109,,
4:39.0,,,109-109,,A. Davis misses 2-pt shot from 15 ft
4:38.0,Defensive rebound by W. Barton,,109-109,,
4:15.0,K. Faried misses 2-pt shot at rim,,109-109,,
4:13.0,Offensive rebound by T. Lawson,,109-109,,
4:09.0,D. Gallinari misses 3-pt shot from 25 ft,,109-109,,
4:07.0,,,109-109,,Defensive rebound by N. Cole
3:45.0,,,109-109,,E. Gordon misses 2-pt shot from 13 ft
3:44.0,Defensive rebound by K. Faried,,109-109,,
3:32.0,W. Barton misses 3-pt shot from 26 ft,,109-109,,
3:31.0,Offensive rebound by K. Faried,,109-109,,
3:28.0,K. Faried makes 2-pt shot at rim,2,111-109,,
3:06.0,,,111-109,,E. Gordon misses 3-pt shot from 26 ft
3:05.0,Defensive rebound by K. Faried,,111-109,,
2:49.0,K. Faried misses 2-pt shot from 8 ft,,111-109,,
2:48.0,,,111-109,,Defensive rebound by A. Davis
2:34.0,,,111-109,,A. Davis misses 2-pt shot from 19 ft
2:33.0,Defensive rebound by W. Barton,,111-109,,
2:14.0,Turnover by J. Nelson (bad pass),,111-109,,
1:55.0,,,111-109,,E. Gordon misses 3-pt shot from 24 ft
1:54.0,Defensive rebound by K. Faried,,111-109,,
1:41.0,,,111-109,,Personal foul by D. Cunningham (drawn by D. Gallinari)
1:30.0,D. Gallinari makes 3-pt shot from 26 ft (assist by J. Nelson),3,114-109,,
1:30.0,,,114-109,,New Orleans full timeout
1:19.0,,,114-111,2,T. Evans makes 2-pt shot from 1 ft
0:54.0,D. Gallinari misses 2-pt shot from 15 ft,,114-111,,
0:52.0,Offensive rebound by Team,,114-111,,
0:37.0,Denver full timeout,,114-111,,
0:31.0,K. Faried misses 3-pt shot from 26 ft,,114-111,,
0:30.0,,,114-111,,Defensive rebound by T. Evans
0:29.0,,,114-111,,New Orleans full timeout
0:29.0,,,114-111,,L. Babbitt enters the game for D. Cunningham
0:27.0,,,114-111,,Turnover by E. Gordon (bad pass)
0:27.0,Denver full timeout,,114-111,,
0:27.0,,,114-111,,D. Cunningham enters the game for L. Babbitt
0:26.0,Shooting foul by D. Cunningham (drawn by D. Gallinari),,114-111,,
0:26.0,D. Gallinari makes free throw 1 of 2,1,115-111,,
0:26.0,D. Gallinari makes free throw 2 of 2,1,116-111,,
0:26.0,,,116-111,,New Orleans full timeout
0:19.0,,,116-111,,T. Evans misses 3-pt shot from 23 ft
0:18.0,Defensive rebound by W. Barton,,116-111,,
0:15.0,,,116-111,,Personal take foul by T. Evans (drawn by W. Barton)
0:15.0,W. Barton makes free throw 1 of 2,1,117-111,,
0:15.0,W. Barton makes free throw 2 of 2,1,118-111,,
0:08.0,,,118-111,,T. Evans misses 3-pt shot from 26 ft
0:07.0,Defensive rebound by J. Nelson,,118-111,,
0:00.0,End of 2nd overtime,,,,End of 2nd overtime
