time,Cleveland,pts.away,score,pts.home,Milwaukee
0:10.0,,,102-99,,J. Henson enters the game for Z. Pachulia
0:08.0,,,102-99,,Personal foul by J. Dudley (drawn by K. Irving)
0:08.0,K. Irving makes free throw 1 of 2,1,103-99,,
0:08.0,T. Thompson enters the game for K. Love,,103-99,,
0:08.0,K. Irving makes free throw 2 of 2,1,104-99,,
0:08.0,,,104-99,,Milwaukee full timeout
0:08.0,,,104-99,,Z. Pachulia enters the game for J. Henson
0:01.0,,,104-99,,O. Mayo misses 3-pt shot from 28 ft
0:00.0,,,104-99,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
