time,Chicago,pts.away,score,pts.home,Philadelphia
3:58.0,Defensive rebound by T. Snell,,85-83,,
3:52.0,N. Mirotic makes 2-pt shot from 1 ft (assist by E. Moore),2,87-83,,
3:35.0,,,87-83,,I. Smith misses 2-pt shot from 3 ft
3:33.0,Defensive rebound by T. Snell,,87-83,,
3:26.0,N. Mirotic misses 2-pt shot from 2 ft,,87-83,,
3:24.0,,,87-83,,Defensive rebound by L. Mbah a Moute
3:16.0,,,87-83,,H. Thompson misses 3-pt shot from 26 ft
3:14.0,,,87-83,,Offensive rebound by N. Noel
3:13.0,,,87-85,2,N. Noel makes 2-pt shot at rim
2:53.0,A. Brooks makes 2-pt shot from 18 ft,2,89-85,,
2:32.0,,,89-85,,H. Thompson misses 3-pt shot from 23 ft
2:30.0,,,89-85,,Offensive rebound by N. Noel
2:21.0,,,89-88,3,I. Smith makes 3-pt shot from 25 ft
1:56.0,Turnover by P. Gasol (lost ball; steal by L. Mbah a Moute),,89-88,,
1:51.0,,,89-88,,Turnover by I. Smith (lost ball; steal by E. Moore)
1:39.0,P. Gasol misses 2-pt shot from 4 ft,,89-88,,
1:37.0,,,89-88,,Defensive rebound by N. Noel
1:20.0,,,89-88,,I. Canaan misses 2-pt shot from 3 ft (block by P. Gasol)
1:20.0,Defensive rebound by Team,,89-88,,
1:07.0,P. Gasol misses 2-pt shot from 3 ft,,89-88,,
1:05.0,,,89-88,,Defensive rebound by L. Mbah a Moute
0:57.0,,,89-88,,Shooting foul by A. Brooks (drawn by I. Smith)
0:57.0,,,89-89,1,I. Smith makes free throw 1 of 2
0:57.0,,,89-90,1,I. Smith makes free throw 2 of 2
0:57.0,Chicago full timeout,,89-90,,
0:57.0,M. Dunleavy enters the game for E. Moore,,89-90,,
0:57.0,,,89-90,,J. Grant enters the game for I. Canaan
0:46.0,T. Snell misses 2-pt shot from 2 ft (block by H. Thompson),,89-90,,
0:44.0,,,89-90,,Defensive rebound by J. Grant
0:43.0,Personal foul by A. Brooks (drawn by J. Grant),,89-90,,
0:43.0,,,89-91,1,J. Grant makes free throw 1 of 2
0:43.0,,,89-92,1,J. Grant makes free throw 2 of 2
0:43.0,Chicago full timeout,,89-92,,
0:34.0,A. Brooks makes 3-pt shot from 26 ft (assist by T. Snell),3,92-92,,
0:33.0,,,92-92,,Philadelphia full timeout
0:33.0,,,92-92,,I. Canaan enters the game for J. Grant
0:33.0,K. Hinrich enters the game for M. Dunleavy,,92-92,,
0:19.0,,,92-92,,I. Canaan misses 2-pt shot from 1 ft
0:17.0,Defensive rebound by T. Snell,,92-92,,
0:15.0,Turnover by T. Snell (bad pass; steal by H. Thompson),,92-92,,
0:08.0,,,92-92,,Philadelphia full timeout
0:08.0,E. Moore enters the game for A. Brooks,,92-92,,
0:02.0,,,92-92,,L. Mbah a Moute misses 2-pt shot from 16 ft
0:01.0,Defensive rebound by E. Moore,,92-92,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:59.0,Jump ball: P. Gasol vs. N. Noel (N. Mirotic gains possession),,,,Jump ball: P. Gasol vs. N. Noel (N. Mirotic gains possession)
4:41.0,M. Dunleavy misses 2-pt shot from 16 ft,,92-92,,
4:39.0,,,92-92,,Defensive rebound by N. Noel
4:24.0,,,92-92,,I. Smith misses 2-pt shot from 6 ft
4:22.0,Defensive rebound by N. Mirotic,,92-92,,
4:12.0,A. Brooks makes 2-pt shot from 1 ft,2,94-92,,
3:50.0,,,94-92,,I. Canaan misses 3-pt shot from 24 ft
3:46.0,Defensive rebound by M. Dunleavy,,94-92,,
3:35.0,A. Brooks misses 2-pt shot from 5 ft,,94-92,,
3:33.0,,,94-92,,Defensive rebound by I. Canaan
3:25.0,,,94-92,,I. Canaan misses 2-pt shot from 4 ft
3:24.0,Defensive rebound by N. Mirotic,,94-92,,
3:04.0,P. Gasol makes 2-pt shot from 17 ft (assist by M. Dunleavy),2,96-92,,
3:03.0,,,96-92,,Philadelphia full timeout
2:51.0,,,96-92,,H. Thompson misses 2-pt shot from 21 ft
2:49.0,,,96-92,,Offensive rebound by L. Mbah a Moute
2:49.0,,,96-92,,L. Mbah a Moute misses 2-pt shot at rim
2:47.0,Defensive rebound by T. Snell,,96-92,,
2:32.0,P. Gasol makes 2-pt shot from 1 ft (assist by A. Brooks),2,98-92,,
2:23.0,,,98-94,2,I. Smith makes 2-pt shot at rim
2:09.0,A. Brooks makes 2-pt shot from 1 ft,2,100-94,,
1:59.0,,,100-94,,I. Smith misses 2-pt shot from 3 ft
1:57.0,Defensive rebound by N. Mirotic,,100-94,,
1:34.0,M. Dunleavy misses 2-pt shot from 14 ft,,100-94,,
1:33.0,,,100-94,,Defensive rebound by N. Noel
1:26.0,,,100-94,,I. Canaan misses 3-pt shot from 26 ft
1:24.0,Defensive rebound by T. Snell,,100-94,,
1:03.0,A. Brooks makes 3-pt shot from 25 ft,3,103-94,,
1:03.0,,,103-94,,Philadelphia full timeout
1:03.0,K. Hinrich enters the game for A. Brooks,,103-94,,
1:03.0,,,103-94,,R. Covington enters the game for L. Mbah a Moute
0:55.0,,,103-94,,H. Thompson misses 2-pt shot from 5 ft
0:54.0,Defensive rebound by N. Mirotic,,103-94,,
0:46.0,Chicago full timeout,,103-94,,
0:46.0,A. Brooks enters the game for K. Hinrich,,103-94,,
0:46.0,,,103-94,,J. Sampson enters the game for I. Smith
0:46.0,,,103-94,,J. Grant enters the game for I. Canaan
0:38.0,,,103-94,,Personal foul by J. Grant (drawn by N. Mirotic)
0:38.0,Chicago full timeout,,103-94,,
0:29.0,,,103-94,,Personal foul by N. Noel (drawn by T. Snell)
0:29.0,T. Snell makes free throw 1 of 2,1,104-94,,
0:29.0,K. Hinrich enters the game for A. Brooks,,104-94,,
0:29.0,,,104-94,,T. Robinson enters the game for N. Noel
0:29.0,,,104-94,,I. Smith enters the game for J. Sampson
0:29.0,T. Snell misses free throw 2 of 2,,104-94,,
0:27.0,,,104-94,,Defensive rebound by T. Robinson
0:21.0,,,104-94,,R. Covington misses 3-pt shot from 25 ft
0:20.0,,,104-94,,Offensive rebound by T. Robinson
0:16.0,,,104-94,,Shooting foul by P. Gasol (drawn by R. Covington)
0:16.0,,,104-94,,R. Covington misses free throw 1 of 2
0:16.0,,,104-94,,Offensive rebound by Team
0:16.0,A. Brooks enters the game for K. Hinrich,,104-94,,
0:16.0,,,104-95,1,R. Covington makes free throw 2 of 2
0:00.0,End of 1st overtime,,,,End of 1st overtime
