time,LA Lakers,pts.away,score,pts.home,San Antonio
2:41.0,W. Ellington makes 3-pt shot from 24 ft (assist by J. Clarkson),3,76-92,,
2:25.0,,,76-92,,B. Diaw misses 2-pt shot from 6 ft
2:24.0,Defensive rebound by W. Ellington,,76-92,,
2:19.0,J. Hill makes 2-pt shot at rim (assist by W. Johnson),2,78-92,,
2:02.0,,,78-94,2,C. Joseph makes 2-pt shot from 1 ft (assist by J. Ayres)
2:02.0,,,78-94,,Shooting foul by J. Hill (drawn by C. Joseph)
2:02.0,Official timeout,,78-94,,
2:02.0,,,78-95,1,C. Joseph makes free throw 1 of 1
1:52.0,,,78-95,,Personal foul by J. Green (drawn by R. Sacre)
1:52.0,,,78-95,,K. Leonard enters the game for J. Green
1:43.0,J. Hill makes 2-pt shot from 14 ft (assist by W. Johnson),2,80-95,,
1:35.0,,,80-97,2,M. Bonner makes 2-pt shot from 13 ft (assist by K. Leonard)
1:17.0,,,80-97,,Personal foul by B. Diaw (drawn by R. Sacre)
1:17.0,R. Sacre makes free throw 1 of 2,1,81-97,,
1:17.0,,,81-97,,J. Green enters the game for K. Leonard
1:17.0,R. Sacre makes free throw 2 of 2,1,82-97,,
0:59.0,,,82-97,,B. Diaw misses 3-pt shot from 23 ft
0:58.0,Defensive rebound by J. Hill,,82-97,,
0:52.0,,,82-97,,Personal foul by J. Ayres (drawn by R. Sacre)
0:52.0,R. Sacre misses free throw 1 of 2,,82-97,,
0:52.0,Offensive rebound by Team,,82-97,,
0:52.0,R. Sacre makes free throw 2 of 2,1,83-97,,
0:35.0,,,83-99,2,M. Bonner makes 2-pt shot from 4 ft (assist by B. Diaw)
0:25.0,W. Ellington makes 2-pt shot from 14 ft (assist by W. Johnson),2,85-99,,
0:00.0,,,85-99,,Turnover by Team (shot clock)
0:00.0,End of 4th quarter,,,,End of 4th quarter
