time,Boston,pts.away,score,pts.home,Atlanta
1:24.0,,,99-105,,Shooting foul by E. Turner (drawn by P. Millsap)
1:24.0,,,99-106,1,P. Millsap makes free throw 1 of 1
1:13.0,J. Sullinger makes 3-pt shot from 25 ft (assist by R. Rondo),3,102-106,,
1:00.0,Personal foul by A. Bradley (drawn by D. Schroder),,102-106,,
1:00.0,,,102-106,,D. Schroder misses free throw 1 of 2
1:00.0,,,102-106,,Offensive rebound by Team
1:00.0,,,102-107,1,D. Schroder makes free throw 2 of 2
0:52.0,Boston full timeout,,102-107,,
0:50.0,J. Green makes 2-pt shot from 1 ft (assist by E. Turner),2,104-107,,
0:50.0,Shooting foul by A. Horford (drawn by J. Green),,104-107,,
0:50.0,B. Bass enters the game for E. Turner,,104-107,,
0:50.0,T. Zeller enters the game for J. Sullinger,,104-107,,
0:50.0,J. Green makes free throw 1 of 1,1,105-107,,
0:26.0,,,105-107,,P. Millsap misses 2-pt shot from 13 ft
0:24.0,Defensive rebound by A. Bradley,,105-107,,
0:24.0,Boston full timeout,,105-107,,
0:24.0,,,105-107,,K. Bazemore enters the game for K. Korver
0:24.0,J. Sullinger enters the game for T. Zeller,,105-107,,
0:24.0,E. Turner enters the game for B. Bass,,105-107,,
0:17.0,J. Green misses 2-pt shot from 15 ft,,105-107,,
0:15.0,,,105-107,,Defensive rebound by D. Schroder
0:07.0,,,105-109,2,K. Bazemore makes 2-pt shot at rim
0:02.0,J. Green misses 3-pt shot from 23 ft,,105-109,,
0:01.0,,,105-109,,Defensive rebound by A. Horford
0:00.0,End of 4th quarter,,,,End of 4th quarter
