time,Sacramento,pts.away,score,pts.home,Houston
6:44.0,,,98-104,,Defensive rebound by C. Brewer
6:39.0,,,98-104,,Turnover by J. Harden (lost ball; steal by O. Casspi)
6:35.0,D. Williams makes 2-pt shot at rim (assist by O. Casspi),2,100-104,,
6:26.0,,,100-104,,C. Brewer misses 2-pt shot from 3 ft
6:24.0,Defensive rebound by D. Cousins,,100-104,,
6:20.0,Turnover by D. Williams (step out of bounds),,100-104,,
6:03.0,Personal foul by O. Casspi (drawn by J. Harden),,100-104,,
6:03.0,,,100-104,,T. Jones enters the game for J. Smith
6:03.0,,,100-104,,T. Ariza enters the game for C. Brewer
5:54.0,,,100-104,,Turnover by J. Harden (lost ball; steal by O. Casspi)
5:50.0,O. Casspi makes 2-pt shot at rim,2,102-104,,
5:37.0,Personal block foul by D. Cousins (drawn by J. Harden),,102-104,,
5:37.0,,,102-104,,Houston full timeout
5:25.0,,,102-107,3,J. Harden makes 3-pt shot from 27 ft
5:03.0,O. Casspi misses 3-pt shot from 26 ft,,102-107,,
5:02.0,,,102-107,,Defensive rebound by T. Jones
4:57.0,,,102-107,,Turnover by J. Harden (lost ball; steal by O. Casspi)
4:53.0,Turnover by O. Casspi (bad pass),,102-107,,
4:32.0,,,102-109,2,J. Harden makes 2-pt shot from 2 ft
4:17.0,Turnover by R. McCallum (bad pass; steal by T. Jones),,102-109,,
4:12.0,,,102-109,,Personal foul by J. Dorsey (drawn by D. Cousins)
4:12.0,Personal foul by D. Cousins,,102-109,,
4:12.0,J. Thompson enters the game for D. Williams,,102-109,,
4:04.0,,,102-111,2,J. Harden makes 2-pt shot from 2 ft
4:04.0,,,102-111,,Shooting foul by O. Casspi (drawn by J. Harden)
4:04.0,,,102-112,1,J. Harden makes free throw 1 of 1
3:50.0,D. Cousins makes 2-pt shot from 7 ft,2,104-112,,
3:32.0,,,104-112,,T. Jones misses 2-pt shot from 6 ft
3:30.0,,,104-112,,Offensive rebound by T. Jones
3:07.0,,,104-112,,T. Jones misses 3-pt shot from 27 ft
3:06.0,,,104-112,,Offensive rebound by J. Dorsey
3:03.0,,,104-112,,Turnover by J. Dorsey (back court)
3:03.0,Sacramento full timeout,,104-112,,
2:53.0,D. Cousins misses 2-pt shot from 6 ft,,104-112,,
2:52.0,,,104-112,,Defensive rebound by J. Dorsey
2:32.0,,,104-112,,Turnover by T. Jones (bad pass; steal by J. Thompson)
2:21.0,B. McLemore makes 3-pt shot from 26 ft (assist by D. Cousins),3,107-112,,
1:56.0,,,107-112,,Turnover by J. Harden (step out of bounds)
1:47.0,R. McCallum misses 3-pt shot from 24 ft,,107-112,,
1:46.0,,,107-112,,Defensive rebound by J. Harden
1:45.0,Personal foul by R. McCallum (drawn by J. Harden),,107-112,,
1:45.0,,,107-113,1,J. Harden makes free throw 1 of 2
1:45.0,,,107-114,1,J. Harden makes free throw 2 of 2
1:40.0,Shooting foul by P. Prigioni (drawn by R. McCallum),,107-114,,
1:40.0,R. McCallum misses free throw 1 of 2,,107-114,,
1:40.0,Offensive rebound by Team,,107-114,,
1:40.0,R. McCallum misses free throw 2 of 2,,107-114,,
1:38.0,,,107-114,,Defensive rebound by J. Harden
1:22.0,Personal foul by O. Casspi (drawn by P. Prigioni),,107-114,,
1:22.0,,,107-115,1,P. Prigioni makes free throw 1 of 2
1:22.0,,,107-115,,P. Prigioni misses free throw 2 of 2
1:22.0,Defensive rebound by D. Cousins,,107-115,,
1:21.0,Sacramento full timeout,,107-115,,
1:21.0,,,107-115,,C. Brewer enters the game for P. Prigioni
1:16.0,Shooting foul by T. Ariza (drawn by J. Thompson),,107-115,,
1:16.0,J. Thompson makes free throw 1 of 2,1,108-115,,
1:16.0,,,108-115,,P. Prigioni enters the game for C. Brewer
1:16.0,J. Thompson makes free throw 2 of 2,1,109-115,,
0:55.0,,,109-115,,Turnover by T. Jones (bad pass)
0:55.0,Sacramento full timeout,,109-115,,
0:55.0,,,109-115,,C. Brewer enters the game for P. Prigioni
0:52.0,O. Casspi makes 2-pt shot from 1 ft (assist by D. Cousins),2,111-115,,
0:52.0,,,111-115,,Houston full timeout
0:52.0,,,111-115,,P. Prigioni enters the game for J. Dorsey
0:28.0,,,111-115,,C. Brewer misses 2-pt shot from 22 ft
0:27.0,Defensive rebound by B. McLemore,,111-115,,
0:11.0,O. Casspi misses 3-pt shot from 25 ft,,111-115,,
0:10.0,,,111-115,,Defensive rebound by J. Harden
0:09.0,Personal take foul by J. Thompson (drawn by J. Harden),,111-115,,
0:09.0,,,111-115,,J. Harden misses free throw 1 of 2
0:09.0,,,111-115,,Offensive rebound by Team
0:09.0,,,111-115,,J. Harden misses free throw 2 of 2
0:09.0,Defensive rebound by D. Cousins,,111-115,,
0:09.0,Sacramento full timeout,,111-115,,
0:01.0,D. Cousins misses 2-pt shot from 2 ft,,111-115,,
0:00.0,Offensive rebound by Team,,111-115,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
