time,Utah,pts.away,score,pts.home,Houston
6:15.0,B. Cotton makes 2-pt shot from 11 ft (assist by G. Jerrett),2,76-104,,
6:01.0,,,76-106,2,K. McDaniels makes 2-pt shot from 1 ft
5:45.0,Utah full timeout,,76-106,,
5:42.0,J. Cooley misses 2-pt shot from 4 ft,,76-106,,
5:40.0,,,76-106,,Defensive rebound by C. Capela
5:24.0,,,76-106,,Turnover by N. Johnson (bad pass; steal by G. Jerrett)
5:19.0,G. Jerrett makes 2-pt shot from 4 ft (assist by E. Millsap),2,78-106,,
5:19.0,Shooting foul by K. Papanikolaou (drawn by G. Jerrett),,78-106,,
5:19.0,G. Jerrett makes free throw 1 of 1,1,79-106,,
5:15.0,,,79-106,,Turnover by N. Johnson (bad pass; steal by E. Millsap)
5:13.0,Shooting foul by C. Capela (drawn by E. Millsap),,79-106,,
5:13.0,E. Millsap misses free throw 1 of 2,,79-106,,
5:13.0,Offensive rebound by Team,,79-106,,
5:13.0,E. Millsap makes free throw 2 of 2,1,80-106,,
5:02.0,,,80-106,,K. McDaniels misses 3-pt shot from 24 ft
5:01.0,Defensive rebound by Team,,80-106,,
4:50.0,B. Cotton misses 3-pt shot from 24 ft,,80-106,,
4:49.0,,,80-106,,Defensive rebound by K. Papanikolaou
4:35.0,Personal foul by E. Millsap (drawn by K. McDaniels),,80-106,,
4:26.0,,,80-108,2,N. Johnson makes 2-pt shot from 8 ft
4:13.0,G. Jerrett makes 2-pt shot from 8 ft,2,82-108,,
3:53.0,,,82-108,,C. Capela misses 2-pt shot from 6 ft (block by J. Cooley)
3:51.0,Defensive rebound by C. Johnson,,82-108,,
3:47.0,C. Johnson makes 2-pt shot from 2 ft,2,84-108,,
3:30.0,,,84-108,,Offensive foul by N. Johnson
3:30.0,,,84-108,,Turnover by N. Johnson (offensive foul)
3:15.0,J. Cooley misses 2-pt shot from 19 ft,,84-108,,
3:14.0,,,84-108,,Defensive rebound by C. Capela
3:03.0,,,84-108,,K. Papanikolaou misses 3-pt shot from 24 ft
3:02.0,Defensive rebound by G. Jerrett,,84-108,,
2:52.0,G. Jerrett misses 3-pt shot from 25 ft,,84-108,,
2:50.0,,,84-108,,Defensive rebound by K. McDaniels
2:41.0,,,84-108,,Shooting foul by G. Jerrett (drawn by C. Capela)
2:41.0,,,84-108,,Houston full timeout
2:41.0,,,84-109,1,C. Capela makes free throw 1 of 2
2:41.0,,,84-109,,C. Capela misses free throw 2 of 2
2:41.0,Defensive rebound by G. Jerrett,,84-109,,
2:30.0,C. Johnson makes 2-pt shot from 1 ft (assist by B. Cotton),2,86-109,,
2:15.0,,,86-109,,K. McDaniels misses 2-pt shot at rim
2:14.0,Defensive rebound by J. Cooley,,86-109,,
2:07.0,E. Millsap misses 3-pt shot from 25 ft,,86-109,,
2:07.0,Offensive rebound by Team,,86-109,,
2:07.0,,,86-109,,Loose ball foul by K. McDaniels (drawn by J. Cooley)
2:07.0,J. Cooley makes free throw 1 of 2,1,87-109,,
2:07.0,J. Cooley misses free throw 2 of 2,,87-109,,
2:07.0,,,87-109,,Defensive rebound by C. Capela
1:53.0,,,87-111,2,C. Capela makes 2-pt shot at rim (assist by J. Dorsey)
1:41.0,B. Cotton makes 2-pt shot from 19 ft,2,89-111,,
1:25.0,,,89-113,2,K. McDaniels makes 2-pt shot at rim (assist by C. Capela)
1:12.0,E. Millsap misses 3-pt shot from 24 ft,,89-113,,
1:11.0,,,89-113,,Defensive rebound by C. Capela
1:01.0,,,89-113,,Shooting foul by J. Cooley (drawn by C. Capela)
1:01.0,,,89-113,,C. Capela misses free throw 1 of 2
1:01.0,,,89-113,,Offensive rebound by Team
1:01.0,,,89-114,1,C. Capela makes free throw 2 of 2
0:51.0,G. Jerrett misses 2-pt shot from 7 ft,,89-114,,
0:50.0,,,89-114,,Defensive rebound by K. McDaniels
0:36.0,Personal foul by J. Cooley (drawn by J. Dorsey),,89-114,,
0:36.0,,,89-114,,J. Dorsey misses free throw 1 of 2
0:36.0,,,89-114,,Offensive rebound by Team
0:36.0,,,89-115,1,J. Dorsey makes free throw 2 of 2
0:30.0,B. Cotton makes 2-pt shot from 5 ft,2,91-115,,
0:19.0,,,91-115,,Shooting foul by J. Cooley (drawn by N. Johnson)
0:19.0,,,91-116,1,N. Johnson makes free throw 1 of 2
0:19.0,,,91-117,1,N. Johnson makes free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
