time,Milwaukee,pts.away,score,pts.home,New York
4:07.0,,,92-81,,Shooting foul by J. Dudley (drawn by L. Thomas)
4:07.0,,,92-82,1,L. Thomas makes free throw 1 of 2
4:07.0,G. Antetokounmpo enters the game for J. Bayless,,92-82,,
4:07.0,M. Carter-Williams enters the game for K. Middleton,,92-82,,
4:07.0,,,92-83,1,L. Thomas makes free throw 2 of 2
3:57.0,M. Carter-Williams makes 2-pt shot from 10 ft,2,94-83,,
3:46.0,,,94-83,,Turnover by S. Larkin (lost ball; steal by M. Carter-Williams)
3:42.0,G. Antetokounmpo makes 2-pt shot from 2 ft (assist by M. Carter-Williams),2,96-83,,
3:42.0,Shooting foul by L. Galloway (drawn by G. Antetokounmpo),,96-83,,
3:42.0,,,96-83,,New York full timeout
3:42.0,G. Antetokounmpo makes free throw 1 of 1,1,97-83,,
3:25.0,,,97-83,,Shooting foul by J. Henson (drawn by L. Amundson)
3:25.0,,,97-83,,L. Amundson misses free throw 1 of 2
3:25.0,,,97-83,,Offensive rebound by Team
3:25.0,,,97-83,,L. Amundson misses free throw 2 of 2
3:25.0,Defensive rebound by G. Antetokounmpo,,97-83,,
3:10.0,Shooting foul by S. Larkin (drawn by M. Carter-Williams),,97-83,,
3:10.0,M. Carter-Williams misses free throw 1 of 2,,97-83,,
3:10.0,Offensive rebound by Team,,97-83,,
3:10.0,M. Carter-Williams makes free throw 2 of 2,1,98-83,,
2:56.0,,,98-85,2,L. Amundson makes 2-pt shot from 14 ft
2:39.0,Turnover by M. Carter-Williams (lost ball; steal by L. Galloway),,98-85,,
2:26.0,,,98-85,,J. Smith misses 2-pt shot from 6 ft (block by J. Henson)
2:24.0,Defensive rebound by Team,,98-85,,
2:24.0,,,98-85,,Loose ball foul by J. Smith (drawn by J. Dudley)
2:24.0,J. Dudley makes free throw 1 of 2,1,99-85,,
2:24.0,T. Ennis enters the game for M. Carter-Williams,,99-85,,
2:24.0,M. Plumlee enters the game for J. Henson,,99-85,,
2:24.0,J. O'Bryant enters the game for G. Antetokounmpo,,99-85,,
2:24.0,,,99-85,,Q. Acy enters the game for L. Thomas
2:24.0,,,99-85,,R. Ledo enters the game for S. Larkin
2:24.0,J. Dudley misses free throw 2 of 2,,99-85,,
2:23.0,,,99-85,,Defensive rebound by L. Amundson
2:11.0,,,99-85,,Shooting foul by T. Ennis (drawn by L. Galloway)
2:11.0,,,99-86,1,L. Galloway makes free throw 1 of 2
2:11.0,,,99-86,,C. Aldrich enters the game for J. Smith
2:11.0,,,99-87,1,L. Galloway makes free throw 2 of 2
1:49.0,J. O'Bryant misses 2-pt shot from 17 ft,,99-87,,
1:47.0,,,99-87,,Defensive rebound by Q. Acy
1:38.0,,,99-87,,Turnover by R. Ledo (bad pass; steal by T. Ennis)
1:21.0,T. Ennis misses 2-pt shot from 3 ft,,99-87,,
1:20.0,,,99-87,,Defensive rebound by L. Amundson
1:08.0,,,99-87,,Q. Acy misses 3-pt shot from 22 ft
1:06.0,Defensive rebound by J. O'Bryant,,99-87,,
0:46.0,Shooting foul by R. Ledo (drawn by J. O'Bryant),,99-87,,
0:46.0,J. O'Bryant misses free throw 1 of 2,,99-87,,
0:46.0,Offensive rebound by Team,,99-87,,
0:46.0,J. O'Bryant misses free throw 2 of 2,,99-87,,
0:45.0,,,99-87,,Defensive rebound by C. Aldrich
0:30.0,,,99-87,,L. Amundson misses 2-pt shot from 3 ft
0:30.0,,,99-87,,Offensive rebound by R. Ledo
0:30.0,,,99-89,2,R. Ledo makes 2-pt shot from 1 ft
0:06.0,Turnover by Team (shot clock),,99-89,,
0:01.0,,,99-91,2,L. Galloway makes 2-pt shot from 15 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
