time,Golden State,pts.away,score,pts.home,Dallas
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,A. Iguodala makes 3-pt shot from 24 ft (assist by S. Livingston),3,93-76,,
11:24.0,Violation by D. Green (def goaltending),,93-76,,
11:24.0,,,93-78,2,D. Harris makes 2-pt shot from 1 ft (assist by D. Nowitzki)
11:03.0,L. Barbosa misses 3-pt shot from 22 ft,,93-78,,
11:02.0,Offensive rebound by S. Livingston,,93-78,,
10:56.0,M. Speights makes 2-pt shot at rim (assist by S. Livingston),2,95-78,,
10:41.0,,,95-78,,Shooting foul by S. Livingston (drawn by D. Harris)
10:41.0,,,95-79,1,D. Harris makes free throw 1 of 2
10:41.0,,,95-79,,R. Jefferson enters the game for A. Aminu
10:41.0,,,95-80,1,D. Harris makes free throw 2 of 2
10:26.0,A. Iguodala misses 3-pt shot from 24 ft,,95-80,,
10:25.0,,,95-80,,Defensive rebound by A. Stoudemire
10:19.0,,,95-82,2,A. Stoudemire makes 2-pt shot from 6 ft (assist by D. Harris)
10:19.0,,,95-82,,Shooting foul by M. Speights (drawn by A. Stoudemire)
10:19.0,,,95-82,,A. Stoudemire misses free throw 1 of 1
10:18.0,Defensive rebound by D. Green,,95-82,,
10:10.0,,,95-82,,Personal foul by D. Harris (drawn by S. Livingston)
10:10.0,,,95-82,,M. Ellis enters the game for A. Stoudemire
9:57.0,L. Barbosa misses 2-pt shot from 4 ft,,95-82,,
9:55.0,Offensive rebound by M. Speights,,95-82,,
9:54.0,M. Speights makes 2-pt shot from 5 ft,2,97-82,,
9:44.0,Personal foul by M. Speights (drawn by D. Harris),,97-82,,
9:32.0,,,97-82,,R. Jefferson misses 3-pt shot from 24 ft
9:31.0,Defensive rebound by M. Speights,,97-82,,
9:25.0,Offensive charge foul by M. Speights,,97-82,,
9:25.0,Turnover by M. Speights (offensive foul),,97-82,,
9:19.0,,,97-84,2,J. Barea makes 2-pt shot from 6 ft
9:04.0,Shooting foul by D. Nowitzki (drawn by S. Livingston),,97-84,,
9:04.0,S. Livingston makes free throw 1 of 2,1,98-84,,
9:04.0,K. Thompson enters the game for L. Barbosa,,98-84,,
9:04.0,S. Livingston makes free throw 2 of 2,1,99-84,,
8:54.0,,,99-84,,M. Ellis misses 2-pt shot from 19 ft
8:53.0,Defensive rebound by S. Livingston,,99-84,,
8:41.0,A. Iguodala misses 2-pt shot from 6 ft,,99-84,,
8:40.0,,,99-84,,Defensive rebound by D. Nowitzki
8:33.0,,,99-87,3,R. Jefferson makes 3-pt shot from 23 ft (assist by M. Ellis)
8:13.0,K. Thompson misses 2-pt shot from 9 ft (block by D. Nowitzki),,99-87,,
8:13.0,Offensive rebound by M. Speights,,99-87,,
8:13.0,Shooting foul by D. Harris (drawn by M. Speights),,99-87,,
8:13.0,Official timeout,,99-87,,
8:13.0,M. Speights makes free throw 1 of 2,1,100-87,,
8:13.0,M. Speights makes free throw 2 of 2,1,101-87,,
8:04.0,,,101-87,,R. Jefferson misses 3-pt shot from 24 ft
8:03.0,Defensive rebound by D. Green,,101-87,,
7:41.0,M. Speights makes 3-pt shot from 24 ft (assist by S. Livingston),3,104-87,,
7:39.0,,,104-87,,Dallas full timeout
7:39.0,,,104-87,,A. Aminu enters the game for D. Harris
7:39.0,H. Barnes enters the game for M. Speights,,104-87,,
7:24.0,,,104-87,,D. Nowitzki misses 2-pt shot from 12 ft
7:23.0,Defensive rebound by H. Barnes,,104-87,,
7:17.0,Offensive foul by S. Livingston,,104-87,,
7:17.0,Turnover by S. Livingston (offensive foul),,104-87,,
7:05.0,,,104-87,,Turnover by D. Nowitzki (bad pass; steal by H. Barnes)
7:01.0,S. Livingston makes 2-pt shot at rim (assist by H. Barnes),2,106-87,,
6:51.0,,,106-89,2,J. Barea makes 2-pt shot from 18 ft
6:34.0,,,106-89,,Personal foul by J. Barea (drawn by S. Livingston)
6:34.0,,,106-89,,T. Chandler enters the game for D. Nowitzki
6:31.0,Shooting foul by R. Jefferson (drawn by S. Livingston),,106-89,,
6:31.0,S. Livingston makes free throw 1 of 2,1,107-89,,
6:31.0,S. Livingston makes free throw 2 of 2,1,108-89,,
6:16.0,,,108-92,3,J. Barea makes 3-pt shot from 24 ft
6:01.0,Shooting foul by T. Chandler (drawn by K. Thompson),,108-92,,
6:01.0,K. Thompson misses free throw 1 of 2,,108-92,,
6:01.0,Offensive rebound by Team,,108-92,,
6:01.0,K. Thompson makes free throw 2 of 2,1,109-92,,
5:41.0,,,109-92,,J. Barea misses 3-pt shot from 24 ft
5:40.0,Defensive rebound by K. Thompson,,109-92,,
5:31.0,Shooting foul by M. Ellis (drawn by K. Thompson),,109-92,,
5:31.0,K. Thompson misses free throw 1 of 2,,109-92,,
5:31.0,Offensive rebound by Team,,109-92,,
5:31.0,,,109-92,,D. Harris enters the game for R. Jefferson
5:31.0,,,109-92,,D. Nowitzki enters the game for T. Chandler
5:31.0,L. Barbosa enters the game for A. Iguodala,,109-92,,
5:31.0,K. Thompson makes free throw 2 of 2,1,110-92,,
5:19.0,,,110-92,,M. Ellis misses 2-pt shot from 6 ft
5:18.0,Defensive rebound by H. Barnes,,110-92,,
5:06.0,Offensive foul by H. Barnes,,110-92,,
5:06.0,Turnover by H. Barnes (offensive foul),,110-92,,
4:52.0,,,110-92,,Shooting foul by K. Thompson (drawn by D. Nowitzki)
4:52.0,,,110-93,1,D. Nowitzki makes free throw 1 of 2
4:52.0,,,110-94,1,D. Nowitzki makes free throw 2 of 2
4:34.0,K. Thompson makes 3-pt shot from 23 ft (assist by D. Green),3,113-94,,
4:23.0,,,113-96,2,J. Barea makes 2-pt shot from 1 ft
4:03.0,H. Barnes makes 2-pt shot at rim (assist by D. Green),2,115-96,,
3:44.0,Personal foul by S. Livingston (drawn by D. Nowitzki),,115-96,,
3:44.0,,,115-97,1,D. Nowitzki makes free throw 1 of 2
3:44.0,,,115-97,,R. Felton enters the game for M. Ellis
3:44.0,,,115-97,,D. Powell enters the game for D. Harris
3:44.0,,,115-98,1,D. Nowitzki makes free throw 2 of 2
3:32.0,D. Green misses 3-pt shot from 24 ft,,115-98,,
3:31.0,,,115-98,,Defensive rebound by A. Aminu
3:22.0,,,115-98,,Shooting foul by K. Thompson (drawn by D. Powell)
3:22.0,,,115-99,1,D. Powell makes free throw 1 of 2
3:22.0,,,115-99,,C. Villanueva enters the game for D. Nowitzki
3:22.0,,,115-100,1,D. Powell makes free throw 2 of 2
3:10.0,Turnover by D. Green (traveling),,115-100,,
3:00.0,,,115-102,2,D. Powell makes 2-pt shot at rim (assist by A. Aminu)
2:43.0,Shooting foul by R. Felton (drawn by S. Livingston),,115-102,,
2:43.0,Golden State full timeout,,115-102,,
2:43.0,,,115-102,,B. James enters the game for J. Barea
2:43.0,M. Speights enters the game for D. Green,,115-102,,
2:43.0,J. Holiday enters the game for K. Thompson,,115-102,,
2:43.0,S. Livingston misses free throw 1 of 2,,115-102,,
2:43.0,Offensive rebound by Team,,115-102,,
2:43.0,S. Livingston makes free throw 2 of 2,1,116-102,,
2:36.0,,,116-102,,Turnover by D. Powell (step out of bounds)
2:19.0,M. Speights misses 2-pt shot from 16 ft,,116-102,,
2:18.0,,,116-102,,Defensive rebound by B. James
2:03.0,,,116-102,,D. Powell misses 2-pt shot from 18 ft
2:02.0,,,116-102,,Offensive rebound by B. James
2:01.0,,,116-102,,Shooting foul by M. Speights (drawn by B. James)
2:01.0,F. Ezeli enters the game for M. Speights,,116-102,,
2:01.0,,,116-103,1,B. James makes free throw 1 of 2
2:01.0,,,116-104,1,B. James makes free throw 2 of 2
1:47.0,H. Barnes makes 2-pt shot from 16 ft,2,118-104,,
1:37.0,,,118-106,2,C. Villanueva makes 2-pt shot from 6 ft
1:25.0,Turnover by H. Barnes (bad pass; steal by A. Aminu),,118-106,,
1:19.0,,,118-106,,Turnover by A. Aminu (lost ball; steal by J. Holiday)
1:11.0,Shooting foul by C. Villanueva (drawn by L. Barbosa),,118-106,,
1:11.0,L. Barbosa makes free throw 1 of 3,1,119-106,,
1:11.0,L. Barbosa makes free throw 2 of 3,1,120-106,,
1:11.0,L. Barbosa makes free throw 3 of 3,1,121-106,,
1:01.0,Personal foul by L. Barbosa (drawn by R. Felton),,121-106,,
1:01.0,,,121-107,1,R. Felton makes free throw 1 of 2
1:01.0,,,121-108,1,R. Felton makes free throw 2 of 2
0:49.0,J. Holiday misses 2-pt shot from 20 ft,,121-108,,
0:48.0,,,121-108,,Defensive rebound by Team
0:40.0,,,121-108,,Turnover by R. Felton (lost ball)
0:23.0,F. Ezeli makes 2-pt shot from 7 ft,2,123-108,,
0:17.0,,,123-108,,D. Powell misses 3-pt shot from 22 ft
0:16.0,Defensive rebound by H. Barnes,,123-108,,
0:11.0,Turnover by L. Barbosa (bad pass),,123-108,,
0:05.0,,,123-108,,C. Villanueva misses 3-pt shot from 28 ft
0:05.0,,,123-108,,Offensive rebound by B. James
0:05.0,Loose ball foul by F. Ezeli (drawn by B. James),,123-108,,
0:05.0,,,123-109,1,B. James makes free throw 1 of 2
0:05.0,,,123-110,1,B. James makes free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
