time,Memphis,pts.away,score,pts.home,Houston
5:11.0,,,82-103,2,K. Papanikolaou makes 2-pt shot from 6 ft
4:55.0,J. Leuer misses 2-pt shot from 1 ft,,82-103,,
4:53.0,Offensive rebound by J. Stokes,,82-103,,
4:51.0,J. Stokes makes 2-pt shot from 2 ft,2,84-103,,
4:38.0,,,84-105,2,K. Papanikolaou makes 2-pt shot from 2 ft (assist by J. Dorsey)
4:16.0,Shooting foul by K. Papanikolaou (drawn by J. Stokes),,84-105,,
4:16.0,J. Stokes misses free throw 1 of 2,,84-105,,
4:16.0,Offensive rebound by Team,,84-105,,
4:16.0,,,84-105,,C. Capela enters the game for F. Garcia
4:16.0,J. Stokes makes free throw 2 of 2,1,85-105,,
3:58.0,,,85-105,,C. Capela misses 2-pt shot from 3 ft
3:57.0,,,85-105,,Offensive rebound by C. Capela
3:56.0,,,85-105,,C. Capela misses 2-pt shot from 1 ft
3:54.0,,,85-105,,Offensive rebound by C. Capela
3:54.0,,,85-105,,C. Capela misses 2-pt shot at rim
3:51.0,Defensive rebound by J. Leuer,,85-105,,
3:44.0,N. Calathes makes 2-pt shot from 3 ft (assist by Q. Pondexter),2,87-105,,
3:44.0,Shooting foul by T. Daniels (drawn by N. Calathes),,87-105,,
3:44.0,N. Calathes misses free throw 1 of 1,,87-105,,
3:44.0,,,87-105,,Defensive rebound by K. Papanikolaou
3:32.0,,,87-105,,Offensive foul by N. Johnson
3:32.0,,,87-105,,Turnover by N. Johnson (offensive foul)
3:15.0,J. Stokes makes 2-pt shot from 1 ft (assist by B. Udrih),2,89-105,,
2:57.0,Shooting block foul by J. Stokes (drawn by C. Capela),,89-105,,
2:57.0,Memphis full timeout,,89-105,,
2:57.0,,,89-105,,C. Capela misses free throw 1 of 2
2:57.0,,,89-105,,Offensive rebound by Team
2:57.0,,,89-105,,C. Capela misses free throw 2 of 2
2:57.0,Defensive rebound by J. Leuer,,89-105,,
2:37.0,Q. Pondexter misses 2-pt shot from 4 ft (block by J. Dorsey),,89-105,,
2:35.0,Offensive rebound by J. Stokes,,89-105,,
2:34.0,J. Stokes misses 2-pt shot from 4 ft (block by C. Capela),,89-105,,
2:34.0,Offensive rebound by Team,,89-105,,
2:34.0,Turnover by N. Calathes (bad pass; steal by C. Capela),,89-105,,
2:30.0,,,89-105,,Turnover by C. Capela (bad pass; steal by Q. Pondexter)
2:25.0,N. Calathes makes 2-pt shot from 1 ft (assist by Q. Pondexter),2,91-105,,
2:11.0,,,91-105,,C. Capela misses 2-pt shot from 6 ft (block by J. Stokes)
2:10.0,,,91-105,,Offensive rebound by C. Capela
1:57.0,,,91-105,,C. Capela misses 2-pt shot from 5 ft
1:56.0,Defensive rebound by N. Calathes,,91-105,,
1:47.0,Q. Pondexter misses 3-pt shot from 22 ft,,91-105,,
1:45.0,,,91-105,,Defensive rebound by J. Dorsey
1:40.0,,,91-105,,T. Daniels misses 2-pt shot from 22 ft
1:39.0,Defensive rebound by B. Udrih,,91-105,,
1:26.0,J. Stokes makes 2-pt shot from 15 ft (assist by J. Leuer),2,93-105,,
1:18.0,,,93-105,,Turnover by C. Capela (bad pass; steal by B. Udrih)
1:10.0,Q. Pondexter makes 2-pt shot from 2 ft (assist by N. Calathes),2,95-105,,
0:52.0,,,95-105,,C. Capela misses 2-pt shot from 4 ft (block by J. Stokes)
0:51.0,Defensive rebound by Q. Pondexter,,95-105,,
0:43.0,Shooting foul by C. Capela (drawn by J. Stokes),,95-105,,
0:43.0,J. Stokes misses free throw 1 of 2,,95-105,,
0:43.0,Offensive rebound by Team,,95-105,,
0:43.0,J. Stokes makes free throw 2 of 2,1,96-105,,
0:34.0,,,96-105,,T. Daniels misses 3-pt shot from 23 ft
0:33.0,Defensive rebound by J. Leuer,,96-105,,
0:27.0,Q. Pondexter misses 3-pt shot from 25 ft,,96-105,,
0:25.0,,,96-105,,Defensive rebound by N. Johnson
0:02.0,,,96-105,,K. Papanikolaou misses 3-pt shot from 24 ft
0:00.0,Defensive rebound by Q. Pondexter,,96-105,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
