time,LA Clippers,pts.away,score,pts.home,Houston
7:25.0,,,83-101,,J. Harden misses 3-pt shot from 28 ft
7:24.0,Defensive rebound by D. Jordan,,83-101,,
7:12.0,M. Barnes makes 3-pt shot from 25 ft (assist by J. Redick),3,86-101,,
6:50.0,,,86-104,3,J. Terry makes 3-pt shot from 23 ft (assist by C. Capela)
6:32.0,J. Redick misses 3-pt shot from 25 ft,,86-104,,
6:31.0,,,86-104,,Defensive rebound by J. Smith
6:27.0,,,86-106,2,C. Capela makes 2-pt shot from 2 ft (assist by C. Brewer)
6:27.0,,,86-106,,Shooting foul by J. Redick (drawn by C. Capela)
6:27.0,B. Griffin enters the game for J. Crawford,,86-106,,
6:27.0,,,86-106,,C. Capela misses free throw 1 of 1
6:27.0,Defensive rebound by J. Redick,,86-106,,
6:12.0,,,86-106,,Personal take foul by J. Harden (drawn by D. Jordan)
6:12.0,D. Jordan makes free throw 1 of 2,1,87-106,,
6:12.0,,,87-106,,D. Howard enters the game for C. Capela
6:12.0,D. Jordan misses free throw 2 of 2,,87-106,,
6:12.0,,,87-106,,Defensive rebound by C. Brewer
6:10.0,Personal take foul by M. Barnes (drawn by J. Smith),,87-106,,
6:10.0,D. Jones enters the game for M. Barnes,,87-106,,
6:10.0,,,87-106,,T. Jones enters the game for J. Smith
6:09.0,Personal take foul by D. Jones (drawn by D. Howard),,87-106,,
6:09.0,Personal take foul by D. Jones (drawn by D. Howard),,87-106,,
6:09.0,,,87-106,,D. Howard misses free throw 1 of 2
6:09.0,,,87-106,,Offensive rebound by Team
6:09.0,M. Barnes enters the game for D. Jones,,87-106,,
6:09.0,,,87-106,,D. Howard misses free throw 2 of 2
6:09.0,Defensive rebound by B. Griffin,,87-106,,
6:01.0,,,87-106,,Personal foul by C. Brewer (drawn by B. Griffin)
6:01.0,B. Griffin misses free throw 1 of 2,,87-106,,
6:01.0,Offensive rebound by Team,,87-106,,
6:01.0,,,87-106,,T. Ariza enters the game for D. Howard
6:01.0,B. Griffin makes free throw 2 of 2,1,88-106,,
5:40.0,,,88-106,,T. Jones misses 2-pt shot from 11 ft
5:39.0,Defensive rebound by B. Griffin,,88-106,,
5:34.0,,,88-106,,Personal take foul by T. Ariza (drawn by D. Jordan)
5:34.0,D. Jordan misses free throw 1 of 2,,88-106,,
5:34.0,Offensive rebound by Team,,88-106,,
5:34.0,D. Jordan makes free throw 2 of 2,1,89-106,,
5:34.0,Personal take foul by C. Paul (drawn by C. Brewer),,89-106,,
5:34.0,,,89-106,,C. Brewer misses free throw 1 of 2
5:34.0,,,89-106,,Offensive rebound by Team
5:34.0,J. Crawford enters the game for D. Jordan,,89-106,,
5:34.0,,,89-107,1,C. Brewer makes free throw 2 of 2
5:24.0,B. Griffin makes 2-pt shot from 3 ft (assist by C. Paul),2,91-107,,
5:22.0,Personal foul by C. Paul (drawn by C. Brewer),,91-107,,
5:22.0,,,91-108,1,C. Brewer makes free throw 1 of 2
5:22.0,,,91-109,1,C. Brewer makes free throw 2 of 2
5:05.0,B. Griffin makes 2-pt shot from 2 ft,2,93-109,,
4:51.0,,,93-111,2,C. Brewer makes 2-pt shot from 2 ft (assist by J. Terry)
4:37.0,C. Paul makes 2-pt shot from 3 ft,2,95-111,,
4:29.0,,,95-113,2,C. Brewer makes 2-pt shot from 2 ft (assist by T. Ariza)
4:14.0,C. Paul makes 3-pt shot from 26 ft,3,98-113,,
3:53.0,,,98-115,2,J. Harden makes 2-pt shot from 7 ft
3:43.0,LA Clippers full timeout,,98-115,,
3:43.0,L. Hudson enters the game for M. Barnes,,98-115,,
3:43.0,A. Rivers enters the game for B. Griffin,,98-115,,
3:43.0,S. Hawes enters the game for J. Redick,,98-115,,
3:43.0,H. Turkoglu enters the game for C. Paul,,98-115,,
3:32.0,A. Rivers misses 2-pt shot from 2 ft,,98-115,,
3:31.0,,,98-115,,Defensive rebound by T. Jones
3:09.0,,,98-115,,J. Harden misses 3-pt shot from 25 ft
3:08.0,Defensive rebound by S. Hawes,,98-115,,
2:59.0,L. Hudson misses 3-pt shot from 24 ft,,98-115,,
2:58.0,,,98-115,,Defensive rebound by J. Terry
2:50.0,,,98-118,3,T. Ariza makes 3-pt shot from 28 ft (assist by J. Harden)
2:37.0,A. Rivers makes 2-pt shot from 3 ft,2,100-118,,
2:11.0,,,100-118,,J. Terry misses 3-pt shot from 23 ft
2:10.0,,,100-118,,Offensive rebound by J. Harden
2:02.0,,,100-121,3,J. Harden makes 3-pt shot from 23 ft (assist by T. Ariza)
1:48.0,J. Crawford misses 3-pt shot from 25 ft,,100-121,,
1:47.0,,,100-121,,Defensive rebound by J. Harden
1:45.0,,,100-121,,Houston full timeout
1:45.0,D. Jones enters the game for H. Turkoglu,,100-121,,
1:45.0,,,100-121,,N. Johnson enters the game for T. Ariza
1:45.0,,,100-121,,C. Capela enters the game for J. Harden
1:45.0,,,100-121,,K. Papanikolaou enters the game for J. Terry
1:45.0,,,100-121,,J. Dorsey enters the game for T. Jones
1:45.0,H. Turkoglu enters the game for J. Crawford,,100-121,,
1:24.0,,,100-121,,Shooting foul by D. Jones (drawn by C. Brewer)
1:24.0,,,100-122,1,C. Brewer makes free throw 1 of 2
1:24.0,,,100-123,1,C. Brewer makes free throw 2 of 2
1:13.0,H. Turkoglu misses 3-pt shot from 26 ft,,100-123,,
1:12.0,,,100-123,,Defensive rebound by K. Papanikolaou
0:50.0,,,100-123,,K. Papanikolaou misses 3-pt shot from 25 ft
0:49.0,Defensive rebound by H. Turkoglu,,100-123,,
0:40.0,A. Rivers makes 3-pt shot from 27 ft (assist by H. Turkoglu),3,103-123,,
0:36.0,Personal foul by A. Rivers (drawn by K. Papanikolaou),,103-123,,
0:36.0,,,103-123,,K. Papanikolaou misses free throw 1 of 2
0:36.0,,,103-123,,Offensive rebound by Team
0:36.0,,,103-124,1,K. Papanikolaou makes free throw 2 of 2
0:22.0,A. Rivers misses 3-pt shot from 27 ft,,103-124,,
0:21.0,,,103-124,,Defensive rebound by C. Capela
0:00.0,End of 4th quarter,,,,End of 4th quarter
