time,Sacramento,pts.away,score,pts.home,Minnesota
4:37.0,Turnover by R. Gay (lost ball; steal by A. Wiggins),,99-98,,
4:21.0,Personal foul by R. Gay (drawn by A. Wiggins),,99-98,,
4:21.0,D. Williams enters the game for R. Gay,,99-98,,
4:09.0,,,99-98,,Shooting foul by C. Landry (drawn by T. Young)
4:09.0,,,99-99,1,T. Young makes free throw 1 of 2
4:09.0,,,99-99,,T. Young misses free throw 2 of 2
4:07.0,,,99-99,,Offensive rebound by S. Muhammad
4:03.0,,,99-99,,A. Wiggins misses 3-pt shot from 24 ft
4:00.0,Defensive rebound by B. McLemore,,99-99,,
3:42.0,D. Williams makes 3-pt shot from 22 ft (assist by D. Collison),3,102-99,,
3:20.0,,,102-99,,A. Wiggins misses 2-pt shot from 19 ft
3:18.0,Defensive rebound by D. Cousins,,102-99,,
2:59.0,D. Collison makes 2-pt shot from 1 ft,2,104-99,,
2:59.0,,,104-99,,Minnesota full timeout
2:48.0,,,104-99,,S. Muhammad misses 2-pt shot from 7 ft
2:47.0,,,104-99,,Offensive rebound by G. Dieng
2:46.0,,,104-101,2,G. Dieng makes 2-pt shot at rim
2:46.0,,,104-101,,Shooting foul by D. Cousins (drawn by G. Dieng)
2:46.0,J. Thompson enters the game for D. Cousins,,104-101,,
2:46.0,,,104-101,,G. Dieng misses free throw 1 of 1
2:46.0,Defensive rebound by J. Thompson,,104-101,,
2:29.0,C. Landry misses 2-pt shot from 4 ft (block by G. Dieng),,104-101,,
2:27.0,Offensive rebound by D. Williams,,104-101,,
2:24.0,D. Williams misses 3-pt shot from 24 ft,,104-101,,
2:23.0,,,104-101,,Defensive rebound by A. Wiggins
2:08.0,,,104-101,,A. Wiggins misses 2-pt shot from 3 ft (block by J. Thompson)
2:07.0,,,104-101,,Offensive rebound by G. Dieng
2:06.0,,,104-101,,Shooting foul by J. Thompson (drawn by G. Dieng)
2:06.0,,,104-101,,G. Dieng misses free throw 1 of 2
2:06.0,,,104-101,,Offensive rebound by Team
2:06.0,,,104-102,1,G. Dieng makes free throw 2 of 2
1:54.0,,,104-102,,Personal foul by M. Williams (drawn by D. Collison)
1:47.0,J. Thompson makes 2-pt shot from 20 ft (assist by D. Collison),2,106-102,,
1:28.0,,,106-102,,Turnover by A. Wiggins (back court)
1:13.0,D. Collison misses 2-pt shot at rim,,106-102,,
1:12.0,Offensive rebound by C. Landry,,106-102,,
1:11.0,Shooting foul by S. Muhammad (drawn by C. Landry),,106-102,,
1:11.0,C. Landry makes free throw 1 of 2,1,107-102,,
1:11.0,C. Landry makes free throw 2 of 2,1,108-102,,
1:11.0,,,108-102,,Minnesota full timeout
1:11.0,,,108-102,,T. Daniels enters the game for T. Young
1:11.0,R. McCallum enters the game for C. Landry,,108-102,,
1:06.0,,,108-104,2,M. Williams makes 2-pt shot from 18 ft (assist by G. Dieng)
0:44.0,Turnover by D. Williams (lost ball),,108-104,,
0:37.0,,,108-104,,M. Williams misses 3-pt shot from 24 ft
0:35.0,Defensive rebound by B. McLemore,,108-104,,
0:16.0,D. Williams misses 3-pt shot from 25 ft,,108-104,,
0:15.0,,,108-104,,Defensive rebound by A. Wiggins
0:10.0,,,108-104,,A. Wiggins misses 3-pt shot from 24 ft
0:08.0,,,108-104,,Offensive rebound by G. Dieng
0:04.0,,,108-107,3,S. Muhammad makes 3-pt shot from 22 ft (assist by M. Williams)
0:03.0,,,108-107,,Personal take foul by A. Wiggins (drawn by D. Collison)
0:03.0,D. Collison makes free throw 1 of 2,1,109-107,,
0:03.0,,,109-107,,J. Adrien enters the game for T. Daniels
0:03.0,C. Landry enters the game for R. McCallum,,109-107,,
0:03.0,D. Collison makes free throw 2 of 2,1,110-107,,
0:03.0,,,110-107,,Minnesota full timeout
0:03.0,,,110-107,,T. Daniels enters the game for J. Adrien
0:03.0,R. McCallum enters the game for C. Landry,,110-107,,
0:01.0,,,110-107,,T. Daniels misses 3-pt shot from 23 ft
0:00.0,,,110-107,,Offensive rebound by A. Wiggins
0:00.0,End of 4th quarter,,,,End of 4th quarter
