time,Minnesota,pts.away,score,pts.home,Oklahoma City
5:33.0,M. Williams enters the game for C. Budinger,,70-79,,
5:24.0,Shooting foul by S. Ibaka (drawn by A. Wiggins),,70-79,,
5:24.0,A. Wiggins makes free throw 1 of 2,1,71-79,,
5:24.0,G. Dieng enters the game for N. Pekovic,,71-79,,
5:24.0,A. Wiggins makes free throw 2 of 2,1,72-79,,
5:10.0,Personal foul by Z. LaVine (drawn by R. Jackson),,72-79,,
5:04.0,,,72-81,2,R. Westbrook makes 2-pt shot from 15 ft
4:46.0,T. Young makes 2-pt shot from 16 ft,2,74-81,,
4:25.0,,,74-81,,R. Jackson misses 2-pt shot from 16 ft
4:23.0,Defensive rebound by G. Dieng,,74-81,,
4:11.0,T. Young misses 2-pt shot from 3 ft,,74-81,,
4:10.0,,,74-81,,Defensive rebound by S. Ibaka
4:06.0,,,74-83,2,R. Westbrook makes 2-pt shot at rim
3:46.0,Z. LaVine misses 3-pt shot from 24 ft,,74-83,,
3:45.0,,,74-83,,Defensive rebound by S. Ibaka
3:40.0,,,74-83,,Shooting foul by Z. LaVine (drawn by R. Westbrook)
3:40.0,,,74-84,1,R. Westbrook makes free throw 1 of 2
3:40.0,Minnesota full timeout,,74-84,,
3:40.0,,,74-84,,S. Adams enters the game for K. Perkins
3:40.0,,,74-84,,R. Westbrook misses free throw 2 of 2
3:39.0,Defensive rebound by G. Dieng,,74-84,,
3:17.0,M. Williams makes 3-pt shot from 24 ft,3,77-84,,
2:50.0,,,77-87,3,R. Jackson makes 3-pt shot from 26 ft (assist by R. Westbrook)
2:29.0,Shooting foul by S. Ibaka (drawn by A. Wiggins),,77-87,,
2:29.0,A. Wiggins makes free throw 1 of 2,1,78-87,,
2:29.0,A. Wiggins misses free throw 2 of 2,,78-87,,
2:29.0,,,78-87,,Defensive rebound by Team
2:29.0,Loose ball foul by G. Dieng (drawn by S. Adams),,78-87,,
2:29.0,,,78-87,,Oklahoma City full timeout
2:15.0,,,78-90,3,A. Morrow makes 3-pt shot from 22 ft (assist by S. Adams)
2:03.0,Z. LaVine misses 2-pt shot at rim (block by S. Adams),,78-90,,
2:03.0,Offensive rebound by Team,,78-90,,
2:03.0,,,78-90,,Personal foul by A. Morrow (drawn by A. Wiggins)
2:03.0,A. Wiggins misses free throw 1 of 2,,78-90,,
2:03.0,Offensive rebound by Team,,78-90,,
2:03.0,A. Wiggins makes free throw 2 of 2,1,79-90,,
1:46.0,,,79-90,,S. Ibaka misses 2-pt shot from 17 ft
1:46.0,Defensive rebound by Team,,79-90,,
1:46.0,Minnesota full timeout,,79-90,,
1:46.0,,,79-90,,A. Roberson enters the game for A. Morrow
1:40.0,M. Williams misses 2-pt shot from 22 ft,,79-90,,
1:40.0,Offensive rebound by G. Dieng,,79-90,,
1:38.0,G. Dieng misses 2-pt shot from 2 ft,,79-90,,
1:36.0,,,79-90,,Defensive rebound by S. Adams
1:18.0,,,79-92,2,R. Westbrook makes 2-pt shot from 17 ft
1:17.0,,,79-92,,Personal foul by R. Westbrook (drawn by Z. LaVine)
1:17.0,Z. LaVine makes free throw 1 of 2,1,80-92,,
1:17.0,,,80-92,,P. Jones enters the game for S. Ibaka
1:17.0,,,80-92,,J. Lamb enters the game for S. Adams
1:17.0,,,80-92,,I. Smith enters the game for A. Roberson
1:17.0,,,80-92,,G. Jerrett enters the game for R. Westbrook
1:17.0,,,80-92,,A. Morrow enters the game for R. Jackson
1:17.0,G. Robinson enters the game for T. Young,,80-92,,
1:17.0,T. Daniels enters the game for G. Dieng,,80-92,,
1:17.0,M. Raduljica enters the game for M. Williams,,80-92,,
1:17.0,Z. LaVine makes free throw 2 of 2,1,81-92,,
1:05.0,,,81-92,,J. Lamb misses 2-pt shot from 13 ft
1:03.0,Defensive rebound by Z. LaVine,,81-92,,
1:00.0,Shooting foul by G. Jerrett (drawn by G. Robinson),,81-92,,
1:00.0,G. Robinson misses free throw 1 of 2,,81-92,,
1:00.0,Offensive rebound by Team,,81-92,,
1:00.0,A. Bennett enters the game for A. Wiggins,,81-92,,
1:00.0,G. Robinson makes free throw 2 of 2,1,82-92,,
0:40.0,,,82-92,,G. Jerrett misses 3-pt shot from 25 ft
0:39.0,Defensive rebound by Z. LaVine,,82-92,,
0:26.0,G. Robinson misses 2-pt shot from 19 ft,,82-92,,
0:25.0,Offensive rebound by Z. LaVine,,82-92,,
0:25.0,Shooting foul by I. Smith (drawn by Z. LaVine),,82-92,,
0:25.0,Z. LaVine makes free throw 1 of 2,1,83-92,,
0:25.0,Z. LaVine makes free throw 2 of 2,1,84-92,,
0:01.0,,,84-92,,Turnover by Team (shot clock)
0:00.0,End of 4th quarter,,,,End of 4th quarter
