time,Utah,pts.away,score,pts.home,Oklahoma City
1:37.0,D. Exum enters the game for D. Favors,,81-97,,
1:37.0,R. Gobert enters the game for T. Burke,,81-97,,
1:37.0,,,81-97,,I. Smith enters the game for S. Ibaka
1:37.0,,,81-97,,L. Thomas enters the game for R. Jackson
1:37.0,A. Burks makes free throw 2 of 2,1,82-97,,
1:20.0,,,82-97,,A. Morrow misses 3-pt shot from 24 ft
1:19.0,Defensive rebound by R. Gobert,,82-97,,
0:57.0,A. Burks misses 2-pt shot from 14 ft,,82-97,,
0:56.0,,,82-97,,Defensive rebound by I. Smith
0:36.0,,,82-97,,Turnover by K. Perkins (bad pass; steal by A. Burks)
0:33.0,A. Burks misses 2-pt shot at rim,,82-97,,
0:30.0,Offensive rebound by E. Kanter,,82-97,,
0:28.0,E. Kanter misses 2-pt shot from 2 ft,,82-97,,
0:27.0,,,82-97,,Defensive rebound by I. Smith
0:03.0,,,82-97,,Turnover by Team (shot clock)
0:00.0,End of 4th quarter,,,,End of 4th quarter
