time,Oklahoma City,pts.away,score,pts.home,Portland
5:17.0,S. Adams enters the game for L. Thomas,,83-93,,
5:17.0,P. Jones enters the game for K. Perkins,,83-93,,
4:58.0,S. Adams makes 2-pt shot from 2 ft (assist by A. Roberson),2,85-93,,
4:38.0,,,85-95,2,L. Aldridge makes 2-pt shot from 19 ft (assist by D. Lillard)
4:17.0,Offensive foul by S. Ibaka,,85-95,,
4:17.0,Turnover by S. Ibaka (offensive foul),,85-95,,
4:17.0,,,85-95,,W. Matthews enters the game for S. Blake
3:58.0,,,85-95,,L. Aldridge misses 2-pt shot from 21 ft
3:56.0,Defensive rebound by A. Roberson,,85-95,,
3:47.0,R. Westbrook misses 3-pt shot from 24 ft,,85-95,,
3:46.0,,,85-95,,Defensive rebound by N. Batum
3:35.0,,,85-98,3,W. Matthews makes 3-pt shot from 23 ft (assist by N. Batum)
3:14.0,S. Ibaka misses 2-pt shot from 17 ft,,85-98,,
3:13.0,,,85-98,,Defensive rebound by N. Batum
3:02.0,,,85-101,3,W. Matthews makes 3-pt shot from 24 ft (assist by N. Batum)
2:45.0,R. Westbrook misses 2-pt shot from 2 ft (block by R. Lopez),,85-101,,
2:45.0,Offensive rebound by Team,,85-101,,
2:45.0,N. Collison enters the game for S. Ibaka,,85-101,,
2:45.0,S. Telfair enters the game for R. Westbrook,,85-101,,
2:42.0,N. Collison misses 2-pt shot from 12 ft,,85-101,,
2:41.0,Offensive rebound by P. Jones,,85-101,,
2:40.0,,,85-101,,Personal foul by W. Matthews (drawn by P. Jones)
2:33.0,P. Jones misses 3-pt shot from 24 ft,,85-101,,
2:32.0,,,85-101,,Defensive rebound by D. Lillard
2:20.0,Personal foul by N. Collison (drawn by D. Lillard),,85-101,,
2:20.0,,,85-101,,C. McCollum enters the game for N. Batum
2:20.0,,,85-101,,W. Barton enters the game for L. Aldridge
2:20.0,,,85-101,,J. Freeland enters the game for R. Lopez
2:20.0,,,85-101,,A. Crabbe enters the game for W. Matthews
2:20.0,,,85-101,,T. Robinson enters the game for D. Lillard
2:09.0,,,85-101,,Turnover by C. McCollum (lost ball; steal by S. Adams)
1:53.0,S. Telfair misses 2-pt shot from 2 ft,,85-101,,
1:52.0,,,85-101,,Defensive rebound by A. Crabbe
1:31.0,,,85-103,2,T. Robinson makes 2-pt shot from 16 ft
1:18.0,S. Adams makes 2-pt shot from 13 ft,2,87-103,,
1:18.0,Shooting foul by J. Freeland (drawn by S. Adams),,87-103,,
1:18.0,S. Adams misses free throw 1 of 1,,87-103,,
1:16.0,,,87-103,,Defensive rebound by J. Freeland
0:54.0,,,87-103,,T. Robinson misses 2-pt shot from 21 ft
0:53.0,Defensive rebound by S. Adams,,87-103,,
0:48.0,Shooting foul by C. McCollum (drawn by S. Telfair),,87-103,,
0:48.0,S. Telfair makes free throw 1 of 2,1,88-103,,
0:48.0,L. Thomas enters the game for S. Adams,,88-103,,
0:48.0,S. Telfair makes free throw 2 of 2,1,89-103,,
0:33.0,,,89-103,,C. McCollum misses 2-pt shot from 6 ft
0:31.0,,,89-103,,Offensive rebound by J. Freeland
0:31.0,,,89-103,,J. Freeland misses 2-pt shot from 1 ft
0:30.0,,,89-103,,Offensive rebound by C. McCollum
0:27.0,,,89-106,3,A. Crabbe makes 3-pt shot from 23 ft (assist by C. McCollum)
0:16.0,P. Jones misses 3-pt shot from 24 ft,,89-106,,
0:14.0,,,89-106,,Defensive rebound by T. Robinson
0:00.0,End of 4th quarter,,,,End of 4th quarter
