time,Brooklyn,pts.away,score,pts.home,Boston
0:28.0,,,106-104,,K. Olynyk enters the game for M. Smart
0:18.0,,,106-104,,J. Green misses 2-pt shot from 17 ft
0:16.0,,,106-104,,Offensive rebound by J. Sullinger
0:15.0,,,106-104,,Boston full timeout
0:10.0,,,106-104,,E. Turner misses 2-pt shot from 3 ft
0:08.0,Defensive rebound by Team,,106-104,,
0:08.0,,,106-104,,B. Wright enters the game for J. Sullinger
0:08.0,,,106-104,,M. Smart enters the game for K. Olynyk
0:08.0,B. Lopez enters the game for M. Plumlee,,106-104,,
0:06.0,,,106-104,,Personal take foul by A. Bradley (drawn by J. Johnson)
0:06.0,,,106-104,,J. Sullinger enters the game for B. Wright
0:05.0,,,106-104,,Personal foul by M. Smart (drawn by J. Jack)
0:05.0,J. Jack makes free throw 1 of 2,1,107-104,,
0:05.0,M. Plumlee enters the game for B. Lopez,,107-104,,
0:05.0,J. Jack makes free throw 2 of 2,1,108-104,,
0:05.0,,,108-104,,Boston full timeout
0:05.0,,,108-104,,J. Nelson enters the game for E. Turner
0:05.0,,,108-104,,K. Olynyk enters the game for M. Smart
0:02.0,,,108-107,3,A. Bradley makes 3-pt shot from 24 ft (assist by J. Green)
0:02.0,,,108-107,,Personal take foul by K. Olynyk (drawn by J. Johnson)
0:02.0,J. Johnson misses free throw 1 of 2,,108-107,,
0:02.0,Offensive rebound by Team,,108-107,,
0:02.0,,,108-107,,G. Wallace enters the game for J. Nelson
0:02.0,J. Johnson makes free throw 2 of 2,1,109-107,,
0:00.0,,,109-107,,J. Sullinger misses 2-pt shot from 13 ft
0:00.0,,,109-107,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
