time,New York,pts.away,score,pts.home,Minnesota
5:25.0,,,86-103,,Shooting foul by T. Wear (drawn by C. Brewer)
5:25.0,,,86-104,1,C. Brewer makes free throw 1 of 2
5:25.0,,,86-105,1,C. Brewer makes free throw 2 of 2
5:12.0,Q. Acy makes 2-pt shot from 16 ft (assist by J. Smith),2,88-105,,
4:54.0,,,88-107,2,S. Muhammad makes 2-pt shot at rim (assist by G. Dieng)
4:42.0,I. Shumpert misses 2-pt shot from 20 ft,,88-107,,
4:40.0,,,88-107,,Defensive rebound by C. Brewer
4:24.0,,,88-107,,Offensive charge foul by C. Brewer
4:24.0,,,88-107,,Turnover by C. Brewer (offensive foul)
4:24.0,T. Hardaway enters the game for I. Shumpert,,88-107,,
4:11.0,J. Smith makes 2-pt shot from 15 ft (assist by T. Wear),2,90-107,,
3:45.0,,,90-107,,G. Dieng misses 2-pt shot from 12 ft
3:44.0,Defensive rebound by T. Wear,,90-107,,
3:39.0,,,90-107,,Personal foul by G. Dieng (drawn by J. Smith)
3:39.0,J. Smith makes free throw 1 of 2,1,91-107,,
3:39.0,J. Smith misses free throw 2 of 2,,91-107,,
3:38.0,,,91-107,,Defensive rebound by S. Muhammad
3:21.0,,,91-107,,Turnover by S. Muhammad (lost ball; steal by J. Smith)
3:14.0,T. Wear misses 2-pt shot from 13 ft,,91-107,,
3:13.0,,,91-107,,Defensive rebound by K. Martin
2:52.0,,,91-109,2,M. Williams makes 2-pt shot from 17 ft
2:40.0,J. Smith makes 2-pt shot from 17 ft,2,93-109,,
2:12.0,,,93-112,3,K. Martin makes 3-pt shot from 25 ft (assist by M. Williams)
1:54.0,Turnover by T. Wear (lost ball; steal by C. Brewer),,93-112,,
1:51.0,,,93-112,,Shooting foul by T. Hardaway (drawn by S. Muhammad)
1:51.0,,,93-112,,Minnesota full timeout
1:51.0,,,93-112,,G. Robinson enters the game for G. Dieng
1:51.0,,,93-112,,Z. LaVine enters the game for K. Martin
1:51.0,,,93-112,,C. Budinger enters the game for M. Williams
1:51.0,,,93-112,,A. Bennett enters the game for C. Brewer
1:51.0,,,93-112,,S. Muhammad misses free throw 1 of 2
1:51.0,,,93-112,,Offensive rebound by Team
1:51.0,,,93-113,1,S. Muhammad makes free throw 2 of 2
1:33.0,S. Larkin makes 2-pt shot at rim (assist by T. Wear),2,95-113,,
1:12.0,,,95-115,2,Z. LaVine makes 2-pt shot from 5 ft
1:02.0,,,95-115,,Personal foul by A. Bennett (drawn by J. Smith)
1:02.0,J. Smith makes free throw 1 of 2,1,96-115,,
1:02.0,,,96-115,,R. Hummel enters the game for S. Muhammad
1:02.0,J. Smith makes free throw 2 of 2,1,97-115,,
0:43.0,,,97-115,,Z. LaVine misses 2-pt shot from 13 ft
0:42.0,Defensive rebound by Q. Acy,,97-115,,
0:35.0,T. Wear misses 2-pt shot from 22 ft,,97-115,,
0:34.0,,,97-115,,Defensive rebound by Z. LaVine
0:27.0,,,97-115,,G. Robinson misses 2-pt shot from 20 ft
0:26.0,Defensive rebound by Q. Acy,,97-115,,
0:13.0,J. Smith makes 2-pt shot from 11 ft,2,99-115,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
