time,Minnesota,pts.away,score,pts.home,LA Lakers
1:12.0,Turnover by A. Payne (bad pass),,93-101,,
0:59.0,,,93-103,2,T. Black makes 2-pt shot at rim (assist by R. Kelly)
0:48.0,A. Payne misses 3-pt shot from 24 ft,,93-103,,
0:46.0,Offensive rebound by L. Brown,,93-103,,
0:45.0,Shooting foul by J. Brown (drawn by L. Brown),,93-103,,
0:45.0,L. Brown makes free throw 1 of 2,1,94-103,,
0:45.0,L. Brown makes free throw 2 of 2,1,95-103,,
0:26.0,,,95-105,2,J. Clarkson makes 2-pt shot from 2 ft (assist by T. Black)
0:26.0,Minnesota full timeout,,95-105,,
0:26.0,,,95-105,,Personal foul by T. Black (drawn by A. Payne)
0:26.0,A. Payne misses free throw 1 of 2,,95-105,,
0:26.0,Offensive rebound by Team,,95-105,,
0:26.0,A. Payne makes free throw 2 of 2,1,96-105,,
0:17.0,Personal take foul by L. Brown (drawn by J. Brown),,96-105,,
0:17.0,,,96-105,,J. Brown misses free throw 1 of 2
0:17.0,,,96-105,,Offensive rebound by Team
0:17.0,,,96-106,1,J. Brown makes free throw 2 of 2
0:13.0,Shooting foul by R. Kelly (drawn by Z. LaVine),,96-106,,
0:13.0,Z. LaVine makes free throw 1 of 2,1,97-106,,
0:13.0,Z. LaVine makes free throw 2 of 2,1,98-106,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
