time,Orlando,pts.away,score,pts.home,Indiana
2:06.0,Defensive rebound by A. Nicholson,,82-111,,
1:58.0,A. Nicholson misses 3-pt shot from 25 ft,,82-111,,
1:57.0,Offensive rebound by K. O'Quinn,,82-111,,
1:54.0,K. O'Quinn misses 2-pt shot from 6 ft,,82-111,,
1:53.0,Offensive rebound by K. O'Quinn,,82-111,,
1:52.0,K. O'Quinn makes 2-pt shot at rim,2,84-111,,
1:40.0,,,84-111,,D. Sloan misses 2-pt shot from 8 ft
1:39.0,,,84-111,,Offensive rebound by L. Allen
1:33.0,,,84-114,3,D. Rudez makes 3-pt shot from 24 ft (assist by L. Allen)
1:16.0,A. Nicholson misses 2-pt shot from 6 ft,,84-114,,
1:15.0,Offensive rebound by K. O'Quinn,,84-114,,
1:08.0,A. Nicholson misses 2-pt shot from 18 ft,,84-114,,
1:07.0,,,84-114,,Defensive rebound by L. Allen
1:02.0,,,84-116,2,L. Allen makes 2-pt shot from 1 ft (assist by D. Rudez)
0:53.0,Shooting foul by S. Whittington (drawn by M. Harkless),,84-116,,
0:53.0,,,84-116,,Indiana full timeout
0:53.0,M. Harkless misses free throw 1 of 2,,84-116,,
0:53.0,Offensive rebound by Team,,84-116,,
0:53.0,M. Harkless misses free throw 2 of 2,,84-116,,
0:53.0,,,84-116,,Defensive rebound by D. Sloan
0:41.0,,,84-118,2,S. Whittington makes 2-pt shot from 16 ft (assist by L. Allen)
0:28.0,B. Gordon makes 2-pt shot from 19 ft,2,86-118,,
0:07.0,,,86-118,,L. Allen misses 2-pt shot from 20 ft
0:05.0,Defensive rebound by B. Gordon,,86-118,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
