time,LA Clippers,pts.away,score,pts.home,Denver
9:18.0,,,93-78,,J. Nurkic misses 2-pt shot from 7 ft
9:17.0,Defensive rebound by D. Jordan,,93-78,,
9:06.0,,,93-78,,Personal foul by G. Harris (drawn by H. Turkoglu)
9:06.0,,,93-78,,K. Faried enters the game for G. Harris
8:59.0,A. Rivers misses 2-pt shot from 5 ft,,93-78,,
8:58.0,,,93-78,,Defensive rebound by K. Faried
8:56.0,Personal foul by H. Turkoglu (drawn by K. Faried),,93-78,,
8:56.0,Official timeout,,93-78,,
8:56.0,M. Barnes enters the game for A. Rivers,,93-78,,
8:39.0,,,93-78,,Turnover by K. Faried (bad pass; steal by L. Hudson)
8:25.0,L. Hudson misses 2-pt shot from 14 ft,,93-78,,
8:22.0,Offensive rebound by J. Redick,,93-78,,
8:18.0,H. Turkoglu misses 3-pt shot from 25 ft,,93-78,,
8:17.0,,,93-78,,Defensive rebound by W. Chandler
8:05.0,,,93-78,,Turnover by K. Faried (lost ball; steal by H. Turkoglu)
7:44.0,M. Barnes misses 3-pt shot from 25 ft,,93-78,,
7:43.0,,,93-78,,Defensive rebound by K. Faried
7:43.0,Loose ball foul by H. Turkoglu (drawn by K. Faried),,93-78,,
7:43.0,G. Davis enters the game for H. Turkoglu,,93-78,,
7:41.0,,,93-78,,J. Hickson enters the game for J. Nurkic
7:24.0,,,93-78,,W. Chandler misses 2-pt shot from 1 ft
7:22.0,Defensive rebound by D. Jordan,,93-78,,
7:00.0,M. Barnes misses 3-pt shot from 22 ft,,93-78,,
6:59.0,,,93-78,,Defensive rebound by R. Foye
6:53.0,,,93-78,,Turnover by R. Foye (bad pass; steal by L. Hudson)
6:42.0,J. Redick misses 2-pt shot from 11 ft,,93-78,,
6:41.0,,,93-78,,Defensive rebound by J. Hickson
6:31.0,,,93-78,,W. Barton misses 2-pt shot from 11 ft (block by G. Davis)
6:29.0,Defensive rebound by J. Redick,,93-78,,
6:28.0,,,93-78,,Personal take foul by W. Chandler (drawn by J. Redick)
6:28.0,C. Paul enters the game for L. Hudson,,93-78,,
6:28.0,,,93-78,,E. Green enters the game for W. Chandler
6:28.0,,,93-78,,G. Harris enters the game for K. Faried
6:28.0,,,93-78,,Denver full timeout
6:28.0,B. Griffin enters the game for G. Davis,,93-78,,
6:28.0,,,93-78,,K. Faried enters the game for W. Barton
6:09.0,J. Redick makes 3-pt shot from 25 ft (assist by D. Jordan),3,96-78,,
5:58.0,Personal foul by C. Paul (drawn by G. Harris),,96-78,,
5:52.0,,,96-78,,Offensive foul by G. Harris
5:52.0,,,96-78,,Turnover by G. Harris (offensive foul)
5:34.0,Turnover by B. Griffin (bad pass),,96-78,,
5:25.0,,,96-81,3,R. Foye makes 3-pt shot from 27 ft
5:04.0,M. Barnes misses 3-pt shot from 23 ft,,96-81,,
5:03.0,,,96-81,,Defensive rebound by R. Foye
4:56.0,,,96-81,,R. Foye misses 3-pt shot from 26 ft
4:54.0,Defensive rebound by D. Jordan,,96-81,,
4:40.0,J. Redick makes 2-pt shot from 7 ft (assist by B. Griffin),2,98-81,,
4:33.0,,,98-81,,Denver full timeout
4:14.0,,,98-81,,G. Harris misses 2-pt shot from 2 ft (block by D. Jordan)
4:14.0,,,98-81,,Offensive rebound by Team
4:14.0,,,98-81,,J. Nurkic enters the game for J. Hickson
4:14.0,,,98-81,,J. Lauvergne enters the game for K. Faried
4:10.0,,,98-81,,J. Nurkic misses 2-pt shot from 4 ft (block by D. Jordan)
4:10.0,Defensive rebound by C. Paul,,98-81,,
4:10.0,,,98-81,,Personal foul by J. Nurkic (drawn by C. Paul)
4:10.0,C. Paul makes free throw 1 of 2,1,99-81,,
4:10.0,,,99-81,,I. Clark enters the game for R. Foye
4:10.0,A. Rivers enters the game for J. Redick,,99-81,,
4:10.0,C. Paul makes free throw 2 of 2,1,100-81,,
3:55.0,,,100-81,,J. Nurkic misses 2-pt shot from 20 ft
3:54.0,Defensive rebound by D. Jordan,,100-81,,
3:44.0,C. Paul makes 3-pt shot from 24 ft,3,103-81,,
3:27.0,,,103-84,3,E. Green makes 3-pt shot from 24 ft (assist by I. Clark)
3:14.0,LA Clippers full timeout,,103-84,,
3:14.0,J. Hamilton enters the game for M. Barnes,,103-84,,
3:14.0,E. Udoh enters the game for B. Griffin,,103-84,,
3:14.0,S. Hawes enters the game for D. Jordan,,103-84,,
3:14.0,L. Hudson enters the game for C. Paul,,103-84,,
3:08.0,Offensive foul by E. Udoh,,103-84,,
3:08.0,Turnover by E. Udoh (offensive foul),,103-84,,
2:59.0,Personal foul by A. Rivers (drawn by G. Harris),,103-84,,
2:59.0,,,103-84,,G. Harris misses free throw 1 of 2
2:59.0,,,103-84,,Offensive rebound by Team
2:59.0,,,103-85,1,G. Harris makes free throw 2 of 2
2:44.0,,,103-85,,Personal foul by J. Nurkic (drawn by L. Hudson)
2:44.0,L. Hudson makes free throw 1 of 2,1,104-85,,
2:44.0,L. Hudson makes free throw 2 of 2,1,105-85,,
2:35.0,Personal foul by J. Hamilton (drawn by I. Clark),,105-85,,
2:35.0,,,105-86,1,I. Clark makes free throw 1 of 2
2:35.0,,,105-87,1,I. Clark makes free throw 2 of 2
2:25.0,Turnover by A. Rivers (bad pass),,105-87,,
2:04.0,,,105-87,,J. Nurkic misses 2-pt shot from 5 ft
2:01.0,Defensive rebound by J. Hamilton,,105-87,,
1:56.0,S. Hawes misses 3-pt shot from 26 ft,,105-87,,
1:54.0,,,105-87,,Defensive rebound by I. Clark
1:44.0,,,105-87,,I. Clark misses 2-pt shot from 3 ft
1:44.0,,,105-87,,Offensive rebound by J. Nurkic
1:43.0,,,105-87,,J. Nurkic misses 2-pt shot from 2 ft
1:36.0,Defensive rebound by E. Udoh,,105-87,,
1:22.0,J. Hamilton misses 3-pt shot from 25 ft,,105-87,,
1:21.0,,,105-87,,Defensive rebound by J. Lauvergne
1:15.0,,,105-87,,Shooting foul by J. Hamilton (drawn by J. Nurkic)
1:15.0,,,105-89,2,J. Lauvergne makes 2-pt shot from 1 ft (assist by E. Green)
1:15.0,,,105-90,1,J. Lauvergne makes free throw 1 of 1
1:02.0,Shooting foul by J. Lauvergne (drawn by A. Rivers),,105-90,,
1:02.0,A. Rivers misses free throw 1 of 2,,105-90,,
1:02.0,Offensive rebound by Team,,105-90,,
1:02.0,A. Rivers makes free throw 2 of 2,1,106-90,,
0:49.0,,,106-90,,Turnover by J. Lauvergne (bad pass)
0:41.0,Shooting foul by G. Harris (drawn by E. Udoh),,106-90,,
0:41.0,E. Udoh misses free throw 1 of 2,,106-90,,
0:41.0,Offensive rebound by Team,,106-90,,
0:41.0,E. Udoh makes free throw 2 of 2,1,107-90,,
0:28.0,,,107-92,2,J. Lauvergne makes 2-pt shot from 1 ft
0:04.0,Turnover by Team (shot clock),,107-92,,
0:01.0,,,107-92,,J. Lauvergne misses 3-pt shot from 46 ft
0:00.0,,,107-92,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
