time,Toronto,pts.away,score,pts.home,Atlanta
7:13.0,Turnover by J. Valanciunas (offensive foul),,92-63,,
7:04.0,,,92-65,2,M. Scott makes 2-pt shot from 17 ft (assist by S. Mack)
6:48.0,J. Valanciunas misses 2-pt shot from 1 ft,,92-65,,
6:46.0,Offensive rebound by J. Valanciunas,,92-65,,
6:46.0,J. Valanciunas makes 2-pt shot at rim,2,94-65,,
6:24.0,,,94-65,,M. Muscala misses 2-pt shot from 11 ft
6:22.0,,,94-65,,Offensive rebound by M. Muscala
6:19.0,,,94-67,2,S. Mack makes 2-pt shot from 14 ft (assist by M. Muscala)
6:09.0,L. Williams misses 2-pt shot from 12 ft,,94-67,,
6:07.0,Offensive rebound by J. Valanciunas,,94-67,,
5:55.0,A. Johnson makes 3-pt shot from 24 ft (assist by G. Vasquez),3,97-67,,
5:33.0,,,97-67,,J. Jenkins misses 2-pt shot from 18 ft
5:30.0,Defensive rebound by J. Valanciunas,,97-67,,
5:18.0,T. Ross misses 3-pt shot from 25 ft,,97-67,,
5:15.0,,,97-67,,Defensive rebound by M. Muscala
5:09.0,,,97-67,,S. Mack misses 3-pt shot from 24 ft
5:07.0,Defensive rebound by G. Vasquez,,97-67,,
5:02.0,L. Williams makes 3-pt shot from 25 ft (assist by G. Vasquez),3,100-67,,
4:44.0,,,100-67,,M. Scott misses 3-pt shot from 24 ft
4:42.0,Defensive rebound by L. Williams,,100-67,,
4:37.0,G. Vasquez misses 3-pt shot from 24 ft,,100-67,,
4:35.0,,,100-67,,Defensive rebound by S. Mack
4:27.0,,,100-67,,M. Scott misses 2-pt shot from 21 ft
4:25.0,Defensive rebound by J. Valanciunas,,100-67,,
4:19.0,Toronto full timeout,,100-67,,
4:19.0,L. Fields enters the game for A. Johnson,,100-67,,
4:19.0,T. Hansbrough enters the game for L. Williams,,100-67,,
4:07.0,J. Valanciunas makes 2-pt shot at rim (assist by T. Ross),2,102-67,,
3:45.0,,,102-70,3,D. Schroder makes 3-pt shot from 25 ft (assist by M. Scott)
3:20.0,T. Ross misses 3-pt shot from 24 ft,,102-70,,
3:19.0,,,102-70,,Defensive rebound by M. Scott
3:06.0,,,102-70,,Turnover by J. Jenkins (lost ball; steal by L. Fields)
3:00.0,G. Vasquez misses 2-pt shot from 3 ft,,102-70,,
2:59.0,Offensive rebound by J. Valanciunas,,102-70,,
2:58.0,J. Valanciunas misses 2-pt shot from 1 ft,,102-70,,
2:57.0,Offensive rebound by J. Valanciunas,,102-70,,
2:56.0,J. Valanciunas misses 2-pt shot from 1 ft,,102-70,,
2:55.0,,,102-70,,Defensive rebound by M. Scott
2:51.0,,,102-70,,M. Scott misses 3-pt shot from 25 ft
2:48.0,Defensive rebound by G. Vasquez,,102-70,,
2:28.0,,,102-70,,Atlanta full timeout
2:28.0,G. Stiemsma enters the game for J. Valanciunas,,102-70,,
2:26.0,T. Hansbrough misses 2-pt shot from 18 ft,,102-70,,
2:24.0,,,102-70,,Defensive rebound by J. Jenkins
2:12.0,,,102-72,2,S. Mack makes 2-pt shot from 20 ft (assist by D. Schroder)
1:51.0,L. Fields misses 2-pt shot from 7 ft,,102-72,,
1:50.0,,,102-72,,Defensive rebound by D. Schroder
1:46.0,,,102-74,2,S. Mack makes 2-pt shot from 18 ft (assist by D. Schroder)
1:27.0,G. Vasquez misses 3-pt shot from 24 ft,,102-74,,
1:25.0,Offensive rebound by G. Stiemsma,,102-74,,
1:10.0,T. Ross misses 2-pt shot from 16 ft,,102-74,,
1:08.0,,,102-74,,Defensive rebound by M. Muscala
1:02.0,,,102-77,3,S. Mack makes 3-pt shot from 25 ft
0:48.0,T. Ross makes 3-pt shot from 24 ft (assist by G. Vasquez),3,105-77,,
0:35.0,,,105-77,,J. Jenkins misses 2-pt shot from 19 ft
0:32.0,,,105-77,,Offensive rebound by M. Muscala
0:25.0,,,105-77,,M. Scott misses 3-pt shot from 24 ft
0:23.0,,,105-77,,Offensive rebound by M. Muscala
0:14.0,,,105-80,3,D. Schroder makes 3-pt shot from 25 ft (assist by M. Scott)
0:00.0,End of 4th quarter,,,,End of 4th quarter
