time,Miami,pts.away,score,pts.home,New York
4:08.0,S. Napier misses 3-pt shot from 24 ft,,75-69,,
4:07.0,Offensive rebound by D. Wade,,75-69,,
4:05.0,D. Wade makes 2-pt shot from 2 ft,2,77-69,,
3:48.0,,,77-69,,Turnover by A. Stoudemire (lost ball; steal by J. McRoberts)
3:34.0,D. Wade makes 2-pt shot from 12 ft (assist by L. Deng),2,79-69,,
3:33.0,,,79-69,,New York full timeout
3:33.0,,,79-69,,S. Larkin enters the game for S. Dalembert
3:33.0,,,79-69,,T. Hardaway enters the game for I. Shumpert
3:21.0,,,79-71,2,J. Calderon makes 2-pt shot from 19 ft
3:04.0,Turnover by L. Deng (bad pass; steal by C. Anthony),,79-71,,
2:54.0,,,79-73,2,C. Anthony makes 2-pt shot from 14 ft (assist by J. Calderon)
2:32.0,D. Wade misses 2-pt shot from 9 ft,,79-73,,
2:31.0,Offensive rebound by L. Deng,,79-73,,
2:30.0,L. Deng misses 2-pt shot from 2 ft (block by A. Stoudemire),,79-73,,
2:29.0,Offensive rebound by Team,,79-73,,
2:29.0,M. Chalmers enters the game for S. Napier,,79-73,,
2:10.0,Turnover by D. Wade (bad pass),,79-73,,
1:57.0,,,79-75,2,C. Anthony makes 2-pt shot from 21 ft (assist by J. Calderon)
1:56.0,Miami full timeout,,79-75,,
1:45.0,C. Bosh misses 2-pt shot from 12 ft,,79-75,,
1:44.0,Offensive rebound by D. Wade,,79-75,,
1:44.0,D. Wade misses 2-pt shot from 1 ft,,79-75,,
1:43.0,,,79-75,,Defensive rebound by C. Anthony
1:26.0,,,79-75,,S. Larkin misses 2-pt shot from 5 ft
1:24.0,,,79-75,,Offensive rebound by A. Stoudemire
1:24.0,,,79-77,2,A. Stoudemire makes 2-pt shot from 2 ft
1:07.0,C. Bosh makes 3-pt shot from 24 ft (assist by D. Wade),3,82-77,,
0:49.0,,,82-77,,C. Anthony misses 3-pt shot from 28 ft
0:48.0,Defensive rebound by C. Bosh,,82-77,,
0:30.0,C. Bosh misses 3-pt shot from 26 ft,,82-77,,
0:29.0,,,82-77,,Defensive rebound by C. Anthony
0:23.0,,,82-77,,Turnover by T. Hardaway (lost ball)
0:21.0,,,82-77,,Personal take foul by J. Calderon (drawn by J. McRoberts)
0:21.0,J. McRoberts misses free throw 1 of 2,,82-77,,
0:21.0,Offensive rebound by Team,,82-77,,
0:21.0,J. McRoberts makes free throw 2 of 2,1,83-77,,
0:21.0,,,83-77,,New York full timeout
0:17.0,,,83-77,,C. Anthony misses 2-pt shot from 2 ft
0:15.0,Defensive rebound by C. Bosh,,83-77,,
0:13.0,,,83-77,,Personal take foul by S. Larkin (drawn by C. Bosh)
0:13.0,C. Bosh makes free throw 1 of 2,1,84-77,,
0:13.0,C. Bosh makes free throw 2 of 2,1,85-77,,
0:09.0,,,85-79,2,J. Calderon makes 2-pt shot at rim
0:09.0,,,85-79,,Personal take foul by S. Larkin (drawn by D. Wade)
0:09.0,D. Wade misses free throw 1 of 2,,85-79,,
0:09.0,Offensive rebound by Team,,85-79,,
0:09.0,D. Wade makes free throw 2 of 2,1,86-79,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
