time,Dallas,pts.away,score,pts.home,Houston
2:56.0,,,87-95,3,J. Smith makes 3-pt shot from 25 ft (assist by J. Harden)
2:41.0,D. Nowitzki misses 2-pt shot from 20 ft,,87-95,,
2:40.0,Offensive rebound by T. Chandler,,87-95,,
2:36.0,C. Parsons makes 3-pt shot from 25 ft (assist by T. Chandler),3,90-95,,
2:12.0,,,90-95,,T. Ariza misses 3-pt shot from 25 ft
2:11.0,Defensive rebound by R. Rondo,,90-95,,
1:57.0,Shooting foul by D. Motiejunas (drawn by M. Ellis),,90-95,,
1:57.0,M. Ellis makes free throw 1 of 2,1,91-95,,
1:57.0,M. Ellis makes free throw 2 of 2,1,92-95,,
1:39.0,,,92-95,,J. Harden misses 2-pt shot from 1 ft
1:39.0,,,92-95,,Offensive rebound by Team
1:39.0,,,92-95,,Houston full timeout
1:37.0,,,92-97,2,J. Smith makes 2-pt shot from 1 ft (assist by T. Ariza)
1:21.0,T. Chandler misses 2-pt shot from 1 ft (block by J. Smith),,92-97,,
1:19.0,,,92-97,,Defensive rebound by J. Harden
1:00.0,,,92-97,,Turnover by D. Motiejunas (bad pass; steal by R. Rondo)
0:44.0,D. Nowitzki makes 2-pt shot at rim (assist by M. Ellis),2,94-97,,
0:21.0,,,94-97,,J. Harden misses 2-pt shot from 18 ft
0:20.0,Defensive rebound by D. Nowitzki,,94-97,,
0:16.0,T. Chandler misses flagrant free throw 1 of 2,,94-97,,
0:16.0,Offensive rebound by Team,,94-97,,
0:16.0,T. Chandler misses flagrant free throw 2 of 2,,94-97,,
0:16.0,Offensive rebound by Team,,94-97,,
0:16.0,,,94-97,,T. Jones enters the game for D. Motiejunas
0:16.0,,,94-97,,C. Brewer enters the game for P. Beverley
0:11.0,M. Ellis misses 2-pt shot from 4 ft (block by T. Jones),,94-97,,
0:11.0,Offensive rebound by Team,,94-97,,
0:11.0,Dallas full timeout,,94-97,,
0:11.0,D. Harris enters the game for T. Chandler,,94-97,,
0:11.0,C. Villanueva enters the game for R. Rondo,,94-97,,
0:10.0,Turnover by C. Parsons (bad pass),,94-97,,
0:10.0,,,94-97,,J. Terry enters the game for J. Smith
0:10.0,,,94-97,,P. Beverley enters the game for T. Jones
0:10.0,A. Aminu enters the game for D. Nowitzki,,94-97,,
0:10.0,R. Rondo enters the game for C. Villanueva,,94-97,,
0:09.0,Personal take foul by D. Harris (drawn by J. Harden),,94-97,,
0:09.0,,,94-98,1,J. Harden makes free throw 1 of 2
0:09.0,,,94-98,,J. Smith enters the game for P. Beverley
0:09.0,,,94-98,,T. Jones enters the game for J. Terry
0:09.0,T. Chandler enters the game for D. Harris,,94-98,,
0:09.0,,,94-99,1,J. Harden makes free throw 2 of 2
0:09.0,Dallas full timeout,,94-99,,
0:09.0,D. Nowitzki enters the game for R. Rondo,,94-99,,
0:09.0,C. Villanueva enters the game for A. Aminu,,94-99,,
0:09.0,,,94-99,,P. Beverley enters the game for J. Harden
0:00.0,End of 4th quarter,,,,End of 4th quarter
