time,Oklahoma City,pts.away,score,pts.home,Minnesota
4:28.0,R. Westbrook makes 2-pt shot at rim,2,100-86,,
4:10.0,,,100-86,,T. Young misses 2-pt shot from 14 ft
4:10.0,Defensive rebound by Team,,100-86,,
4:10.0,,,100-86,,Loose ball foul by G. Dieng (drawn by S. Adams)
4:10.0,,,100-86,,S. Muhammad enters the game for C. Brewer
3:56.0,S. Ibaka makes 2-pt shot from 19 ft (assist by A. Morrow),2,102-86,,
3:55.0,,,102-86,,Minnesota full timeout
3:33.0,,,102-86,,T. Young misses 3-pt shot from 25 ft
3:32.0,Defensive rebound by Team,,102-86,,
3:19.0,A. Morrow misses 3-pt shot from 23 ft,,102-86,,
3:18.0,Offensive rebound by S. Adams,,102-86,,
3:15.0,S. Adams misses 2-pt shot from 4 ft,,102-86,,
3:14.0,Offensive rebound by R. Westbrook,,102-86,,
3:14.0,R. Westbrook makes 2-pt shot from 1 ft,2,104-86,,
2:57.0,,,104-86,,Shooting foul by S. Ibaka (drawn by S. Muhammad)
2:57.0,,,104-87,1,S. Muhammad makes free throw 1 of 2
2:57.0,,,104-87,,C. Brewer enters the game for Z. LaVine
2:57.0,,,104-88,1,S. Muhammad makes free throw 2 of 2
2:34.0,Turnover by R. Westbrook (step out of bounds),,104-88,,
2:25.0,,,104-88,,S. Muhammad misses 2-pt shot from 14 ft
2:24.0,Defensive rebound by S. Adams,,104-88,,
2:14.0,S. Adams makes 2-pt shot at rim (assist by S. Ibaka),2,106-88,,
2:12.0,,,106-88,,Minnesota full timeout
2:12.0,P. Jones enters the game for S. Ibaka,,106-88,,
2:12.0,I. Smith enters the game for S. Adams,,106-88,,
2:12.0,J. Lamb enters the game for R. Westbrook,,106-88,,
2:12.0,N. Collison enters the game for A. Morrow,,106-88,,
1:58.0,,,106-90,2,T. Young makes 2-pt shot from 6 ft
1:41.0,J. Lamb misses 3-pt shot from 24 ft,,106-90,,
1:38.0,,,106-90,,Defensive rebound by Team
1:38.0,,,106-90,,R. Hummel enters the game for T. Young
1:38.0,,,106-90,,C. Budinger enters the game for S. Muhammad
1:38.0,,,106-90,,J. Adrien enters the game for G. Dieng
1:38.0,,,106-90,,G. Robinson enters the game for A. Wiggins
1:20.0,,,106-90,,Turnover by C. Brewer (lost ball; steal by N. Collison)
1:17.0,I. Smith makes 2-pt shot from 1 ft (assist by N. Collison),2,108-90,,
0:58.0,,,108-90,,C. Budinger misses 2-pt shot from 20 ft
0:57.0,Defensive rebound by Team,,108-90,,
0:57.0,,,108-90,,Loose ball foul by J. Adrien (drawn by N. Collison)
0:57.0,N. Collison makes free throw 1 of 2,1,109-90,,
0:57.0,N. Collison misses free throw 2 of 2,,109-90,,
0:57.0,,,109-90,,Defensive rebound by J. Adrien
0:46.0,Personal foul by R. Jackson (drawn by G. Robinson),,109-90,,
0:44.0,,,109-90,,Turnover by C. Brewer (lost ball; steal by I. Smith)
0:42.0,I. Smith makes 2-pt shot at rim,2,111-90,,
0:29.0,Personal foul by I. Smith (drawn by J. Adrien),,111-90,,
0:29.0,,,111-91,1,J. Adrien makes free throw 1 of 2
0:29.0,,,111-92,1,J. Adrien makes free throw 2 of 2
0:13.0,R. Jackson misses 3-pt shot from 24 ft,,111-92,,
0:12.0,,,111-92,,Defensive rebound by J. Adrien
0:01.0,,,111-92,,Turnover by C. Brewer (bad pass; steal by N. Collison)
0:00.0,End of 4th quarter,,,,End of 4th quarter
