time,Philadelphia,pts.away,score,pts.home,Miami
3:31.0,Offensive rebound by Team,,87-84,,
3:31.0,,,87-84,,S. Williams enters the game for D. Granger
3:20.0,Turnover by M. Carter-Williams (bad pass; steal by C. Andersen),,87-84,,
3:00.0,,,87-86,2,D. Wade makes 2-pt shot from 19 ft
2:41.0,L. Mbah a Moute makes 2-pt shot from 1 ft,2,89-86,,
2:20.0,,,89-86,,Shooting foul by L. Mbah a Moute (drawn by C. Andersen)
2:20.0,,,89-86,,Miami full timeout
2:20.0,,,89-86,,D. Granger enters the game for S. Williams
2:20.0,,,89-86,,C. Andersen misses free throw 1 of 2
2:20.0,,,89-86,,Offensive rebound by Team
2:20.0,,,89-87,1,C. Andersen makes free throw 2 of 2
1:58.0,L. Mbah a Moute misses 2-pt shot from 2 ft,,89-87,,
1:57.0,Offensive rebound by N. Noel,,89-87,,
1:56.0,Turnover by Team (shot clock),,89-87,,
1:40.0,,,89-87,,D. Wade misses 2-pt shot from 19 ft
1:39.0,Defensive rebound by K. McDaniels,,89-87,,
1:24.0,R. Covington misses 3-pt shot from 23 ft,,89-87,,
1:23.0,,,89-87,,Defensive rebound by D. Wade
1:11.0,Personal foul by K. McDaniels (drawn by M. Chalmers),,89-87,,
0:58.0,,,89-87,,M. Chalmers misses 3-pt shot from 23 ft
0:57.0,,,89-87,,Offensive rebound by Team
0:50.0,,,89-87,,D. Wade misses 3-pt shot from 24 ft
0:49.0,,,89-87,,Offensive rebound by C. Andersen
0:48.0,,,89-87,,C. Andersen misses 2-pt shot at rim
0:47.0,Defensive rebound by N. Noel,,89-87,,
0:29.0,M. Carter-Williams misses 2-pt shot from 20 ft,,89-87,,
0:28.0,,,89-87,,Defensive rebound by Team
0:28.0,,,89-87,,S. Williams enters the game for C. Andersen
0:16.0,,,89-87,,M. Chalmers misses 3-pt shot from 25 ft
0:15.0,,,89-87,,Offensive rebound by L. Deng
0:09.0,,,89-87,,L. Deng misses 3-pt shot from 23 ft
0:07.0,Defensive rebound by N. Noel,,89-87,,
0:07.0,,,89-87,,Personal foul by D. Granger (drawn by R. Covington)
0:07.0,R. Covington makes free throw 1 of 2,1,90-87,,
0:07.0,,,90-87,,C. Andersen enters the game for S. Williams
0:07.0,,,90-87,,U. Haslem enters the game for D. Granger
0:07.0,R. Covington makes free throw 2 of 2,1,91-87,,
0:07.0,,,91-87,,Miami full timeout
0:07.0,,,91-87,,D. Granger enters the game for C. Andersen
0:07.0,,,91-87,,S. Williams enters the game for U. Haslem
0:05.0,,,91-87,,S. Williams misses 3-pt shot from 22 ft
0:02.0,Defensive rebound by R. Covington,,91-87,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
