time,Golden State,pts.away,score,pts.home,Utah
4:30.0,M. Speights enters the game for K. Thompson,,83-99,,
4:30.0,L. Barbosa enters the game for D. Green,,83-99,,
4:30.0,,,83-99,,J. Ingles enters the game for D. Exum
4:30.0,,,83-99,,R. Gobert misses free throw 2 of 2
4:29.0,Defensive rebound by M. Speights,,83-99,,
4:21.0,Shooting foul by T. Booker (drawn by M. Speights),,83-99,,
4:21.0,M. Speights makes free throw 1 of 2,1,84-99,,
4:21.0,,,84-99,,D. Favors enters the game for R. Gobert
4:21.0,M. Speights makes free throw 2 of 2,1,85-99,,
4:07.0,,,85-101,2,D. Favors makes 2-pt shot from 15 ft (assist by T. Burke)
3:57.0,Turnover by J. Holiday (lost ball),,85-101,,
3:43.0,,,85-101,,G. Hayward misses 2-pt shot from 2 ft
3:42.0,Defensive rebound by J. Holiday,,85-101,,
3:35.0,L. Barbosa makes 3-pt shot from 24 ft (assist by J. Holiday),3,88-101,,
3:18.0,,,88-103,2,D. Favors makes 2-pt shot from 13 ft (assist by T. Burke)
3:04.0,Turnover by M. Speights (lost ball; steal by J. Ingles),,88-103,,
2:59.0,,,88-103,,T. Burke misses 2-pt shot from 1 ft
2:57.0,Defensive rebound by S. Livingston,,88-103,,
2:50.0,L. Barbosa makes 3-pt shot from 24 ft (assist by S. Livingston),3,91-103,,
2:27.0,,,91-103,,J. Ingles misses 3-pt shot from 24 ft
2:27.0,Defensive rebound by S. Livingston,,91-103,,
2:19.0,L. Barbosa makes 2-pt shot from 7 ft (assist by S. Livingston),2,93-103,,
2:19.0,,,93-103,,Utah full timeout
2:19.0,Golden State full timeout,,93-103,,
2:03.0,,,93-106,3,G. Hayward makes 3-pt shot from 24 ft (assist by T. Burke)
1:51.0,M. Speights misses 2-pt shot from 1 ft,,93-106,,
1:50.0,Offensive rebound by M. Speights,,93-106,,
1:50.0,M. Speights makes 2-pt shot from 1 ft,2,95-106,,
1:27.0,,,95-106,,D. Favors misses 2-pt shot from 18 ft
1:26.0,Defensive rebound by D. Lee,,95-106,,
1:19.0,S. Livingston misses 2-pt shot from 15 ft,,95-106,,
1:17.0,,,95-106,,Defensive rebound by T. Booker
0:58.0,,,95-106,,G. Hayward misses 2-pt shot from 2 ft (block by D. Lee)
0:57.0,Defensive rebound by S. Livingston,,95-106,,
0:55.0,L. Barbosa makes 2-pt shot from 1 ft (assist by S. Livingston),2,97-106,,
0:33.0,,,97-106,,T. Booker misses 3-pt shot from 23 ft
0:31.0,Defensive rebound by Team,,97-106,,
0:31.0,Golden State full timeout,,97-106,,
0:26.0,L. Barbosa makes 3-pt shot from 23 ft (assist by D. Lee),3,100-106,,
0:23.0,Personal foul by M. Speights (drawn by G. Hayward),,100-106,,
0:22.0,Personal foul by J. Holiday (drawn by T. Burke),,100-106,,
0:22.0,,,100-106,,T. Burke misses free throw 1 of 2
0:22.0,,,100-106,,Offensive rebound by Team
0:22.0,,,100-106,,E. Millsap enters the game for D. Favors
0:22.0,,,100-106,,T. Burke misses free throw 2 of 2
0:22.0,,,100-106,,Offensive rebound by J. Ingles
0:21.0,Personal foul by L. Barbosa (drawn by J. Ingles),,100-106,,
0:21.0,,,100-107,1,J. Ingles makes free throw 1 of 2
0:21.0,,,100-107,,D. Favors enters the game for E. Millsap
0:21.0,,,100-108,1,J. Ingles makes free throw 2 of 2
0:21.0,Golden State full timeout,,100-108,,
0:21.0,,,100-108,,E. Millsap enters the game for T. Burke
0:17.0,L. Barbosa misses 3-pt shot from 25 ft,,100-108,,
0:16.0,Offensive rebound by D. Lee,,100-108,,
0:12.0,J. Holiday misses 3-pt shot from 24 ft,,100-108,,
0:11.0,,,100-108,,Defensive rebound by T. Booker
0:08.0,Personal foul by L. Barbosa (drawn by G. Hayward),,100-108,,
0:08.0,,,100-109,1,G. Hayward makes free throw 1 of 2
0:08.0,,,100-110,1,G. Hayward makes free throw 2 of 2
0:01.0,M. Speights misses 3-pt shot from 24 ft,,100-110,,
0:00.0,,,100-110,,Defensive rebound by J. Ingles
0:00.0,End of 4th quarter,,,,End of 4th quarter
