time,Chicago,pts.away,score,pts.home,Brooklyn
5:11.0,Defensive rebound by N. Mirotic,,92-74,,
4:52.0,P. Gasol makes 2-pt shot from 19 ft (assist by A. Brooks),2,94-74,,
4:38.0,,,94-74,,J. Johnson misses 3-pt shot from 22 ft
4:37.0,Defensive rebound by N. Mirotic,,94-74,,
4:29.0,D. Rose misses 3-pt shot from 24 ft,,94-74,,
4:28.0,,,94-74,,Defensive rebound by J. Johnson
4:14.0,,,94-74,,B. Lopez misses 2-pt shot from 11 ft
4:13.0,Defensive rebound by P. Gasol,,94-74,,
4:09.0,N. Mirotic makes 2-pt shot from 2 ft (assist by J. Butler),2,96-74,,
4:09.0,Shooting foul by B. Lopez (drawn by N. Mirotic),,96-74,,
4:09.0,N. Mirotic makes free throw 1 of 1,1,97-74,,
3:57.0,,,97-74,,Shooting foul by N. Mirotic (drawn by J. Jack)
3:57.0,,,97-75,1,J. Jack makes free throw 1 of 2
3:57.0,,,97-75,,S. Karasev enters the game for D. Williams
3:57.0,,,97-75,,J. Jordan enters the game for B. Lopez
3:57.0,,,97-75,,J. Gutierrez enters the game for J. Johnson
3:57.0,,,97-75,,C. Jefferson enters the game for M. Teletovic
3:57.0,T. Snell enters the game for J. Butler,,97-75,,
3:57.0,,,97-76,1,J. Jack makes free throw 2 of 2
3:40.0,D. Rose makes 3-pt shot from 25 ft,3,100-76,,
3:24.0,,,100-78,2,J. Gutierrez makes 2-pt shot from 2 ft (assist by C. Jefferson)
3:17.0,Chicago full timeout,,100-78,,
3:17.0,D. McDermott enters the game for D. Rose,,100-78,,
3:17.0,N. Mohammed enters the game for P. Gasol,,100-78,,
3:17.0,,,100-78,,A. Anderson enters the game for J. Jack
2:58.0,A. Brooks misses 2-pt shot from 19 ft,,100-78,,
2:57.0,,,100-78,,Defensive rebound by A. Anderson
2:42.0,,,100-78,,J. Gutierrez misses 2-pt shot from 18 ft
2:41.0,,,100-78,,Offensive rebound by C. Jefferson
2:36.0,,,100-78,,S. Karasev misses 2-pt shot from 21 ft
2:35.0,,,100-78,,Offensive rebound by Team
2:23.0,,,100-80,2,A. Anderson makes 2-pt shot from 23 ft (assist by J. Jordan)
2:00.0,Turnover by A. Brooks (bad pass; steal by J. Jordan),,100-80,,
1:56.0,,,100-80,,Turnover by J. Jordan (bad pass; steal by T. Snell)
1:54.0,N. Mohammed makes 2-pt shot from 2 ft,2,102-80,,
1:46.0,Personal foul by A. Brooks (drawn by J. Gutierrez),,102-80,,
1:46.0,,,102-81,1,J. Gutierrez makes free throw 1 of 2
1:46.0,E. Moore enters the game for A. Brooks,,102-81,,
1:46.0,,,102-82,1,J. Gutierrez makes free throw 2 of 2
1:28.0,N. Mirotic misses 3-pt shot from 25 ft,,102-82,,
1:26.0,,,102-82,,Defensive rebound by C. Jefferson
1:15.0,,,102-82,,J. Jordan misses 2-pt shot from 13 ft
1:13.0,Defensive rebound by N. Mirotic,,102-82,,
0:53.0,N. Mohammed misses 2-pt shot from 5 ft,,102-82,,
0:52.0,,,102-82,,Defensive rebound by J. Jordan
0:38.0,,,102-82,,C. Jefferson misses 2-pt shot from 10 ft
0:36.0,Defensive rebound by E. Moore,,102-82,,
0:24.0,D. McDermott misses 2-pt shot from 5 ft,,102-82,,
0:22.0,,,102-82,,Defensive rebound by J. Jordan
0:16.0,,,102-84,2,J. Gutierrez makes 2-pt shot at rim
0:00.0,End of 4th quarter,,,,End of 4th quarter
