time,Philadelphia,pts.away,score,pts.home,Detroit
3:49.0,,,79-103,2,K. Caldwell-Pope makes 2-pt shot from 17 ft (assist by A. Tolliver)
3:40.0,L. Drew makes 2-pt shot from 17 ft,2,81-103,,
3:21.0,,,81-103,,K. Caldwell-Pope misses 3-pt shot from 26 ft
3:20.0,Defensive rebound by M. Thomas,,81-103,,
3:14.0,M. Thomas makes 2-pt shot at rim (assist by L. Drew),2,83-103,,
2:46.0,,,83-103,,A. Drummond misses 2-pt shot at rim (block by J. Grant)
2:43.0,Defensive rebound by L. Drew,,83-103,,
2:35.0,J. Sampson makes 3-pt shot from 26 ft (assist by J. Grant),3,86-103,,
2:15.0,,,86-105,2,A. Drummond makes 2-pt shot at rim (assist by J. Meeks)
2:14.0,Philadelphia full timeout,,86-105,,
2:14.0,,,86-105,,K. Singler enters the game for A. Drummond
2:14.0,,,86-105,,C. Martin enters the game for K. Caldwell-Pope
2:14.0,,,86-105,,J. Jerebko enters the game for J. Meeks
2:14.0,,,86-105,,J. Anthony enters the game for A. Tolliver
2:01.0,L. Drew misses 2-pt shot from 19 ft,,86-105,,
2:00.0,,,86-105,,Defensive rebound by C. Martin
1:37.0,,,86-105,,D. Augustin misses 3-pt shot from 23 ft
1:36.0,,,86-105,,Offensive rebound by J. Jerebko
1:20.0,,,86-107,2,D. Augustin makes 2-pt shot from 1 ft
1:11.0,M. Thomas misses 3-pt shot from 24 ft,,86-107,,
1:09.0,,,86-107,,Defensive rebound by D. Augustin
0:57.0,,,86-107,,C. Martin misses 3-pt shot from 25 ft
0:56.0,,,86-107,,Offensive rebound by K. Singler
0:35.0,,,86-107,,J. Anthony misses 2-pt shot from 11 ft
0:34.0,Defensive rebound by F. Aldemir,,86-107,,
0:23.0,J. Grant makes 3-pt shot from 26 ft (assist by J. Sampson),3,89-107,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
