time,Portland,pts.away,score,pts.home,LA Clippers
2:25.0,,,93-102,2,C. Paul makes 2-pt shot from 9 ft
2:24.0,Portland full timeout,,93-102,,
2:12.0,D. Lillard makes 2-pt shot at rim,2,95-102,,
1:59.0,Personal foul by D. Lillard (drawn by B. Griffin),,95-102,,
1:58.0,Away from play foul by L. Aldridge (drawn by D. Jordan),,95-102,,
1:58.0,,,95-102,,J. Redick misses free throw 1 of 1
1:58.0,,,95-102,,Offensive rebound by Team
1:49.0,,,95-102,,C. Paul misses 3-pt shot from 26 ft
1:48.0,Defensive rebound by L. Aldridge,,95-102,,
1:37.0,D. Lillard makes 3-pt shot from 31 ft,3,98-102,,
1:19.0,Personal foul by N. Batum (drawn by D. Jordan),,98-102,,
1:19.0,,,98-102,,D. Jordan misses free throw 1 of 2
1:19.0,,,98-102,,Offensive rebound by Team
1:19.0,,,98-102,,D. Jordan misses free throw 2 of 2
1:16.0,Defensive rebound by N. Batum,,98-102,,
1:10.0,D. Lillard makes 2-pt shot at rim,2,100-102,,
1:10.0,,,100-102,,LA Clippers full timeout
0:50.0,,,100-102,,B. Griffin misses 2-pt shot from 19 ft
0:48.0,Defensive rebound by D. Lillard,,100-102,,
0:42.0,D. Lillard misses 3-pt shot from 25 ft,,100-102,,
0:40.0,,,100-102,,Defensive rebound by C. Paul
0:39.0,Personal take foul by L. Aldridge (drawn by C. Paul),,100-102,,
0:39.0,,,100-103,1,C. Paul makes free throw 1 of 2
0:39.0,,,100-103,,M. Barnes enters the game for J. Redick
0:39.0,,,100-104,1,C. Paul makes free throw 2 of 2
0:39.0,Portland full timeout,,100-104,,
0:39.0,S. Blake enters the game for R. Lopez,,100-104,,
0:35.0,D. Lillard makes 2-pt shot from 2 ft (assist by N. Batum),2,102-104,,
0:11.0,,,102-104,,C. Paul misses 2-pt shot from 18 ft
0:08.0,,,102-104,,Offensive rebound by D. Jordan
0:07.0,Personal take foul by L. Aldridge (drawn by J. Crawford),,102-104,,
0:07.0,,,102-105,1,J. Crawford makes free throw 1 of 2
0:07.0,,,102-106,1,J. Crawford makes free throw 2 of 2
0:07.0,Portland full timeout,,102-106,,
0:04.0,W. Matthews misses 3-pt shot from 23 ft,,102-106,,
0:03.0,,,102-106,,Defensive rebound by J. Crawford
0:00.0,End of 4th quarter,,,,End of 4th quarter
