time,Dallas,pts.away,score,pts.home,Phoenix
9:30.0,,,81-97,,Defensive rebound by Team
9:13.0,,,81-99,2,M. Plumlee makes 2-pt shot at rim (assist by G. Green)
8:55.0,Shooting foul by M. Plumlee (drawn by T. Chandler),,81-99,,
8:55.0,T. Chandler misses free throw 1 of 2,,81-99,,
8:55.0,Offensive rebound by Team,,81-99,,
8:55.0,,,81-99,,E. Bledsoe enters the game for M. Morris
8:55.0,,,81-99,,A. Len enters the game for M. Plumlee
8:55.0,T. Chandler makes free throw 2 of 2,1,82-99,,
8:38.0,,,82-99,,G. Green misses 2-pt shot from 3 ft
8:37.0,Defensive rebound by T. Chandler,,82-99,,
8:22.0,C. Parsons makes 2-pt shot from 3 ft (assist by T. Chandler),2,84-99,,
8:05.0,,,84-101,2,A. Len makes 2-pt shot at rim (assist by E. Bledsoe)
7:45.0,Shooting foul by A. Len (drawn by M. Ellis),,84-101,,
7:45.0,M. Ellis makes free throw 1 of 2,1,85-101,,
7:45.0,M. Ellis makes free throw 2 of 2,1,86-101,,
7:34.0,,,86-103,2,G. Dragic makes 2-pt shot from 16 ft
7:19.0,R. Rondo misses 2-pt shot from 20 ft,,86-103,,
7:18.0,,,86-103,,Defensive rebound by E. Bledsoe
7:02.0,,,86-103,,E. Bledsoe misses 3-pt shot from 24 ft
7:01.0,Defensive rebound by R. Rondo,,86-103,,
6:55.0,Shooting foul by G. Dragic (drawn by T. Chandler),,86-103,,
6:55.0,T. Chandler misses free throw 1 of 2,,86-103,,
6:55.0,Offensive rebound by Team,,86-103,,
6:55.0,T. Chandler makes free throw 2 of 2,1,87-103,,
6:38.0,,,87-103,,E. Bledsoe misses 2-pt shot from 15 ft
6:37.0,Defensive rebound by C. Parsons,,87-103,,
6:30.0,C. Parsons misses 3-pt shot from 25 ft,,87-103,,
6:29.0,,,87-103,,Defensive rebound by A. Len
6:22.0,,,87-103,,Turnover by I. Thomas (bad pass)
6:05.0,M. Ellis makes 2-pt shot from 20 ft,2,89-103,,
5:47.0,Shooting block foul by C. Parsons (drawn by E. Bledsoe),,89-103,,
5:47.0,Official timeout,,89-103,,
5:47.0,,,89-103,,M. Morris enters the game for A. Len
5:47.0,,,89-104,1,E. Bledsoe makes free throw 1 of 2
5:47.0,,,89-105,1,E. Bledsoe makes free throw 2 of 2
5:39.0,,,89-105,,Personal block foul by E. Bledsoe (drawn by M. Ellis)
5:39.0,M. Ellis makes free throw 1 of 2,1,90-105,,
5:39.0,M. Ellis makes free throw 2 of 2,1,91-105,,
5:24.0,,,91-107,2,G. Green makes 2-pt shot at rim (assist by M. Morris)
5:15.0,T. Chandler makes 2-pt shot at rim (assist by R. Rondo),2,93-107,,
4:58.0,,,93-109,2,E. Bledsoe makes 2-pt shot from 2 ft
4:50.0,T. Chandler makes 2-pt shot at rim (assist by R. Rondo),2,95-109,,
4:36.0,,,95-109,,Shooting foul by C. Villanueva (drawn by G. Green)
4:36.0,,,95-110,1,G. Green makes free throw 1 of 2
4:36.0,R. Jefferson enters the game for C. Parsons,,95-110,,
4:36.0,D. Nowitzki enters the game for C. Villanueva,,95-110,,
4:36.0,,,95-111,1,G. Green makes free throw 2 of 2
4:26.0,R. Rondo misses 2-pt shot from 18 ft,,95-111,,
4:25.0,,,95-111,,Defensive rebound by E. Bledsoe
4:18.0,,,95-111,,E. Bledsoe misses 2-pt shot from 21 ft
4:18.0,Defensive rebound by D. Nowitzki,,95-111,,
4:09.0,D. Nowitzki makes 3-pt shot from 24 ft (assist by R. Rondo),3,98-111,,
4:03.0,,,98-111,,Turnover by G. Green (bad pass; steal by R. Rondo)
4:01.0,R. Rondo makes 2-pt shot at rim,2,100-111,,
4:00.0,,,100-111,,Phoenix full timeout
4:00.0,,,100-111,,A. Len enters the game for G. Green
3:49.0,Personal foul by R. Rondo (drawn by I. Thomas),,100-111,,
3:41.0,,,100-111,,I. Thomas misses 2-pt shot from 3 ft
3:39.0,,,100-111,,Offensive rebound by A. Len
3:39.0,,,100-111,,A. Len misses 2-pt shot from 1 ft
3:38.0,,,100-111,,Offensive rebound by M. Morris
3:34.0,,,100-113,2,E. Bledsoe makes 2-pt shot from 10 ft
3:22.0,Turnover by M. Ellis (bad pass),,100-113,,
3:07.0,,,100-116,3,E. Bledsoe makes 3-pt shot from 23 ft (assist by I. Thomas)
3:07.0,Dallas full timeout,,100-116,,
2:56.0,D. Nowitzki makes 3-pt shot from 24 ft (assist by M. Ellis),3,103-116,,
2:31.0,,,103-116,,I. Thomas misses 3-pt shot from 23 ft
2:30.0,Defensive rebound by Team,,103-116,,
2:24.0,,,103-116,,Personal foul by I. Thomas (drawn by D. Nowitzki)
2:24.0,D. Nowitzki makes free throw 1 of 2,1,104-116,,
2:24.0,D. Nowitzki makes free throw 2 of 2,1,105-116,,
2:08.0,,,105-116,,A. Len misses 2-pt shot from 1 ft
2:07.0,Defensive rebound by T. Chandler,,105-116,,
1:52.0,M. Ellis misses 2-pt shot from 3 ft,,105-116,,
1:51.0,Offensive rebound by T. Chandler,,105-116,,
1:41.0,Shooting foul by A. Len (drawn by T. Chandler),,105-116,,
1:41.0,,,105-116,,P. Tucker enters the game for A. Len
1:41.0,T. Chandler makes free throw 1 of 2,1,106-116,,
1:41.0,T. Chandler makes free throw 2 of 2,1,107-116,,
1:37.0,Personal foul by R. Rondo (drawn by I. Thomas),,107-116,,
1:37.0,D. Harris enters the game for R. Rondo,,107-116,,
1:26.0,,,107-119,3,I. Thomas makes 3-pt shot from 25 ft (assist by E. Bledsoe)
1:19.0,M. Ellis makes 3-pt shot from 26 ft,3,110-119,,
0:55.0,,,110-119,,G. Dragic misses 3-pt shot from 25 ft
0:54.0,Defensive rebound by T. Chandler,,110-119,,
0:54.0,,,110-119,,Personal foul by P. Tucker (drawn by T. Chandler)
0:54.0,T. Chandler makes free throw 1 of 2,1,111-119,,
0:54.0,T. Chandler makes free throw 2 of 2,1,112-119,,
0:52.0,Personal take foul by R. Jefferson (drawn by I. Thomas),,112-119,,
0:52.0,,,112-120,1,I. Thomas makes free throw 1 of 2
0:52.0,,,112-121,1,I. Thomas makes free throw 2 of 2
0:46.0,M. Ellis misses 3-pt shot from 25 ft,,112-121,,
0:45.0,,,112-121,,Defensive rebound by P. Tucker
0:42.0,Personal take foul by D. Nowitzki (drawn by P. Tucker),,112-121,,
0:42.0,,,112-122,1,P. Tucker makes free throw 1 of 2
0:42.0,C. Villanueva enters the game for D. Nowitzki,,112-122,,
0:42.0,,,112-122,,P. Tucker misses free throw 2 of 2
0:42.0,Defensive rebound by T. Chandler,,112-122,,
0:42.0,Dallas full timeout,,112-122,,
0:42.0,Turnover by R. Jefferson (bad pass),,112-122,,
0:42.0,G. Smith enters the game for T. Chandler,,112-122,,
0:38.0,,,112-122,,Phoenix full timeout
0:38.0,,,112-122,,Phoenix full timeout
0:38.0,D. Powell enters the game for G. Smith,,112-122,,
0:37.0,Personal take foul by R. Jefferson (drawn by G. Dragic),,112-122,,
0:37.0,,,112-123,1,G. Dragic makes free throw 1 of 2
0:37.0,,,112-124,1,G. Dragic makes free throw 2 of 2
0:33.0,C. Villanueva misses 3-pt shot from 24 ft,,112-124,,
0:31.0,,,112-124,,Defensive rebound by E. Bledsoe
0:05.0,,,112-124,,Turnover by E. Bledsoe (offensive goaltending)
0:01.0,C. Villanueva makes 3-pt shot from 25 ft,3,115-124,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
