time,San Antonio,pts.away,score,pts.home,New Orleans
0:23.0,,,87-95,2,R. Anderson makes 2-pt shot at rim (assist by A. Davis)
0:11.0,M. Ginobili makes 3-pt shot from 23 ft (assist by T. Duncan),3,90-95,,
0:09.0,Personal take foul by D. Green (drawn by T. Evans),,90-95,,
0:09.0,,,90-96,1,T. Evans makes free throw 1 of 2
0:09.0,,,90-96,,J. Withey enters the game for A. Davis
0:09.0,,,90-96,,R. Smith enters the game for J. Holiday
0:09.0,,,90-96,,J. Fredette enters the game for R. Anderson
0:09.0,K. Anderson enters the game for T. Duncan,,90-96,,
0:09.0,A. Daye enters the game for D. Green,,90-96,,
0:09.0,J. Ayres enters the game for M. Ginobili,,90-96,,
0:09.0,,,90-97,1,T. Evans makes free throw 2 of 2
0:03.0,K. Anderson misses 2-pt shot from 16 ft,,90-97,,
0:01.0,,,90-97,,Defensive rebound by J. Fredette
0:00.0,End of 4th quarter,,,,End of 4th quarter
