time,Golden State,pts.away,score,pts.home,Cleveland
4:45.0,S. Curry misses 2-pt shot from 16 ft,,92-105,,
4:44.0,,,92-105,,Defensive rebound by L. James
4:29.0,Violation by A. Iguodala (kicked ball),,92-105,,
4:19.0,,,92-105,,K. Irving misses 2-pt shot from 12 ft
4:18.0,Defensive rebound by A. Iguodala,,92-105,,
4:11.0,A. Iguodala makes 2-pt shot at rim (assist by D. Green),2,94-105,,
3:44.0,,,94-105,,L. James misses 2-pt shot from 16 ft
3:43.0,Defensive rebound by H. Barnes,,94-105,,
3:40.0,Turnover by H. Barnes (bad pass; steal by L. James),,94-105,,
3:40.0,,,94-105,,Shooting foul by H. Barnes (drawn by L. James)
3:40.0,,,94-105,,L. James misses free throw 1 of 2
3:40.0,,,94-105,,Offensive rebound by Team
3:40.0,,,94-105,,L. James misses free throw 2 of 2
3:39.0,Defensive rebound by D. Green,,94-105,,
3:35.0,Turnover by S. Curry (bad pass; steal by L. James),,94-105,,
3:11.0,,,94-107,2,L. James makes 2-pt shot from 5 ft
2:58.0,S. Curry misses 2-pt shot from 2 ft,,94-107,,
2:56.0,,,94-107,,Defensive rebound by L. James
2:53.0,,,94-107,,Offensive foul by L. James
2:53.0,,,94-107,,Turnover by L. James (offensive foul)
2:53.0,Golden State full timeout,,94-107,,
2:38.0,D. Green makes 2-pt shot from 1 ft (assist by A. Iguodala),2,96-107,,
2:38.0,Shooting foul by L. James (drawn by D. Green),,96-107,,
2:38.0,D. Green misses free throw 1 of 1,,96-107,,
2:37.0,,,96-107,,Defensive rebound by L. James
2:15.0,,,96-107,,K. Irving misses 2-pt shot from 4 ft
2:14.0,Defensive rebound by K. Thompson,,96-107,,
2:05.0,K. Thompson misses 2-pt shot from 6 ft,,96-107,,
2:02.0,Offensive rebound by A. Iguodala,,96-107,,
2:00.0,S. Curry misses 3-pt shot from 24 ft,,96-107,,
1:58.0,,,96-107,,Defensive rebound by L. James
1:38.0,,,96-107,,L. James misses 3-pt shot from 26 ft
1:37.0,,,96-107,,Offensive rebound by K. Irving
1:11.0,,,96-107,,K. Irving misses 3-pt shot from 22 ft
1:10.0,Defensive rebound by D. Green,,96-107,,
1:04.0,S. Curry misses 3-pt shot from 26 ft,,96-107,,
1:02.0,,,96-107,,Defensive rebound by J. Smith
0:39.0,,,96-110,3,K. Love makes 3-pt shot from 24 ft (assist by L. James)
0:39.0,Golden State full timeout,,96-110,,
0:39.0,,,96-110,,M. Miller enters the game for L. James
0:39.0,,,96-110,,J. Harris enters the game for K. Love
0:39.0,,,96-110,,J. Jones enters the game for J. Smith
0:39.0,,,96-110,,M. Dellavedova enters the game for K. Irving
0:39.0,,,96-110,,B. Haywood enters the game for I. Shumpert
0:39.0,J. Holiday enters the game for K. Thompson,,96-110,,
0:39.0,L. Barbosa enters the game for S. Curry,,96-110,,
0:32.0,J. Holiday makes 2-pt shot from 16 ft (assist by A. Iguodala),2,98-110,,
0:09.0,,,98-110,,J. Harris misses 3-pt shot from 22 ft
0:07.0,Defensive rebound by D. Green,,98-110,,
0:04.0,Shooting foul by M. Dellavedova (drawn by D. Green),,98-110,,
0:04.0,D. Green makes free throw 1 of 2,1,99-110,,
0:04.0,D. Green misses free throw 2 of 2,,99-110,,
0:03.0,,,99-110,,Defensive rebound by B. Haywood
0:00.0,End of 4th quarter,,,,End of 4th quarter
