time,LA Lakers,pts.away,score,pts.home,Phoenix
5:00.0,,,94-105,,M. Morris enters the game for M. Morris
5:00.0,J. Hill enters the game for T. Black,,94-105,,
4:47.0,,,94-105,,G. Green misses 2-pt shot from 11 ft
4:45.0,Defensive rebound by C. Boozer,,94-105,,
4:29.0,Turnover by R. Kelly (step out of bounds),,94-105,,
4:13.0,,,94-105,,M. Morris misses 3-pt shot from 23 ft
4:11.0,Defensive rebound by J. Hill,,94-105,,
4:05.0,Shooting foul by M. Morris (drawn by N. Young),,94-105,,
4:05.0,N. Young makes 3-pt shot from 23 ft (assist by J. Lin),3,97-105,,
4:05.0,,,97-105,,G. Dragic enters the game for G. Green
4:05.0,,,97-105,,P. Tucker enters the game for B. Wright
4:05.0,W. Johnson enters the game for R. Kelly,,97-105,,
4:05.0,N. Young makes free throw 1 of 1,1,98-105,,
3:52.0,Personal foul by N. Young (drawn by E. Bledsoe),,98-105,,
3:52.0,,,98-106,1,E. Bledsoe makes free throw 1 of 2
3:52.0,,,98-106,,E. Bledsoe misses free throw 2 of 2
3:51.0,Defensive rebound by J. Hill,,98-106,,
3:28.0,N. Young misses 3-pt shot from 25 ft,,98-106,,
3:26.0,Offensive rebound by N. Young,,98-106,,
3:22.0,W. Johnson misses 3-pt shot from 23 ft,,98-106,,
3:21.0,,,98-106,,Defensive rebound by Team
3:10.0,,,98-106,,Turnover by E. Bledsoe (bad pass)
2:59.0,J. Hill makes 2-pt shot from 18 ft (assist by N. Young),2,100-106,,
2:41.0,,,100-108,2,G. Dragic makes 2-pt shot from 5 ft
2:26.0,J. Lin misses 2-pt shot from 16 ft,,100-108,,
2:24.0,Offensive rebound by J. Hill,,100-108,,
2:24.0,Jump ball: J. Hill vs. M. Morris (G. Dragic gains possession),,,,Jump ball: J. Hill vs. M. Morris (G. Dragic gains possession)
2:24.0,Turnover by J. Hill (lost ball; steal by M. Morris),,100-108,,
2:19.0,,,100-110,2,G. Dragic makes 2-pt shot at rim
2:00.0,Turnover by N. Young (lost ball; steal by I. Thomas),,100-110,,
1:43.0,,,100-110,,E. Bledsoe misses 2-pt shot from 1 ft
1:43.0,,,100-110,,Offensive rebound by M. Morris
1:43.0,,,100-112,2,M. Morris makes 2-pt shot at rim
1:29.0,Offensive foul by N. Young,,100-112,,
1:29.0,Turnover by N. Young (offensive foul),,100-112,,
1:05.0,,,100-112,,E. Bledsoe misses 3-pt shot from 22 ft
1:03.0,,,100-112,,Offensive rebound by G. Dragic
0:42.0,,,100-112,,E. Bledsoe misses 2-pt shot from 21 ft
0:40.0,,,100-112,,Offensive rebound by P. Tucker
0:17.0,,,100-115,3,M. Morris makes 3-pt shot from 24 ft (assist by P. Tucker)
0:09.0,W. Johnson misses 2-pt shot from 21 ft,,100-115,,
0:07.0,,,100-115,,Defensive rebound by P. Tucker
0:00.0,End of 4th quarter,,,,End of 4th quarter
